applicant_id,site,female,age,education_years,employed_baseline,earnings_baseline
JB000799,B,0,24,12,1,1735
JB000800,B,0,55,14,1,2136
JB000801,B,0,32,10,0,0
JB000802,B,0,29,16,0,0
JB000803,B,0,32,13,0,0
JB000804,B,1,30,12,1,2231
JB000805,B,1,41,18,0,0
JB000806,B,0,39,14,1,2500
JB000807,B,1,35,13,1,1873
JB000808,B,0,21,18,0,0
JB000809,B,0,41,16,1,2567
JB000810,B,1,24,14,0,0
JB000811,B,1,52,17,0,0
JB000812,B,1,24,9,1,1741
JB000813,B,1,53,10,0,0
JB000814,B,1,55,13,0,0
JB000815,B,0,50,16,0,0
JB000816,B,0,25,9,0,0
JB000817,B,1,55,10,0,0
JB000818,B,0,37,13,0,0
JB000819,B,0,47,13,1,1728
JB000820,B,0,52,16,0,0
JB000821,B,1,23,17,0,0
JB000822,B,0,32,9,0,0
JB000823,B,1,40,14,1,2478
JB000824,B,1,50,9,0,0
JB000825,B,0,28,16,0,0
JB000826,B,0,38,18,0,0
JB000827,B,0,37,15,0,0
JB000828,B,1,50,15,0,0
JB000829,B,0,28,12,0,0
JB000830,B,0,22,17,1,2561
JB000831,B,1,38,12,1,1688
JB000832,B,0,21,12,0,0
JB000833,B,1,30,16,0,0
JB000834,B,1,33,15,1,2052
JB000835,B,1,19,16,1,1940
JB000836,B,0,22,10,1,1200
JB000837,B,1,36,17,0,0
JB000838,B,1,52,17,1,2480
JB000839,B,1,34,15,0,0
JB000840,B,0,26,18,0,0
JB000841,B,0,40,17,1,2514
JB000842,B,0,47,15,0,0
JB000843,B,0,21,13,0,0
JB000844,B,0,52,14,1,2516
JB000845,B,0,41,15,0,0
JB000846,B,1,52,15,1,2703
JB000847,B,0,54,17,1,2711
JB000848,B,0,39,17,1,2341
JB000849,B,0,36,17,0,0
JB000850,B,0,19,14,0,0
JB000851,B,1,43,14,1,2363
JB000852,B,0,41,10,0,0
JB000853,B,0,46,17,1,2563
JB000854,B,0,25,11,0,0
JB000855,B,1,38,9,1,1952
JB000856,B,1,38,18,0,0
JB000857,B,1,22,16,1,2059
JB000858,B,0,24,9,0,0
JB000859,B,0,53,16,1,2792
JB000860,B,0,23,14,0,0
JB000861,B,0,52,17,1,3210
JB000862,B,0,35,17,0,0
JB000863,B,0,44,16,1,2541
JB000864,B,0,40,13,0,0
JB000865,B,0,23,18,1,2321
JB000866,B,1,21,18,1,2147
JB000867,B,0,19,11,0,0
JB000868,B,1,29,15,0,0
JB000869,B,1,29,15,1,1915
JB000870,B,1,33,11,0,0
JB000871,B,1,33,14,1,2007
JB000872,B,1,30,9,0,0
JB000873,B,1,33,15,1,1693
JB000874,B,0,36,14,1,1865
JB000875,B,0,41,15,1,2441
JB000876,B,0,42,16,0,0
JB000877,B,0,49,10,1,1398
JB000878,B,0,32,15,0,0
JB000879,B,1,46,12,0,0
JB000880,B,1,28,12,0,0
JB000881,B,1,52,14,1,2340
JB000882,B,0,28,11,0,0
JB000883,B,1,51,14,0,0
JB000884,B,1,21,12,1,1655
JB000885,B,1,28,18,1,2348
JB000886,B,0,34,9,0,0
JB000887,B,0,36,13,0,0
JB000888,B,1,32,18,1,2197
JB000889,B,1,50,17,1,2290
JB000890,B,1,36,10,0,0
JB000891,B,0,25,14,0,0
JB000892,B,1,26,11,0,0
JB000893,B,0,36,14,1,1684
JB000894,B,0,51,16,1,2099
JB000895,B,0,29,10,1,1870
JB000896,B,0,42,11,1,1463
JB000897,B,0,44,14,0,0
JB000898,B,1,53,18,0,0
JB000899,B,1,46,9,0,0
JB000900,B,1,21,15,1,2401
JB000901,B,0,46,14,1,2599
JB000902,B,1,32,11,0,0
JB000903,B,0,35,10,0,0
JB000904,B,0,23,13,0,0
JB000905,B,0,43,9,1,1611
JB000906,B,1,55,15,1,2596
JB000907,B,0,27,12,0,0
JB000908,B,1,41,17,0,0
JB000909,B,0,20,11,0,0
JB000910,B,1,41,12,1,2165
JB000911,B,1,50,10,0,0
JB000912,B,0,38,12,0,0
JB000913,B,0,50,9,0,0
JB000914,B,0,52,16,0,0
JB000915,B,0,20,9,0,0
JB000916,B,0,23,9,0,0
JB000917,B,0,21,17,0,0
JB000918,B,0,24,15,0,0
JB000919,B,1,29,16,0,0
JB000920,B,1,30,10,1,1483
JB000921,B,1,20,18,1,2354
JB000922,B,0,27,14,1,2086
JB000923,B,1,38,12,1,2166
JB000924,B,1,32,15,0,0
JB000925,B,1,44,12,0,0
JB000926,B,1,28,16,0,0
JB000927,B,1,54,10,0,0
JB000928,B,0,34,13,0,0
JB000929,B,0,36,14,1,2402
JB000930,B,1,45,17,1,2550
JB000931,B,0,43,18,0,0
JB000932,B,0,19,14,0,0
JB000933,B,0,49,18,0,0
JB000934,B,1,31,14,1,1892
JB000935,B,1,39,11,1,1767
JB000936,B,0,37,14,0,0
JB000937,B,0,39,10,0,0
JB000938,B,1,42,15,1,2780
JB000939,B,0,22,17,0,0
JB000940,B,0,28,18,0,0
JB000941,B,0,38,10,1,1788
JB000942,B,1,42,12,0,0
JB000943,B,1,42,16,0,0
JB000944,B,0,48,14,0,0
JB000945,B,1,49,9,0,0
JB000946,B,0,39,15,0,0
JB000947,B,1,22,13,0,0
JB000948,B,1,25,12,0,0
JB000949,B,0,30,10,1,1916
JB000950,B,0,51,15,1,2331
JB000951,B,1,32,12,0,0
JB000952,B,1,41,14,0,0
JB000953,B,0,32,18,0,0
JB000954,B,0,21,11,0,0
JB000955,B,1,26,14,0,0
JB000956,B,1,36,14,1,1663
JB000957,B,1,24,11,0,0
JB000958,B,1,38,15,0,0
JB000959,B,1,46,14,1,1840
JB000960,B,0,27,17,1,2709
JB000961,B,0,46,9,1,1365
JB000962,B,0,26,14,0,0
JB000963,B,1,31,13,1,1628
JB000964,B,0,23,9,0,0
JB000965,B,1,37,11,0,0
JB000966,B,1,42,9,0,0
JB000967,B,0,54,14,1,2472
JB000968,B,0,38,18,0,0
JB000969,B,1,51,12,1,2178
JB000970,B,1,37,9,0,0
JB000971,B,1,55,15,1,2361
JB000972,B,0,28,14,0,0
JB000973,B,1,28,11,1,1290
JB000974,B,0,46,10,0,0
JB000975,B,0,51,11,0,0
JB000976,B,1,31,14,0,0
JB000977,B,0,42,9,0,0
JB000978,B,1,46,12,0,0
JB000979,B,1,44,15,0,0
JB000980,B,1,40,18,1,2349
JB000981,B,1,40,14,1,2380
JB000982,B,1,55,15,0,0
JB000983,B,1,38,14,0,0
JB000984,B,1,19,13,1,2078
JB000985,B,0,35,11,1,2185
JB000986,B,1,32,18,0,0
JB000987,B,0,39,14,1,1791
JB000988,B,1,44,10,0,0
JB000989,B,0,26,10,0,0
JB000990,B,1,53,11,0,0
JB000991,B,0,32,13,0,0
JB000992,B,1,49,15,1,2401
JB000993,B,1,40,16,1,2661
JB000994,B,0,26,13,1,1515
JB000995,B,1,37,14,0,0
JB000996,B,0,40,14,1,2326
JB000997,B,0,28,9,0,0
JB000998,B,0,51,16,0,0
JB000999,B,0,35,16,1,2704
JB001000,B,1,55,14,1,2446
JB001001,B,1,34,16,0,0
JB001002,B,1,29,12,1,1921
JB001003,B,0,32,16,0,0
JB001004,B,0,22,12,0,0
JB001005,B,0,51,9,0,0
JB001006,B,1,31,15,1,2007
JB001007,B,0,23,16,0,0
JB001008,B,0,35,16,1,2242
JB001009,B,0,45,14,1,2727
JB001010,B,1,29,17,1,2446
JB001011,B,0,24,10,1,1610
JB001012,B,1,31,11,0,0
JB001013,B,1,55,17,0,0
JB001014,B,0,20,18,0,0
JB001015,B,0,23,17,0,0
JB001016,B,1,41,13,0,0
JB001017,B,0,26,13,1,1836
JB001018,B,1,42,13,0,0
JB001019,B,1,19,11,1,1651
JB001020,B,0,35,10,1,2099
JB001021,B,1,43,12,1,2409
JB001022,B,0,50,15,1,2594
JB001023,B,0,46,18,1,2447
JB001024,B,1,50,17,1,2701
JB001025,B,0,50,9,1,1483
JB001026,B,0,44,9,1,1286
JB001027,B,1,45,11,1,1960
JB001028,B,1,36,18,0,0
JB001029,B,1,43,14,0,0
JB001030,B,1,52,9,0,0
JB001031,B,1,30,14,1,1920
JB001032,B,0,31,15,0,0
JB001033,B,1,20,18,1,1895
JB001034,B,1,50,9,1,1949
JB001035,B,1,44,10,0,0
JB001036,B,0,41,9,0,0
JB001037,B,0,38,18,1,3083
JB001038,B,0,32,16,0,0
JB001039,B,0,22,12,1,1899
JB001040,B,0,37,18,1,3065
JB001041,B,1,39,16,1,2604
JB001042,B,1,40,16,1,2292
JB001043,B,0,53,10,1,1616
JB001044,B,0,25,13,0,0
JB001045,B,1,36,15,0,0
JB001046,B,1,55,14,1,2089
JB001047,B,1,48,15,1,1928
JB001048,B,0,26,18,0,0
JB001049,B,1,51,17,1,2756
JB001050,B,0,20,9,0,0
JB001051,B,1,36,17,0,0
JB001052,B,0,20,9,0,0
JB001053,B,0,27,17,1,1914
JB001054,B,1,33,9,0,0
JB001055,B,1,44,10,1,1791
JB001056,B,1,24,11,1,1582
JB001057,B,0,47,10,0,0
JB001058,B,1,46,10,0,0
JB001059,B,1,47,12,1,1720
JB001060,B,0,25,14,0,0
JB001061,B,0,47,15,1,2297
JB001062,B,0,22,15,0,0
JB001063,B,0,28,10,0,0
JB001064,B,0,46,16,0,0
JB001065,B,1,20,11,0,0
JB001066,B,0,45,14,1,1866
JB001067,B,1,20,14,0,0
JB001068,B,1,43,11,0,0
JB001069,B,0,43,9,0,0
JB001070,B,0,50,12,1,1874
JB001071,B,0,39,18,0,0
JB001072,B,0,22,18,1,2362
JB001073,B,0,32,17,0,0
JB001074,B,1,47,11,1,1934
JB001075,B,0,55,14,0,0
JB001076,B,0,50,9,0,0
JB001077,B,0,37,12,0,0
JB001078,B,0,38,17,1,2950
JB001079,B,0,35,9,0,0
JB001080,B,0,26,17,1,2375
JB001081,B,1,54,12,0,0
JB001082,B,1,48,18,0,0
JB001083,B,0,51,16,1,2302
JB001084,B,0,35,9,1,1635
JB001085,B,1,32,15,1,2641
JB001086,B,1,31,10,0,0
JB001087,B,0,22,10,1,1736
JB001088,B,0,52,12,0,0
JB001089,B,1,19,13,0,0
JB001090,B,1,37,14,0,0
JB001091,B,0,50,15,0,0
JB001092,B,0,31,9,0,0
JB001093,B,1,53,11,1,1969
JB001094,B,1,48,18,0,0
JB001095,B,0,31,14,1,1973
JB001096,B,0,49,15,1,2016
JB001097,B,1,19,14,0,0
JB001098,B,1,39,12,1,1604
JB001099,B,1,28,18,0,0
JB001100,B,1,31,16,0,0
JB001101,B,1,20,17,0,0
JB001102,B,1,54,16,1,2491
JB001103,B,0,48,15,0,0
JB001104,B,0,26,12,1,1500
JB001105,B,0,41,10,0,0
JB001106,B,1,28,11,0,0
JB001107,B,0,33,18,0,0
JB001108,B,0,42,12,0,0
JB001109,B,1,19,16,0,0
JB001110,B,1,25,16,0,0
JB001111,B,1,25,18,0,0
JB001112,B,0,30,9,0,0
JB001113,B,1,28,9,1,1356
JB001114,B,0,55,11,1,1884
JB001115,B,1,49,18,1,2376
JB001116,B,1,37,10,0,0
JB001117,B,0,41,17,1,2301
JB001118,B,1,38,18,0,0
JB001119,B,1,46,9,0,0
JB001120,B,1,42,12,0,0
JB001121,B,1,43,10,0,0
JB001122,B,0,24,11,0,0
JB001123,B,0,22,12,1,1636
JB001124,B,0,24,15,0,0
JB001125,B,0,49,10,1,2320
JB001126,B,1,35,13,0,0
JB001127,B,0,21,17,0,0
JB001128,B,1,20,16,0,0
JB001129,B,1,50,18,0,0
JB001130,B,1,42,17,1,2150
JB001131,B,0,49,12,1,1993
JB001132,B,0,41,11,1,2234
JB001133,B,1,32,17,1,2620
JB001134,B,1,41,17,1,2844
JB001135,B,0,35,13,0,0
JB001136,B,0,43,11,0,0
JB001137,B,1,36,14,1,2443
JB001138,B,0,49,18,1,3147
JB001139,B,1,30,15,0,0
JB001140,B,1,30,17,0,0
JB001141,B,1,42,15,0,0
JB001142,B,0,36,10,0,0
JB001143,B,0,35,10,1,2036
JB001144,B,1,47,17,1,2835
JB001145,B,0,54,11,0,0
JB001146,B,1,38,12,0,0
JB001147,B,1,40,18,0,0
JB001148,B,1,49,13,1,2203
JB001149,B,1,22,13,0,0
JB001150,B,1,28,12,0,0
JB001151,B,1,33,9,0,0
JB001152,B,0,39,11,1,1447
JB001153,B,1,38,17,0,0
JB001154,B,0,52,16,0,0
JB001155,B,0,27,12,1,1523
JB001156,B,1,23,14,1,2378
JB001157,B,1,19,14,1,2164
JB001158,B,0,29,12,0,0
JB001159,B,1,28,17,0,0
JB001160,B,0,32,10,0,0
JB001161,B,1,50,13,1,2672
JB001162,B,0,36,18,1,2281
JB001163,B,1,37,12,0,0
JB001164,B,1,21,14,1,2253
JB001165,B,1,26,11,0,0
JB001166,B,1,44,18,1,2450
JB001167,B,0,51,17,0,0
JB001168,B,0,53,14,1,2695
JB001169,B,0,48,13,1,1939
JB001170,B,0,46,18,1,2302
JB001171,B,1,22,18,1,2412
JB001172,B,1,28,14,0,0
JB001173,B,1,44,17,1,2103
JB001174,B,1,48,14,1,1991
JB001175,B,0,52,14,1,2727
JB001176,B,1,31,16,0,0
JB001177,B,1,24,18,1,2484
JB001178,B,0,48,14,0,0
JB001179,B,1,26,15,0,0
JB001180,B,0,53,13,1,2736
JB001181,B,1,19,15,1,2252
JB001182,B,1,40,17,0,0
JB001183,B,1,27,14,1,1554
JB001184,B,0,55,9,1,2315
JB001185,B,0,20,13,1,1359
JB001186,B,1,51,9,0,0
JB001187,B,1,22,10,0,0
JB001188,B,0,51,17,1,2911
JB001189,B,1,25,9,0,0
JB001190,B,1,34,13,0,0
JB001191,B,1,21,11,0,0
JB001192,B,1,40,10,0,0
JB001193,B,0,41,11,1,2100
JB001194,B,0,53,11,1,2173
JB001195,B,1,32,13,0,0
JB001196,B,1,44,12,0,0
JB001197,B,1,30,18,0,0
JB001198,B,1,41,17,0,0
JB001199,B,1,44,10,0,0
JB001200,B,1,54,16,1,2498
JB001201,C,1,43,13,0,0
JB001202,C,1,45,17,0,0
JB001203,C,0,50,16,1,2687
JB001204,C,1,55,18,0,0
JB001205,C,1,55,15,0,0
JB001206,C,0,43,18,1,3260
JB001207,C,0,19,14,1,2093
JB001208,C,1,19,15,1,1839
JB001209,C,1,48,13,1,2446
JB001210,C,1,38,11,1,1807
JB001211,C,1,49,15,1,2609
JB001212,C,1,27,13,0,0
JB001213,C,1,21,12,1,1672
JB001214,C,0,53,17,0,0
JB001215,C,0,28,10,0,0
JB001216,C,0,49,17,0,0
JB001217,C,1,35,13,1,2475
JB001218,C,1,22,17,1,2010
JB001219,C,0,32,13,1,1821
JB001220,C,1,46,13,0,0
JB001221,C,0,39,18,1,3163
JB001222,C,1,24,12,1,1470
JB001223,C,0,50,9,0,0
JB001224,C,1,48,14,0,0
JB001225,C,1,35,14,1,2660
JB001226,C,0,45,16,0,0
JB001227,C,1,21,15,1,1899
JB001228,C,0,54,14,0,0
JB001229,C,1,38,12,0,0
JB001230,C,1,25,14,0,0
JB001231,C,0,38,13,0,0
JB001232,C,1,46,11,1,1869
JB001233,C,0,34,11,1,1521
JB001234,C,0,49,12,1,2173
JB001235,C,0,47,11,0,0
JB001236,C,1,24,12,1,1382
JB001237,C,0,47,18,1,2993
JB001238,C,0,47,11,0,0
JB001239,C,0,26,10,1,1949
JB001240,C,0,46,18,1,3343
JB001241,C,0,41,17,0,0
JB001242,C,1,51,16,0,0
JB001243,C,0,48,12,1,2220
JB001244,C,1,31,15,1,1855
JB001245,C,0,35,17,1,2173
JB001246,C,1,42,17,0,0
JB001247,C,1,49,17,1,2727
JB001248,C,1,25,12,1,2289
JB001249,C,0,32,15,0,0
JB001250,C,0,28,12,1,1847
JB001251,C,1,34,9,0,0
JB001252,C,1,28,14,1,2456
JB001253,C,0,50,12,0,0
JB001254,C,1,28,13,0,0
JB001255,C,0,22,13,0,0
JB001256,C,0,40,10,0,0
JB001257,C,0,31,14,0,0
JB001258,C,0,52,14,0,0
JB001259,C,1,47,11,0,0
JB001260,C,1,20,15,1,1728
JB001261,C,1,55,10,0,0
JB001262,C,1,42,18,0,0
JB001263,C,0,23,12,1,1759
JB001264,C,1,27,15,0,0
JB001265,C,1,47,14,1,1976
JB001266,C,0,25,13,1,2429
JB001267,C,0,39,11,1,1958
JB001268,C,0,32,12,0,0
JB001269,C,1,20,16,0,0
JB001270,C,1,52,14,1,2735
JB001271,C,0,53,14,1,2689
JB001272,C,1,33,14,0,0
JB001273,C,0,22,10,1,1893
JB001274,C,1,23,14,1,2329
JB001275,C,1,21,18,0,0
JB001276,C,0,32,9,0,0
JB001277,C,1,49,15,1,3041
JB001278,C,1,36,17,1,2676
JB001279,C,0,49,16,0,0
JB001280,C,0,51,16,0,0
JB001281,C,0,19,17,1,2768
JB001282,C,0,25,16,1,2219
JB001283,C,1,53,16,1,2331
JB001284,C,0,28,15,1,2075
JB001285,C,0,47,17,1,2833
JB001286,C,0,38,18,1,2387
JB001287,C,1,37,16,0,0
JB001288,C,0,55,11,1,2684
JB001289,C,0,27,15,0,0
JB001290,C,0,36,15,1,2656
JB001291,C,1,45,12,1,1846
JB001292,C,0,29,18,1,2536
JB001293,C,0,32,17,1,2557
JB001294,C,0,48,16,1,2301
JB001295,C,0,30,17,1,2816
JB001296,C,0,48,9,1,1979
JB001297,C,0,53,15,1,2152
JB001298,C,1,54,14,0,0
JB001299,C,0,34,16,0,0
JB001300,C,0,40,15,1,2036
JB001301,C,1,49,18,0,0
JB001302,C,1,40,9,0,0
JB001303,C,1,28,15,0,0
JB001304,C,0,39,15,0,0
JB001305,C,1,24,18,1,2020
JB001306,C,0,38,14,1,1897
JB001307,C,1,46,15,1,2187
JB001308,C,0,37,10,0,0
JB001309,C,1,25,12,1,2056
JB001310,C,0,51,13,1,2392
JB001311,C,1,54,17,0,0
JB001312,C,1,44,16,1,2632
JB001313,C,1,55,12,0,0
JB001314,C,1,20,18,1,2055
JB001315,C,0,43,14,0,0
JB001316,C,0,33,10,1,1273
JB001317,C,1,22,12,1,1509
JB001318,C,0,28,10,0,0
JB001319,C,1,36,15,1,2034
JB001320,C,1,42,15,0,0
JB001321,C,1,31,13,1,2397
JB001322,C,0,29,17,1,2177
JB001323,C,1,48,10,1,1728
JB001324,C,0,49,11,1,2065
JB001325,C,0,42,16,0,0
JB001326,C,0,35,11,0,0
JB001327,C,0,54,14,1,2689
JB001328,C,1,48,9,0,0
JB001329,C,0,23,12,1,1699
JB001330,C,1,19,11,1,1887
JB001331,C,1,34,16,1,2008
JB001332,C,1,22,9,1,1066
JB001333,C,1,24,16,1,1953
JB001334,C,0,19,11,1,1237
JB001335,C,0,23,18,1,2903
JB001336,C,1,45,10,0,0
JB001337,C,0,31,11,0,0
JB001338,C,0,44,15,1,2051
JB001339,C,1,34,10,1,1273
JB001340,C,1,54,10,1,2061
JB001341,C,1,28,9,0,0
JB001342,C,1,52,16,0,0
JB001343,C,0,23,15,0,0
JB001344,C,1,38,10,1,1826
JB001345,C,0,54,16,1,2531
JB001346,C,0,23,9,1,1809
JB001347,C,0,30,11,1,1978
JB001348,C,1,42,16,1,3044
JB001349,C,1,50,14,0,0
JB001350,C,0,24,18,1,2110
JB001351,C,1,19,13,0,0
JB001352,C,0,46,17,1,3233
JB001353,C,1,55,13,0,0
JB001354,C,0,32,10,1,1236
JB001355,C,1,42,10,0,0
JB001356,C,0,54,16,0,0
JB001357,C,0,42,14,0,0
JB001358,C,0,50,18,0,0
JB001359,C,0,29,12,1,1417
JB001360,C,1,46,11,1,2104
JB001361,C,0,33,12,0,0
JB001362,C,0,48,13,1,2363
JB001363,C,1,28,14,1,2308
JB001364,C,0,22,13,1,1975
JB001365,C,1,21,14,1,1553
JB001366,C,1,49,11,1,2008
JB001367,C,1,40,17,1,2246
JB001368,C,1,55,10,1,1987
JB001369,C,1,23,13,0,0
JB001370,C,1,33,17,1,2388
JB001371,C,0,54,18,1,2930
JB001372,C,1,34,13,0,0
JB001373,C,0,24,17,0,0
JB001374,C,0,21,9,1,1650
JB001375,C,1,50,15,0,0
JB001376,C,0,43,13,1,2359
JB001377,C,0,47,15,0,0
JB001378,C,0,24,12,1,1677
JB001379,C,0,26,12,1,2136
JB001380,C,1,29,14,0,0
JB001381,C,0,36,13,0,0
JB001382,C,0,25,11,1,1534
JB001383,C,0,54,16,1,3221
JB001384,C,1,47,16,0,0
JB001385,C,1,23,10,0,0
JB001386,C,1,44,17,1,2265
JB001387,C,0,55,13,0,0
JB001388,C,0,50,16,0,0
JB001389,C,0,22,18,1,2336
JB001390,C,0,42,11,0,0
JB001391,C,0,40,12,0,0
JB001392,C,0,24,17,0,0
JB001393,C,0,53,13,1,2606
JB001394,C,1,49,18,0,0
JB001395,C,1,23,12,0,0
JB001396,C,0,40,14,1,2638
JB001397,C,0,48,12,1,2489
JB001398,C,0,21,9,0,0
JB001399,C,0,53,13,1,2155
JB001400,C,0,40,16,1,2255
JB001401,C,1,55,10,0,0
JB001402,C,0,22,11,1,1205
JB001403,C,1,47,13,1,1818
JB001404,C,1,37,9,0,0
JB001405,C,0,55,11,1,1825
JB001406,C,1,52,11,0,0
JB001407,C,0,50,13,0,0
JB001408,C,1,34,14,0,0
JB001409,C,1,44,9,1,2242
JB001410,C,0,37,18,0,0
JB001411,C,0,40,18,0,0
JB001412,C,0,27,16,1,2401
JB001413,C,0,54,10,1,2442
JB001414,C,0,29,17,0,0
JB001415,C,0,39,10,1,1984
JB001416,C,1,33,9,0,0
JB001417,C,1,43,18,0,0
JB001418,C,1,35,16,0,0
JB001419,C,0,39,13,1,2267
JB001420,C,1,52,13,1,2355
JB001421,C,1,20,18,1,2074
JB001422,C,1,22,13,0,0
JB001423,C,1,55,13,0,0
JB001424,C,0,48,11,1,2565
JB001425,C,0,44,11,1,1952
JB001426,C,1,46,10,0,0
JB001427,C,1,24,18,1,2094
JB001428,C,0,53,12,0,0
JB001429,C,0,47,10,0,0
JB001430,C,0,54,9,1,2366
JB001431,C,1,22,15,0,0
JB001432,C,1,28,14,1,2098
JB001433,C,1,23,11,0,0
JB001434,C,1,39,15,0,0
JB001435,C,0,29,10,1,2075
JB001436,C,1,25,15,1,2363
JB001437,C,1,23,14,1,2217
JB001438,C,0,36,12,1,2221
JB001439,C,1,38,12,0,0
JB001440,C,0,32,9,0,0
JB001441,C,0,47,18,1,3363
JB001442,C,0,47,11,1,1797
JB001443,C,0,38,17,1,2199
JB001444,C,0,31,14,1,2474
JB001445,C,1,30,18,0,0
JB001446,C,0,45,14,0,0
JB001447,C,1,27,14,1,2240
JB001448,C,0,49,9,1,1740
JB001449,C,0,41,18,1,3047
JB001450,C,1,29,14,1,1740
JB001451,C,1,20,13,0,0
JB001452,C,1,49,18,0,0
JB001453,C,1,31,9,0,0
JB001454,C,1,52,16,1,3134
JB001455,C,1,36,18,0,0
JB001456,C,1,47,15,0,0
JB001457,C,0,39,17,1,2644
JB001458,C,1,42,14,0,0
JB001459,C,0,48,9,1,2005
JB001460,C,0,19,11,1,1857
JB001461,C,1,30,10,1,1280
JB001462,C,1,48,14,1,2861
JB001463,C,0,33,12,0,0
JB001464,C,0,43,15,0,0
JB001465,C,1,51,15,1,2570
JB001466,C,1,44,13,1,2731
JB001467,C,1,42,10,0,0
JB001468,C,1,28,18,1,2234
JB001469,C,0,45,16,1,2663
JB001470,C,1,50,18,0,0
JB001471,C,0,34,14,0,0
JB001472,C,1,19,11,1,1968
JB001473,C,0,26,14,1,1835
JB001474,C,0,37,12,0,0
JB001475,C,0,54,14,0,0
JB001476,C,1,20,17,0,0
JB001477,C,0,35,13,1,1754
JB001478,C,0,43,16,0,0
JB001479,C,0,49,17,0,0
JB001480,C,0,19,17,1,2787
JB001481,C,1,44,15,1,2955
JB001482,C,0,19,16,1,1764
JB001483,C,1,46,13,0,0
JB001484,C,0,24,15,1,1974
JB001485,C,1,33,11,0,0
JB001486,C,0,44,13,0,0
JB001487,C,0,34,9,0,0
JB001488,C,0,42,15,1,2619
JB001489,C,1,25,11,0,0
JB001490,C,1,37,10,1,1980
JB001491,C,0,45,18,1,2959
JB001492,C,1,38,11,0,0
JB001493,C,1,26,15,0,0
JB001494,C,1,23,10,0,0
JB001495,C,0,35,15,0,0
JB001496,C,0,34,14,0,0
JB001497,C,0,27,11,0,0
JB001498,C,1,22,14,1,1541
JB001499,C,0,47,16,1,2291
JB001500,C,1,48,9,1,1909
JB001501,C,1,39,12,1,2029
JB001502,C,0,20,15,1,2360
JB001503,C,0,33,16,0,0
JB001504,C,1,40,14,1,1936
JB001505,C,1,30,18,1,2475
JB001506,C,1,23,11,0,0
JB001507,C,0,25,13,0,0
JB001508,C,0,19,18,1,2040
JB001509,C,1,33,16,1,1963
JB001510,C,0,54,15,1,2744
JB001511,C,1,46,13,1,2387
JB001512,C,1,50,15,0,0
JB001513,C,1,29,16,1,2117
JB001514,C,1,47,14,1,2070
JB001515,C,0,27,16,1,2646
JB001516,C,0,29,16,0,0
JB001517,C,0,36,13,0,0
JB001518,C,0,21,16,0,0
JB001519,C,0,44,16,0,0
JB001520,C,1,22,14,0,0
JB001521,C,0,53,18,1,2965
JB001522,C,0,36,9,0,0
JB001523,C,1,23,16,0,0
JB001524,C,0,38,14,1,2117
JB001525,C,1,20,11,0,0
JB001526,C,1,31,9,0,0
JB001527,C,0,25,13,0,0
JB001528,C,0,24,18,1,2905
JB001529,C,1,44,14,1,2162
JB001530,C,1,38,18,0,0
JB001531,C,1,36,14,0,0
JB001532,C,1,55,11,0,0
JB001533,C,0,46,13,0,0
JB001534,C,1,26,11,1,1834
JB001535,C,1,37,12,0,0
JB001536,C,1,22,13,1,2394
JB001537,C,0,40,13,0,0
JB001538,C,1,50,18,1,3153
JB001539,C,1,51,10,0,0
JB001540,C,0,46,16,0,0
JB001541,C,1,41,16,0,0
JB001542,C,0,26,9,0,0
JB001543,C,0,35,11,0,0
JB001544,C,0,32,13,1,1584
JB001545,C,0,48,14,1,2565
JB001546,C,0,30,13,0,0
JB001547,C,1,25,16,0,0
JB001548,C,1,51,11,0,0
JB001549,C,0,28,15,0,0
JB001550,C,1,41,18,0,0
JB001551,C,0,43,13,1,1878
JB001552,C,1,25,16,0,0
JB001553,C,1,20,11,1,2083
JB001554,C,0,36,10,1,1812
JB001555,C,0,54,14,0,0
JB001556,C,0,41,12,1,2266
JB001557,C,0,49,15,0,0
JB001558,C,1,46,14,0,0
JB001559,C,1,46,15,0,0
JB001560,C,1,52,12,0,0
JB001561,C,0,52,10,0,0
JB001562,C,0,47,16,0,0
JB001563,C,1,49,15,1,2757
JB001564,C,1,35,13,1,2497
JB001565,C,1,31,9,0,0
JB001566,C,0,33,12,1,2201
JB001567,C,1,52,14,1,2182
JB001568,C,0,55,14,0,0
JB001569,C,0,47,10,0,0
JB001570,C,0,44,10,1,1987
JB001571,C,0,23,15,0,0
JB001572,C,0,31,18,0,0
JB001573,C,1,26,9,1,1922
JB001574,C,0,36,14,0,0
JB001575,C,0,50,15,1,2660
JB001576,C,0,20,12,1,1991
JB001577,C,1,21,10,0,0
JB001578,C,0,50,12,0,0
JB001579,C,0,55,12,0,0
JB001580,C,1,38,14,1,2577
JB001581,C,0,37,14,0,0
JB001582,C,1,31,12,0,0
JB001583,C,0,20,16,1,2582
JB001584,C,1,30,14,0,0
JB001585,C,1,35,14,0,0
JB001586,C,0,28,11,1,1919
JB001587,C,0,24,16,0,0
JB001588,C,0,40,11,1,2095
JB001589,C,1,44,18,0,0
JB001590,C,0,22,16,0,0
JB001591,C,1,48,12,1,1950
JB001592,C,0,25,18,1,2030
JB001593,C,1,30,13,0,0
JB001594,C,1,52,10,0,0
JB001595,C,0,26,10,1,1378
JB001596,C,1,44,14,0,0
JB001597,C,0,26,9,1,1044
