applicant_id,site,female,age,education_years,employed_baseline,earnings_baseline
JT000799,B,1,48,9,0,0
JT000800,B,0,32,15,1,1980
JT000801,B,0,47,9,1,2140
JT000802,B,1,28,16,0,0
JT000803,B,1,51,12,1,1943
JT000804,B,0,50,16,0,0
JT000805,B,1,50,12,1,2301
JT000806,B,1,25,17,0,0
JT000807,B,1,50,17,1,2751
JT000808,B,1,45,15,1,1888
JT000809,B,1,41,18,1,2438
JT000810,B,0,22,11,0,0
JT000811,B,0,50,18,1,2643
JT000812,B,0,49,16,0,0
JT000813,B,1,48,13,1,2571
JT000814,B,1,53,18,0,0
JT000815,B,1,42,14,0,0
JT000816,B,1,34,18,0,0
JT000817,B,0,22,12,1,2139
JT000818,B,0,34,10,1,1493
JT000819,B,0,40,17,1,2167
JT000820,B,1,21,10,0,0
JT000821,B,0,22,15,0,0
JT000822,B,1,23,16,1,2608
JT000823,B,1,32,18,0,0
JT000824,B,0,52,14,1,2573
JT000825,B,0,26,14,1,1862
JT000826,B,0,41,18,0,0
JT000827,B,1,27,14,0,0
JT000828,B,0,29,10,1,2008
JT000829,B,1,54,14,0,0
JT000830,B,1,27,10,0,0
JT000831,B,0,38,12,0,0
JT000832,B,1,55,9,0,0
JT000833,B,0,20,10,1,1478
JT000834,B,0,52,11,1,2128
JT000835,B,1,31,12,0,0
JT000836,B,0,51,17,0,0
JT000837,B,0,27,9,0,0
JT000838,B,0,43,15,1,2189
JT000839,B,0,44,9,1,2104
JT000840,B,0,37,11,0,0
JT000841,B,0,34,9,0,0
JT000842,B,0,19,16,0,0
JT000843,B,1,42,17,1,2965
JT000844,B,0,45,12,1,1855
JT000845,B,1,41,9,1,1270
JT000846,B,1,41,12,1,1760
JT000847,B,0,36,12,1,2216
JT000848,B,0,54,11,0,0
JT000849,B,1,52,17,0,0
JT000850,B,0,21,13,0,0
JT000851,B,1,39,11,0,0
JT000852,B,1,26,18,1,2198
JT000853,B,1,24,18,0,0
JT000854,B,0,30,9,0,0
JT000855,B,1,46,18,1,3021
JT000856,B,0,25,14,1,2200
JT000857,B,0,35,11,1,1841
JT000858,B,1,34,17,1,2812
JT000859,B,0,21,10,1,1874
JT000860,B,0,54,17,1,2726
JT000861,B,1,37,9,1,1912
JT000862,B,1,44,14,1,2005
JT000863,B,1,24,10,0,0
JT000864,B,1,48,14,0,0
JT000865,B,0,31,17,0,0
JT000866,B,0,45,17,1,3051
JT000867,B,1,20,11,0,0
JT000868,B,1,49,11,0,0
JT000869,B,1,40,10,0,0
JT000870,B,1,31,17,0,0
JT000871,B,0,26,15,1,2157
JT000872,B,1,42,16,1,2177
JT000873,B,0,41,17,1,2189
JT000874,B,0,41,13,0,0
JT000875,B,1,41,15,0,0
JT000876,B,1,50,16,0,0
JT000877,B,1,38,18,0,0
JT000878,B,0,53,9,0,0
JT000879,B,0,29,10,0,0
JT000880,B,1,44,13,0,0
JT000881,B,1,42,10,0,0
JT000882,B,0,24,9,1,1565
JT000883,B,1,28,10,0,0
JT000884,B,1,50,15,0,0
JT000885,B,1,51,14,0,0
JT000886,B,1,20,12,1,1211
JT000887,B,1,31,16,0,0
JT000888,B,1,31,18,1,2745
JT000889,B,0,53,10,1,1519
JT000890,B,1,32,9,0,0
JT000891,B,1,30,16,0,0
JT000892,B,0,53,15,1,2988
JT000893,B,1,45,9,0,0
JT000894,B,1,25,15,0,0
JT000895,B,0,34,10,1,2124
JT000896,B,1,22,14,0,0
JT000897,B,0,33,14,0,0
JT000898,B,0,34,13,0,0
JT000899,B,0,39,11,0,0
JT000900,B,1,54,12,0,0
JT000901,B,1,43,13,1,2120
JT000902,B,0,53,15,0,0
JT000903,B,1,24,10,0,0
JT000904,B,0,22,11,0,0
JT000905,B,0,31,9,0,0
JT000906,B,1,51,17,0,0
JT000907,B,0,52,12,0,0
JT000908,B,1,46,15,1,2097
JT000909,B,0,45,16,1,2183
JT000910,B,1,54,18,0,0
JT000911,B,1,45,13,1,2436
JT000912,B,1,50,11,1,2248
JT000913,B,1,52,11,1,2481
JT000914,B,1,29,10,0,0
JT000915,B,0,48,12,0,0
JT000916,B,1,38,13,0,0
JT000917,B,1,43,10,1,1400
JT000918,B,0,29,14,1,2260
JT000919,B,1,42,9,0,0
JT000920,B,0,34,12,0,0
JT000921,B,0,35,16,1,2529
JT000922,B,1,22,16,1,1752
JT000923,B,1,42,13,0,0
JT000924,B,1,43,15,0,0
JT000925,B,1,36,18,1,2725
JT000926,B,0,43,17,1,2132
JT000927,B,0,49,18,1,2666
JT000928,B,0,32,17,1,2189
JT000929,B,1,51,15,1,2694
JT000930,B,1,45,12,1,2337
JT000931,B,1,40,16,1,2132
JT000932,B,0,40,12,0,0
JT000933,B,0,45,10,1,2025
JT000934,B,1,26,11,0,0
JT000935,B,1,36,18,0,0
JT000936,B,1,48,12,0,0
JT000937,B,1,28,14,1,2069
JT000938,B,0,26,10,1,1284
JT000939,B,0,30,15,1,1994
JT000940,B,1,34,18,1,2634
JT000941,B,0,52,9,0,0
JT000942,B,0,55,9,1,1914
JT000943,B,0,20,10,0,0
JT000944,B,0,29,15,0,0
JT000945,B,1,27,9,0,0
JT000946,B,0,38,17,0,0
JT000947,B,1,36,17,0,0
JT000948,B,0,35,15,0,0
JT000949,B,0,26,18,1,2734
JT000950,B,0,54,14,0,0
JT000951,B,1,20,16,1,1919
JT000952,B,1,20,10,1,994
JT000953,B,0,37,13,0,0
JT000954,B,0,26,15,0,0
JT000955,B,0,36,14,1,2179
JT000956,B,1,36,17,1,2703
JT000957,B,0,23,15,1,2246
JT000958,B,0,50,12,0,0
JT000959,B,0,51,12,1,2383
JT000960,B,1,35,9,1,1208
JT000961,B,0,52,16,0,0
JT000962,B,0,53,14,0,0
JT000963,B,1,47,10,1,2190
JT000964,B,0,51,12,1,2021
JT000965,B,0,29,9,0,0
JT000966,B,0,36,13,0,0
JT000967,B,0,47,15,1,2047
JT000968,B,0,26,13,0,0
JT000969,B,1,23,13,0,0
JT000970,B,0,49,9,0,0
JT000971,B,0,54,15,0,0
JT000972,B,1,26,16,1,2458
JT000973,B,0,35,13,0,0
JT000974,B,0,54,14,1,1910
JT000975,B,0,36,9,0,0
JT000976,B,0,42,12,1,1793
JT000977,B,0,32,12,1,1512
JT000978,B,0,39,17,1,2212
JT000979,B,0,24,18,1,2103
JT000980,B,0,33,9,1,1786
JT000981,B,0,46,11,1,1912
JT000982,B,1,37,12,0,0
JT000983,B,0,42,13,1,2150
JT000984,B,1,51,16,1,2897
JT000985,B,1,53,12,0,0
JT000986,B,1,42,10,0,0
JT000987,B,0,41,15,1,2304
JT000988,B,1,21,12,1,1743
JT000989,B,0,39,13,0,0
JT000990,B,0,21,14,0,0
JT000991,B,0,42,15,1,2223
JT000992,B,1,22,17,1,2035
JT000993,B,1,23,15,0,0
JT000994,B,1,26,13,1,1612
JT000995,B,0,30,14,0,0
JT000996,B,0,19,9,0,0
JT000997,B,1,35,17,1,2125
JT000998,B,0,20,11,0,0
JT000999,B,1,27,16,1,1874
JT001000,B,1,55,9,0,0
JT001001,B,0,41,16,0,0
JT001002,B,0,47,12,1,2424
JT001003,B,0,40,17,0,0
JT001004,B,0,48,16,0,0
JT001005,B,0,25,10,1,1164
JT001006,B,0,45,16,0,0
JT001007,B,0,22,15,1,1702
JT001008,B,0,55,11,0,0
JT001009,B,0,55,16,1,2267
JT001010,B,1,40,10,0,0
JT001011,B,0,50,16,1,2710
JT001012,B,1,50,13,1,1907
JT001013,B,0,46,15,0,0
JT001014,B,1,40,13,0,0
JT001015,B,1,46,11,0,0
JT001016,B,1,37,18,0,0
JT001017,B,0,44,12,0,0
JT001018,B,0,24,15,0,0
JT001019,B,1,32,10,1,1762
JT001020,B,1,47,16,1,2768
JT001021,B,1,40,17,0,0
JT001022,B,0,35,11,1,1506
JT001023,B,0,50,13,0,0
JT001024,B,1,28,9,1,1583
JT001025,B,1,30,18,1,2812
JT001026,B,0,49,17,0,0
JT001027,B,1,34,18,1,2942
JT001028,B,0,50,14,0,0
JT001029,B,0,38,12,1,1743
JT001030,B,0,19,9,1,1525
JT001031,B,1,51,11,0,0
JT001032,B,0,22,14,1,1447
JT001033,B,1,47,18,1,2983
JT001034,B,0,27,9,1,1532
JT001035,B,0,50,9,1,1464
JT001036,B,1,34,16,1,2198
JT001037,B,1,54,15,1,2563
JT001038,B,1,50,17,0,0
JT001039,B,0,54,11,0,0
JT001040,B,1,27,15,0,0
JT001041,B,0,24,14,0,0
JT001042,B,1,25,18,0,0
JT001043,B,0,41,10,0,0
JT001044,B,0,41,10,1,1442
JT001045,B,1,39,17,1,2717
JT001046,B,0,55,11,0,0
JT001047,B,0,53,17,0,0
JT001048,B,1,40,14,0,0
JT001049,B,1,33,10,0,0
JT001050,B,0,29,16,1,1793
JT001051,B,1,25,17,0,0
JT001052,B,0,46,12,0,0
JT001053,B,1,20,13,1,1754
JT001054,B,1,36,13,1,2250
JT001055,B,0,51,9,0,0
JT001056,B,1,48,15,1,1964
JT001057,B,0,40,13,1,2454
JT001058,B,0,47,16,0,0
JT001059,B,1,38,11,0,0
JT001060,B,0,50,11,0,0
JT001061,B,0,39,17,0,0
JT001062,B,0,50,18,1,2665
JT001063,B,1,40,17,0,0
JT001064,B,0,19,9,0,0
JT001065,B,0,22,11,1,1415
JT001066,B,0,34,10,0,0
JT001067,B,0,48,10,1,2229
JT001068,B,0,23,16,0,0
JT001069,B,0,51,15,0,0
JT001070,B,1,20,9,1,1180
JT001071,B,0,24,18,1,1905
JT001072,B,1,32,9,0,0
JT001073,B,0,50,15,1,2799
JT001074,B,1,41,17,1,3028
JT001075,B,0,33,15,1,2642
JT001076,B,1,34,14,0,0
JT001077,B,0,38,10,0,0
JT001078,B,1,28,17,1,2323
JT001079,B,1,51,9,0,0
JT001080,B,1,40,11,0,0
JT001081,B,0,31,13,0,0
JT001082,B,1,21,16,1,1671
JT001083,B,0,51,16,0,0
JT001084,B,1,26,13,0,0
JT001085,B,1,21,17,0,0
JT001086,B,0,39,17,0,0
JT001087,B,1,30,10,0,0
JT001088,B,0,32,11,0,0
JT001089,B,0,42,13,0,0
JT001090,B,1,44,16,1,1993
JT001091,B,0,29,9,0,0
JT001092,B,1,36,14,0,0
JT001093,B,1,41,14,0,0
JT001094,B,0,29,10,0,0
JT001095,B,0,48,16,0,0
JT001096,B,0,22,12,1,1715
JT001097,B,1,46,9,0,0
JT001098,B,0,24,9,1,1533
JT001099,B,1,42,16,1,2694
JT001100,B,1,47,15,1,1997
JT001101,B,0,46,10,1,1448
JT001102,B,1,23,12,1,1831
JT001103,B,0,35,9,0,0
JT001104,B,0,22,14,0,0
JT001105,B,1,24,17,1,1907
JT001106,B,0,28,13,1,1656
JT001107,B,1,26,9,0,0
JT001108,B,0,55,10,1,1601
JT001109,B,1,51,17,1,3094
JT001110,B,0,26,12,1,2105
JT001111,B,0,38,13,0,0
JT001112,B,0,19,12,0,0
JT001113,B,1,53,9,1,1524
JT001114,B,1,39,14,1,1796
JT001115,B,0,22,12,1,1381
JT001116,B,0,26,14,1,1928
JT001117,B,1,32,14,1,2498
JT001118,B,0,24,10,0,0
JT001119,B,0,51,16,1,2368
JT001120,B,1,21,18,1,2324
JT001121,B,0,30,12,1,1907
JT001122,B,0,28,10,1,1697
JT001123,B,1,31,12,0,0
JT001124,B,1,50,12,0,0
JT001125,B,0,36,15,1,2471
JT001126,B,0,39,17,1,2794
JT001127,B,1,28,14,1,1657
JT001128,B,1,25,13,1,1425
JT001129,B,0,33,13,0,0
JT001130,B,0,30,18,1,2388
JT001131,B,1,25,17,1,2327
JT001132,B,0,39,9,1,1837
JT001133,B,0,46,18,0,0
JT001134,B,0,21,13,1,2041
JT001135,B,1,29,16,0,0
JT001136,B,1,23,11,1,1504
JT001137,B,0,30,12,1,2162
JT001138,B,1,48,15,1,2104
JT001139,B,0,31,12,1,1894
JT001140,B,1,29,14,1,1749
JT001141,B,0,21,17,1,2353
JT001142,B,0,33,13,0,0
JT001143,B,0,21,12,1,1865
JT001144,B,1,32,11,1,1515
JT001145,B,1,24,11,1,1927
JT001146,B,0,23,13,1,1446
JT001147,B,1,52,10,1,1803
JT001148,B,0,29,11,0,0
JT001149,B,0,55,14,1,2399
JT001150,B,0,50,12,1,2410
JT001151,B,0,25,18,0,0
JT001152,B,0,48,17,0,0
JT001153,B,0,44,13,0,0
JT001154,B,1,40,17,0,0
JT001155,B,1,22,15,0,0
JT001156,B,0,24,16,0,0
JT001157,B,0,33,11,1,1827
JT001158,B,0,28,11,0,0
JT001159,B,0,46,13,1,1917
JT001160,B,0,49,18,1,2635
JT001161,B,0,31,11,0,0
JT001162,B,1,45,10,0,0
JT001163,B,0,38,15,1,2291
JT001164,B,0,47,10,1,2111
JT001165,B,1,40,10,0,0
JT001166,B,1,54,13,0,0
JT001167,B,1,42,11,0,0
JT001168,B,1,43,15,1,2839
JT001169,B,0,29,18,1,2372
JT001170,B,1,36,15,0,0
JT001171,B,1,36,12,0,0
JT001172,B,0,19,11,1,1379
JT001173,B,0,39,13,0,0
JT001174,B,1,26,10,0,0
JT001175,B,1,55,9,1,1636
JT001176,B,1,25,14,1,1544
JT001177,B,1,48,10,0,0
JT001178,B,0,19,17,1,1811
JT001179,B,1,25,14,1,1954
JT001180,B,0,30,16,1,2217
JT001181,B,0,42,12,0,0
JT001182,B,0,20,11,1,1483
JT001183,B,1,50,9,1,1659
JT001184,B,0,41,11,0,0
JT001185,B,1,33,17,1,1992
JT001186,B,1,22,13,0,0
JT001187,B,0,45,13,0,0
JT001188,B,1,31,17,1,2710
JT001189,B,1,45,16,0,0
JT001190,B,1,29,12,0,0
JT001191,B,1,30,14,1,2078
JT001192,B,1,19,11,0,0
JT001193,B,1,30,12,0,0
JT001194,B,1,28,15,1,2162
JT001195,B,1,47,11,0,0
JT001196,B,1,46,10,0,0
JT001197,B,1,46,17,1,2317
JT001198,B,0,28,15,1,2074
JT001199,B,0,25,14,1,1530
JT001200,B,1,20,18,1,2195
JT001201,C,0,41,13,1,2543
JT001202,C,1,24,11,0,0
JT001203,C,1,21,18,1,2025
JT001204,C,1,47,18,0,0
JT001205,C,0,45,13,1,1856
JT001206,C,1,48,9,0,0
JT001207,C,1,47,13,0,0
JT001208,C,0,45,16,0,0
JT001209,C,1,50,17,1,2888
JT001210,C,0,33,14,1,2332
JT001211,C,0,26,10,0,0
JT001212,C,0,27,14,0,0
JT001213,C,0,30,18,0,0
JT001214,C,0,29,13,1,1792
JT001215,C,1,45,17,1,3128
JT001216,C,0,49,17,1,2649
JT001217,C,0,49,14,0,0
JT001218,C,0,27,17,1,2526
JT001219,C,0,26,14,1,2126
JT001220,C,0,36,15,1,2007
JT001221,C,0,37,13,1,2338
JT001222,C,0,22,17,1,2727
JT001223,C,1,42,14,1,2059
JT001224,C,1,27,14,1,2344
JT001225,C,1,48,9,0,0
JT001226,C,1,37,12,1,2356
JT001227,C,1,20,17,1,2170
JT001228,C,0,21,17,1,1996
JT001229,C,1,46,13,1,2276
JT001230,C,1,43,14,1,2397
JT001231,C,1,39,9,0,0
JT001232,C,1,50,12,0,0
JT001233,C,1,42,15,0,0
JT001234,C,1,26,12,0,0
JT001235,C,0,43,16,0,0
JT001236,C,1,43,17,1,2968
JT001237,C,1,42,14,1,2098
JT001238,C,0,54,18,1,3480
JT001239,C,0,44,10,1,1554
JT001240,C,1,54,18,1,2515
JT001241,C,0,43,16,1,2827
JT001242,C,1,42,18,1,2368
JT001243,C,0,30,15,1,1882
JT001244,C,1,37,17,1,2585
JT001245,C,0,33,15,1,2740
JT001246,C,1,47,13,0,0
JT001247,C,0,46,17,1,2967
JT001248,C,0,32,13,0,0
JT001249,C,0,49,17,1,3136
JT001250,C,1,43,11,0,0
JT001251,C,1,53,9,1,1845
JT001252,C,0,30,14,1,2550
JT001253,C,1,27,18,0,0
JT001254,C,0,20,10,1,1302
JT001255,C,0,54,17,0,0
JT001256,C,0,20,13,0,0
JT001257,C,1,20,10,0,0
JT001258,C,1,54,14,0,0
JT001259,C,0,43,12,0,0
JT001260,C,0,28,13,1,1953
JT001261,C,1,32,16,0,0
JT001262,C,1,28,13,0,0
JT001263,C,0,45,9,0,0
JT001264,C,1,43,15,0,0
JT001265,C,0,27,14,1,2293
JT001266,C,1,35,17,1,2619
JT001267,C,1,51,10,0,0
JT001268,C,0,33,13,1,2096
JT001269,C,0,36,10,0,0
JT001270,C,0,51,12,1,2534
JT001271,C,0,29,18,1,2116
JT001272,C,0,45,17,1,2487
JT001273,C,0,33,18,1,2289
JT001274,C,1,26,13,1,2428
JT001275,C,1,36,16,0,0
JT001276,C,0,38,17,0,0
JT001277,C,0,33,12,0,0
JT001278,C,0,51,14,0,0
JT001279,C,0,34,15,1,1943
JT001280,C,0,47,9,0,0
JT001281,C,1,25,17,0,0
JT001282,C,1,27,12,0,0
JT001283,C,0,19,18,1,2816
JT001284,C,1,51,16,1,2654
JT001285,C,0,24,10,0,0
JT001286,C,1,27,18,0,0
JT001287,C,0,30,18,1,2943
JT001288,C,1,48,18,1,3243
JT001289,C,0,49,11,1,2327
JT001290,C,0,24,14,1,2416
JT001291,C,1,54,18,1,3443
JT001292,C,1,49,9,1,2100
JT001293,C,1,22,15,0,0
JT001294,C,0,25,15,1,1791
JT001295,C,0,19,12,0,0
JT001296,C,0,29,18,1,3067
JT001297,C,0,46,18,1,3245
JT001298,C,1,23,14,1,1840
JT001299,C,1,20,17,1,2730
JT001300,C,0,45,17,1,2477
JT001301,C,0,37,15,0,0
JT001302,C,0,55,11,0,0
JT001303,C,1,25,16,1,1967
JT001304,C,1,27,13,1,2197
JT001305,C,0,28,11,1,2080
JT001306,C,1,39,10,1,1679
JT001307,C,1,20,15,1,1881
JT001308,C,1,25,12,0,0
JT001309,C,0,54,9,1,1554
JT001310,C,0,29,15,1,2195
JT001311,C,0,45,17,0,0
JT001312,C,0,39,11,0,0
JT001313,C,1,43,9,1,1791
JT001314,C,0,23,14,1,1583
JT001315,C,1,36,13,1,2431
JT001316,C,1,45,13,1,2484
JT001317,C,1,32,13,1,1832
JT001318,C,1,47,15,0,0
JT001319,C,0,41,15,1,2225
JT001320,C,0,26,13,1,1631
JT001321,C,0,40,15,0,0
JT001322,C,0,36,9,1,1622
JT001323,C,1,32,14,0,0
JT001324,C,1,44,17,1,2539
JT001325,C,1,34,11,1,1784
JT001326,C,0,42,17,0,0
JT001327,C,1,36,11,1,2186
JT001328,C,1,26,18,0,0
JT001329,C,1,54,10,0,0
JT001330,C,0,52,13,0,0
JT001331,C,1,46,11,1,2496
JT001332,C,0,24,14,1,2445
JT001333,C,0,52,14,0,0
JT001334,C,1,51,15,1,2138
JT001335,C,1,54,12,0,0
JT001336,C,1,19,9,1,1585
JT001337,C,0,33,18,1,2642
JT001338,C,1,35,14,1,2035
JT001339,C,1,44,12,1,2569
JT001340,C,0,28,12,1,2228
JT001341,C,1,28,12,0,0
JT001342,C,0,21,13,0,0
JT001343,C,1,44,16,1,2285
JT001344,C,0,55,13,0,0
JT001345,C,0,55,10,0,0
JT001346,C,1,28,9,0,0
JT001347,C,1,22,16,0,0
JT001348,C,1,46,15,1,2569
JT001349,C,1,19,14,1,1484
JT001350,C,1,32,16,0,0
JT001351,C,0,27,12,0,0
JT001352,C,1,45,10,0,0
JT001353,C,1,32,10,1,1651
JT001354,C,0,39,11,1,1508
JT001355,C,1,36,18,1,2966
JT001356,C,0,45,16,0,0
JT001357,C,1,55,11,1,2209
JT001358,C,1,22,18,0,0
JT001359,C,1,19,15,1,1732
JT001360,C,0,38,13,0,0
JT001361,C,0,24,16,0,0
JT001362,C,1,46,11,1,1849
JT001363,C,1,44,13,0,0
JT001364,C,0,35,14,0,0
JT001365,C,1,43,12,0,0
JT001366,C,1,47,15,0,0
JT001367,C,0,50,11,1,1785
JT001368,C,1,49,13,0,0
JT001369,C,1,20,14,0,0
JT001370,C,0,43,14,1,2300
JT001371,C,1,46,17,1,2829
JT001372,C,0,46,9,1,1957
JT001373,C,1,32,13,0,0
JT001374,C,1,53,12,1,2237
JT001375,C,1,31,13,1,1570
JT001376,C,0,44,18,0,0
JT001377,C,1,28,16,1,2651
JT001378,C,1,43,17,0,0
JT001379,C,0,54,11,1,2599
JT001380,C,1,24,17,0,0
JT001381,C,1,41,17,1,2888
JT001382,C,1,39,14,1,2621
JT001383,C,1,46,9,1,2074
JT001384,C,1,35,17,1,2811
JT001385,C,0,25,10,0,0
JT001386,C,1,21,10,1,1138
JT001387,C,0,46,12,0,0
JT001388,C,0,33,13,1,1968
JT001389,C,1,44,18,1,3282
JT001390,C,1,42,15,1,2553
JT001391,C,0,53,13,1,2178
JT001392,C,0,29,14,1,2151
JT001393,C,1,46,18,0,0
JT001394,C,0,22,18,1,2201
JT001395,C,0,53,10,0,0
JT001396,C,1,45,13,0,0
JT001397,C,1,49,9,0,0
JT001398,C,1,26,16,0,0
JT001399,C,0,53,14,1,2709
JT001400,C,1,31,11,1,1873
JT001401,C,1,26,9,0,0
JT001402,C,1,35,12,0,0
JT001403,C,1,43,14,0,0
JT001404,C,1,23,15,1,2407
JT001405,C,0,29,15,1,1774
JT001406,C,0,55,17,1,2570
JT001407,C,1,48,18,1,3011
JT001408,C,1,33,11,1,2237
JT001409,C,0,45,12,1,1857
JT001410,C,1,39,14,1,2631
JT001411,C,1,55,15,0,0
JT001412,C,1,33,11,0,0
JT001413,C,1,21,13,1,2163
JT001414,C,0,19,15,1,2526
JT001415,C,1,23,9,0,0
JT001416,C,1,46,13,1,2465
JT001417,C,0,30,14,0,0
JT001418,C,0,49,12,0,0
JT001419,C,1,29,18,1,2884
JT001420,C,1,33,12,0,0
JT001421,C,0,48,14,1,2491
JT001422,C,1,32,13,0,0
JT001423,C,1,43,10,0,0
JT001424,C,1,28,11,1,1568
JT001425,C,0,35,14,1,2287
JT001426,C,0,21,12,0,0
JT001427,C,1,21,18,0,0
JT001428,C,0,44,18,0,0
JT001429,C,0,33,18,1,2923
JT001430,C,1,41,15,0,0
JT001431,C,1,44,14,1,2103
JT001432,C,1,40,10,1,2114
JT001433,C,1,36,9,1,1484
JT001434,C,0,26,10,0,0
JT001435,C,0,55,18,1,3321
JT001436,C,1,44,12,1,2186
JT001437,C,1,54,13,0,0
JT001438,C,0,38,11,1,2197
JT001439,C,0,42,14,1,2687
JT001440,C,0,19,17,0,0
JT001441,C,1,55,15,1,2248
JT001442,C,0,28,12,1,2347
JT001443,C,0,50,14,1,2754
JT001444,C,0,22,17,1,1957
JT001445,C,1,26,18,1,2899
JT001446,C,0,53,14,1,2998
JT001447,C,0,38,16,1,2079
JT001448,C,1,20,12,1,1692
JT001449,C,1,53,12,1,2618
JT001450,C,1,35,15,0,0
JT001451,C,1,25,10,1,2017
JT001452,C,1,34,18,0,0
JT001453,C,1,33,11,1,2127
JT001454,C,1,23,13,1,1915
JT001455,C,0,26,13,1,2255
JT001456,C,1,23,14,0,0
JT001457,C,0,52,15,1,2746
JT001458,C,0,19,13,0,0
JT001459,C,1,42,15,1,2828
JT001460,C,0,41,17,1,2988
JT001461,C,1,27,15,0,0
JT001462,C,1,46,9,1,2277
JT001463,C,1,26,12,1,2122
JT001464,C,0,46,9,0,0
JT001465,C,0,47,16,1,2249
JT001466,C,0,41,18,0,0
JT001467,C,1,29,15,1,2354
JT001468,C,1,24,17,0,0
JT001469,C,0,53,17,0,0
JT001470,C,1,43,16,1,2393
JT001471,C,0,43,14,0,0
JT001472,C,0,44,10,0,0
JT001473,C,1,32,13,0,0
JT001474,C,0,53,10,0,0
JT001475,C,1,46,17,0,0
JT001476,C,1,39,14,0,0
JT001477,C,0,52,11,0,0
JT001478,C,0,38,9,0,0
JT001479,C,1,27,18,0,0
JT001480,C,0,30,16,0,0
JT001481,C,1,54,13,1,2831
JT001482,C,1,47,14,0,0
JT001483,C,1,19,15,1,1913
JT001484,C,1,30,17,1,2025
JT001485,C,0,52,11,1,2414
JT001486,C,1,19,9,0,0
JT001487,C,1,48,14,0,0
JT001488,C,0,27,12,0,0
JT001489,C,1,49,13,1,2157
JT001490,C,0,36,16,1,2919
JT001491,C,0,20,17,1,2109
JT001492,C,1,20,17,1,2510
JT001493,C,0,43,9,0,0
JT001494,C,1,54,11,0,0
JT001495,C,0,27,15,0,0
JT001496,C,1,26,12,1,1884
JT001497,C,1,55,10,1,2388
JT001498,C,0,27,10,1,1942
JT001499,C,0,53,14,1,2958
JT001500,C,1,33,14,0,0
JT001501,C,0,27,18,1,2938
JT001502,C,1,49,16,1,2219
JT001503,C,0,23,18,1,2536
JT001504,C,1,52,12,1,1969
JT001505,C,1,29,17,0,0
JT001506,C,1,23,12,1,1409
JT001507,C,1,25,16,1,2109
JT001508,C,0,24,12,0,0
JT001509,C,1,32,14,1,2438
JT001510,C,0,32,18,1,2418
JT001511,C,1,54,16,0,0
JT001512,C,0,51,12,1,1993
JT001513,C,0,27,11,1,1906
JT001514,C,0,37,12,0,0
JT001515,C,0,35,12,1,1949
JT001516,C,0,41,9,0,0
JT001517,C,1,47,16,1,2208
JT001518,C,0,30,10,1,1348
JT001519,C,0,37,14,0,0
JT001520,C,1,43,18,0,0
JT001521,C,0,48,9,0,0
JT001522,C,1,38,9,0,0
JT001523,C,1,37,14,0,0
JT001524,C,1,41,14,1,1913
JT001525,C,1,36,18,1,2958
JT001526,C,0,52,10,1,1653
JT001527,C,0,19,16,0,0
JT001528,C,0,20,16,0,0
JT001529,C,0,40,15,0,0
JT001530,C,0,48,16,0,0
JT001531,C,1,47,18,1,3075
JT001532,C,0,54,15,0,0
JT001533,C,1,46,13,1,2657
JT001534,C,0,19,15,1,2376
JT001535,C,0,25,11,1,1256
JT001536,C,1,45,13,1,1932
JT001537,C,1,50,13,1,2814
JT001538,C,0,50,9,0,0
JT001539,C,0,31,9,1,1704
JT001540,C,1,41,10,0,0
JT001541,C,0,24,11,0,0
JT001542,C,1,42,13,1,2089
JT001543,C,1,26,9,1,1084
JT001544,C,1,33,17,1,2366
JT001545,C,1,39,9,0,0
JT001546,C,1,30,11,0,0
JT001547,C,0,30,13,1,2310
JT001548,C,1,31,12,0,0
JT001549,C,1,32,14,1,1716
JT001550,C,0,28,10,0,0
JT001551,C,0,43,16,0,0
JT001552,C,1,44,10,0,0
JT001553,C,1,50,10,1,1793
JT001554,C,1,44,10,1,1728
JT001555,C,0,22,9,0,0
JT001556,C,0,46,11,1,2498
JT001557,C,0,29,17,0,0
JT001558,C,1,20,17,1,2457
JT001559,C,1,21,13,0,0
JT001560,C,0,54,15,0,0
JT001561,C,1,22,9,1,1285
JT001562,C,0,35,11,0,0
JT001563,C,0,38,10,1,2223
JT001564,C,0,43,16,0,0
JT001565,C,0,30,18,1,2196
JT001566,C,0,45,10,0,0
JT001567,C,0,29,12,1,1887
JT001568,C,1,48,11,0,0
JT001569,C,1,26,10,1,1254
JT001570,C,1,40,17,1,2528
JT001571,C,1,26,18,1,2169
JT001572,C,0,38,17,1,2683
JT001573,C,1,44,15,1,2866
JT001574,C,1,40,16,0,0
JT001575,C,0,44,12,0,0
JT001576,C,0,51,13,1,2510
JT001577,C,1,42,13,0,0
JT001578,C,0,52,12,0,0
JT001579,C,1,42,9,0,0
JT001580,C,1,33,11,1,1866
JT001581,C,0,47,18,1,2851
JT001582,C,0,20,10,0,0
JT001583,C,1,36,9,0,0
JT001584,C,0,48,17,1,2685
JT001585,C,1,19,11,1,1146
JT001586,C,0,46,9,0,0
JT001587,C,0,42,13,0,0
JT001588,C,1,24,11,0,0
JT001589,C,1,51,15,1,2614
JT001590,C,0,36,18,1,2589
JT001591,C,0,31,12,0,0
JT001592,C,0,27,11,1,1871
JT001593,C,0,52,12,1,2676
JT001594,C,1,39,12,0,0
JT001595,C,0,23,15,0,0
