applicant_id,employed_6m,earnings_6m
JT001445,0,0
JT001446,0,0
JT001447,0,0
JT001448,1,2257
JT001449,0,0
JT001450,1,3196
JT001451,0,0
JT001452,1,2837
JT001453,1,1949
JT001454,1,2141
JT001455,1,2618
JT001456,1,2235
JT001457,0,0
JT001458,1,2591
JT001459,1,3124
JT001460,1,3725
JT001461,1,2957
JT001462,0,0
JT001463,1,2399
JT001464,0,0
JT001465,1,3597
JT001466,0,0
JT001467,1,2756
JT001468,0,0
JT001469,1,3597
JT001470,1,3780
JT001471,0,0
JT001472,1,2066
JT001473,1,3175
JT001474,0,0
JT001475,1,3864
JT001476,1,3096
JT001477,1,2734
JT001478,1,2529
JT001479,0,0
JT001480,1,3070
JT001481,1,3259
JT001482,0,0
JT001483,1,2596
JT001484,1,3675
JT001485,1,2216
JT001486,0,0
JT001487,1,3602
JT001488,1,2044
JT001489,1,2857
JT001490,1,3638
JT001491,0,0
JT001492,0,0
JT001493,0,0
JT001494,0,0
JT001495,1,2225
JT001496,1,2230
JT001497,1,2576
JT001498,0,0
JT001499,0,0
JT001500,1,3276
JT001501,0,0
JT001502,1,3056
JT001503,1,2615
JT001504,1,3225
JT001505,1,3016
JT001506,1,2544
JT001507,0,0
JT001508,0,0
JT001509,1,2050
JT001510,0,0
JT001511,1,3281
JT001512,1,2556
JT001513,0,0
JT001514,1,2365
JT001515,1,2182
JT001516,1,2643
JT001517,1,3497
JT001518,1,2222
JT001519,1,2831
JT001520,0,0
JT001521,1,2327
JT001522,0,0
JT001523,1,2148
JT001524,0,0
JT001525,0,0
JT001526,1,2725
JT001527,0,0
JT001528,0,0
JT001529,0,0
JT001530,1,3538
JT001531,0,0
JT001532,1,3082
JT001533,1,2232
JT001534,1,2328
JT001535,1,1834
JT001536,1,2924
JT001537,1,2754
JT001538,0,0
JT001539,0,0
JT001540,0,0
JT001541,0,0
JT001542,1,2704
JT001543,0,0
JT001544,1,3408
JT001545,1,2581
JT001546,1,1964
JT001547,1,2152
JT001548,1,2791
JT001549,1,2878
JT001550,1,2553
JT001551,0,0
JT001552,0,0
JT001553,1,2272
JT001554,0,0
JT001555,1,1459
JT001556,1,3076
JT001557,1,2831
JT001558,0,0
JT001559,0,0
JT001560,1,3135
JT001561,1,1396
JT001562,1,1934
JT001563,1,1705
JT001564,1,3197
JT001565,1,3397
JT001566,0,0
JT001567,1,2931
JT001568,1,2717
JT001569,0,0
JT001570,1,2982
JT001571,1,2681
JT001572,1,3000
JT001573,1,3217
JT001574,1,3102
JT001575,1,2875
JT001576,1,3337
JT001577,1,2844
JT001578,0,0
JT001579,1,2749
JT001580,1,2015
JT001581,1,3180
JT001582,1,1746
JT001583,1,2271
JT001584,1,2996
JT001585,1,2426
JT001586,1,2900
JT001587,0,0
JT001588,1,1830
JT001589,1,3675
JT001590,0,0
JT001591,0,0
JT001592,1,1956
JT001593,0,0
JT001594,1,2679
JT001595,1,3023
JT001596,1,3186
JT001597,0,0
JT001598,0,0
JT001599,0,0
JT001600,1,3136
JT001601,1,2128
JT001602,1,3729
JT001603,0,0
JT001604,1,3021
JT001605,1,2202
JT001606,1,2789
JT001607,0,0
JT001608,1,2691
JT001609,1,2888
JT001610,1,2159
JT001611,0,0
JT001612,1,1753
JT001613,1,1984
JT001614,0,0
JT001615,0,0
JT001616,1,3012
JT001617,1,2451
JT001618,1,3031
JT001619,0,0
JT001620,1,3314
JT001621,1,1490
JT001622,1,3301
JT001623,0,0
JT001624,0,0
JT001625,1,3528
JT001626,1,2189
JT001627,1,2309
JT001628,0,0
JT001629,1,2155
JT001630,1,1876
JT001631,0,0
JT001632,1,3312
JT001633,1,2157
JT001634,1,4087
JT001635,1,3701
JT001636,1,2624
JT001637,0,0
JT001638,1,2533
JT001639,0,0
JT001640,0,0
JT001641,1,3102
JT001642,0,0
JT001643,0,0
JT001644,1,3192
JT001645,1,2648
JT001646,1,2755
JT001647,1,3189
JT001648,0,0
JT001649,0,0
JT001650,1,3866
JT001651,0,0
JT001652,1,2888
JT001653,1,2710
JT001654,1,3204
JT001655,1,2843
JT001656,0,0
JT001657,1,3268
JT001658,0,0
JT001659,1,2322
JT001660,0,0
JT001661,1,1952
JT001662,1,2550
JT001663,1,2746
JT001664,1,3238
JT001665,0,0
JT001666,1,3005
JT001667,0,0
JT001668,1,2429
JT001669,0,0
JT001670,0,0
JT001671,1,3302
JT001672,1,2248
JT001673,1,1947
JT001674,0,0
JT001675,1,2074
JT001676,0,0
JT001677,1,2181
JT001678,1,2557
JT001679,1,1941
JT001680,0,0
JT001681,0,0
JT001682,1,3396
JT001683,1,2471
JT001684,1,3606
JT001685,0,0
JT001686,1,2000
JT001687,1,1813
JT001688,1,2608
JT001689,1,2901
JT001690,1,2991
JT001691,1,2273
JT001692,1,2645
JT001693,1,2384
JT001694,1,2849
JT001695,1,2859
JT001696,1,1537
JT001697,1,1993
JT001698,1,2961
JT001699,0,0
JT001700,1,2021
JT001701,1,2357
JT001702,1,2526
JT001703,0,0
JT001704,1,2165
JT001705,0,0
JT001706,1,2862
JT001707,1,2551
JT001708,1,2626
JT001709,1,3155
JT001710,0,0
JT001711,1,2447
JT001712,0,0
JT001713,1,1611
JT001714,1,3163
JT001715,1,3573
JT001716,1,2476
JT001717,1,2209
JT001718,1,3166
JT001719,1,2176
JT001720,0,0
JT001721,1,3170
JT001722,1,2064
JT001723,1,2612
JT001724,0,0
JT001725,0,0
JT001726,0,0
JT001727,0,0
JT001728,1,2753
JT001729,1,2813
JT001730,1,3035
JT001731,1,3093
JT001732,1,3268
JT001733,1,2607
JT001734,1,3162
JT001735,0,0
JT001736,1,1855
JT001737,1,1586
JT001738,1,3005
JT001739,1,2719
JT001740,0,0
JT001741,0,0
JT001742,1,2157
JT001743,1,3249
JT001744,1,2303
JT001745,1,2993
JT001746,1,3535
JT001747,1,2044
JT001748,1,3052
JT001749,1,2821
JT001750,1,2789
JT001751,1,2961
JT001752,0,0
JT001753,1,3140
JT001754,1,3012
JT001755,1,3448
JT001756,1,3511
JT001757,1,2781
JT001758,1,1388
JT001759,1,2667
JT001760,1,3320
JT001761,0,0
JT001762,1,3103
JT001763,1,3805
JT001764,1,3346
JT001765,1,3070
JT001766,1,3123
JT001767,1,2501
JT001768,0,0
JT001769,1,2638
JT001770,1,2055
JT001771,1,3165
JT001772,1,2738
JT001773,1,3071
JT001774,1,3087
JT001775,1,2069
JT001776,1,3435
JT001777,0,0
JT001778,0,0
JT001779,1,2166
JT001780,1,2166
JT001781,0,0
JT001782,1,3430
JT001783,1,2480
JT001784,1,2909
JT001785,0,0
JT001786,0,0
JT001787,1,4032
JT001788,1,2859
JT001789,1,3211
JT001790,0,0
JT001791,1,3473
JT001792,0,0
JT001793,0,0
JT001794,0,0
JT001795,1,2561
JT001796,1,3646
JT001797,1,2024
JT001798,0,0
JT001799,0,0
JT001800,0,0
JT001801,1,3279
JT001802,0,0
JT001803,0,0
JT001804,1,3051
JT001805,0,0
JT001806,1,2918
JT001807,1,2968
JT001808,1,2459
JT001809,1,1633
JT001810,1,2960
JT001811,0,0
JT001812,1,2442
JT001813,1,3353
JT001814,1,2902
JT001815,1,2503
JT001816,1,3184
JT001817,0,0
JT001818,0,0
JT001819,1,3549
JT001820,1,2263
JT001821,1,2937
JT001822,0,0
JT001823,1,2319
JT001824,0,0
JT001825,1,3029
JT001826,0,0
JT001827,0,0
JT001828,0,0
JT001829,0,0
JT001830,1,2898
JT001831,1,2339
JT001832,1,2932
JT001833,1,2054
JT001834,0,0
JT001835,0,0
JT001836,1,1783
JT001837,1,3024
JT001838,1,3052
JT001839,0,0
JT001840,1,2482
JT001841,0,0
JT001842,1,2476
JT001843,1,2900
JT001844,1,2605
JT001845,1,3920
JT001846,1,2157
JT001847,1,2693
JT001848,1,3782
JT001849,0,0
JT001850,1,2048
JT001851,0,0
JT001852,1,1993
JT001853,1,3312
JT001854,1,3627
JT001855,1,3540
JT001856,1,3098
JT001857,1,2702
JT001858,0,0
JT001859,1,2840
JT001860,0,0
JT001861,1,2010
JT001862,1,2242
JT001863,1,2632
JT001864,1,2555
JT001865,1,3287
JT001866,1,3271
JT001867,1,2962
JT001868,1,2504
JT001869,1,3282
JT001870,1,3303
JT001871,1,2669
JT001872,0,0
JT001873,0,0
JT001874,0,0
JT001875,1,3091
JT001876,1,3047
JT001877,1,3878
JT001878,0,0
JT001879,0,0
JT001880,1,3705
JT001881,1,2194
JT001882,0,0
JT001883,1,1956
JT001884,1,3203
JT001885,1,3008
JT001886,1,2628
JT001887,1,1496
JT001888,1,3139
JT001889,1,3301
JT001890,1,2559
JT001891,0,0
JT001892,0,0
JT001893,1,2576
JT001894,0,0
JT001895,0,0
JT001896,1,2317
JT001897,0,0
JT001898,0,0
JT001899,0,0
JT001900,1,2525
JT001901,1,2520
JT001902,1,3301
JT001903,1,2287
JT001904,0,0
JT001905,0,0
JT001906,0,0
JT001907,0,0
JT001908,0,0
JT001909,1,2251
JT001910,1,1600
JT001911,1,1959
JT001912,1,2728
JT001913,0,0
JT001914,0,0
JT001915,0,0
JT001916,1,2982
JT001917,1,3133
JT001918,1,3590
JT001919,1,2244
JT001920,1,3897
JT001921,1,3119
JT001922,1,2195
JT001923,1,3600
JT001924,0,0
JT001925,0,0
JT001926,1,2928
JT001927,1,2646
JT001928,0,0
JT001929,1,2609
JT001930,1,3563
JT001931,1,3674
JT001932,1,2655
JT001933,0,0
JT001934,0,0
JT001935,0,0
JT001936,1,3163
JT001937,1,2945
JT001938,1,2960
JT001939,1,2791
JT001940,0,0
JT001941,1,2498
JT001942,1,3729
JT001943,1,2128
JT001944,1,2144
JT001945,1,2847
JT001946,0,0
JT001947,1,2778
JT001948,1,2992
JT001949,1,2049
JT001950,1,1983
JT001951,1,2666
JT001952,1,2730
JT001953,0,0
JT001954,1,3318
JT001955,0,0
JT001956,1,3430
JT001957,1,3080
JT001958,1,3074
JT001959,1,2173
JT001960,0,0
JT001961,1,4013
JT001962,1,2967
JT001963,0,0
JT001964,1,1602
JT001965,1,1903
JT001966,1,2763
JT001967,0,0
JT001968,1,3087
JT001969,0,0
JT001970,1,2367
JT001971,1,2733
JT001972,1,2612
JT001973,1,2808
JT001974,1,3522
JT001975,0,0
JT001976,1,2300
JT001977,0,0
JT001978,0,0
JT001979,1,2675
JT001980,0,0
JT001981,1,3078
JT001982,1,2889
JT001983,1,2782
JT001984,1,3153
JT001985,1,2527
JT001986,1,2293
JT001987,1,3776
JT001988,1,3497
JT001989,1,2081
JT001990,1,3057
JT001991,0,0
JT001992,1,1554
JT001993,1,2390
JT001994,1,3605
JT001995,1,2623
JT001996,1,1746
JT001997,1,3619
JT001998,1,3536
JT001999,1,1684
JT002000,1,3034
JT002001,1,2246
JT002002,1,1918
JT002003,1,1953
JT002004,0,0
JT002005,1,2269
JT002006,1,2800
JT002007,0,0
JT002008,0,0
JT002009,0,0
JT002010,1,2988
JT002011,0,0
JT002012,1,2707
JT002013,1,3016
JT002014,1,2789
JT002015,1,3570
JT002016,1,2937
JT002017,1,1755
JT002018,0,0
JT002019,1,3106
JT002020,1,3297
JT002021,1,2487
JT002022,1,2561
JT002023,0,0
JT002024,1,2362
JT002025,1,2798
JT002026,1,2454
JT002027,1,3726
JT002028,1,3092
JT002029,1,2980
JT002030,0,0
JT002031,1,3178
JT002032,1,3430
JT002033,1,2459
JT002034,1,3462
JT002035,0,0
JT002036,1,2481
JT002037,1,3336
JT002038,0,0
JT002039,0,0
JT002040,1,2547
JT002041,1,2457
JT002042,1,3858
JT002043,0,0
JT002044,1,3096
JT002045,1,2691
JT002046,1,3477
JT002047,1,3149
JT002048,1,3348
JT002049,1,2473
JT002050,1,1784
JT002051,0,0
JT002052,1,2498
JT002053,1,3391
JT002054,0,0
JT002055,1,2765
JT002056,0,0
JT002057,1,2712
JT002058,1,2001
JT002059,1,3309
JT002060,1,2723
JT002061,1,3341
JT002062,1,3663
JT002063,0,0
JT002064,0,0
JT002065,1,3349
JT002066,0,0
JT002067,0,0
JT002068,1,2666
JT002069,1,2647
JT002070,0,0
JT002071,1,2539
JT002072,1,3228
JT002073,1,3422
JT002074,0,0
JT002075,0,0
JT002076,1,3004
JT002077,0,0
JT002078,1,2956
JT002079,1,2546
JT002080,0,0
JT002081,1,2300
JT002082,0,0
JT002083,1,2759
JT002084,1,3374
JT002085,1,1869
JT002086,1,2451
JT002087,1,2917
JT002088,0,0
JT002089,1,3829
JT002090,0,0
JT002091,1,3163
JT002092,0,0
JT002093,1,3211
JT002094,1,2747
JT002095,0,0
JT002096,1,1865
JT002097,0,0
JT002098,1,2152
JT002099,0,0
JT002100,1,3063
JT002101,1,2519
JT002102,1,2762
JT002103,1,2458
JT002104,0,0
JT002105,1,3391
JT002106,0,0
JT002107,0,0
JT002108,1,2692
JT002109,1,3193
JT002110,0,0
JT002111,1,2646
JT002112,1,2478
JT002113,0,0
JT002114,0,0
JT002115,0,0
JT002116,1,3261
JT002117,0,0
JT002118,1,3195
JT002119,0,0
JT002120,1,2549
JT002121,1,2879
JT002122,1,2162
JT002123,1,2493
JT002124,0,0
JT002125,1,3076
JT002126,0,0
JT002127,0,0
JT002128,1,2777
JT002129,0,0
JT002130,1,1748
JT002131,1,3120
JT002132,0,0
JT002133,1,2539
JT002134,0,0
JT002135,0,0
JT002136,0,0
JT002137,0,0
JT002138,1,3188
JT002139,1,3061
JT002140,1,3099
JT002141,1,2453
JT002142,1,3528
JT002143,1,2983
JT002144,0,0
JT002145,1,3405
JT002146,1,2963
JT002147,0,0
JT002148,1,2795
JT002149,0,0
JT002150,1,3176
JT002151,1,3666
JT002152,0,0
JT002153,1,2382
JT002154,1,3007
JT002155,1,3442
JT002156,1,3538
JT002157,0,0
JT002158,0,0
JT002159,1,2695
JT002160,1,2128
JT002161,0,0
JT002162,1,2705
JT002163,1,3477
JT002164,1,2914
JT002165,0,0
JT002166,0,0
JT002167,0,0
JT002168,0,0
JT002169,1,3727
JT002170,0,0
JT002171,1,2880
JT002172,1,2306
JT002173,1,2400
JT002174,1,2790
JT002175,1,3198
JT002176,1,3628
JT002177,1,2185
JT002178,1,2458
JT002179,1,2957
JT002180,1,2494
JT002181,1,1950
JT002182,1,2676
JT002183,1,2669
JT002184,1,3045
JT002185,1,1905
JT002186,1,2836
JT002187,1,1906
JT002188,1,3846
JT002189,0,0
JT002190,0,0
JT002191,1,3398
JT002192,0,0
JT002193,0,0
JT002194,1,3331
JT002195,1,2829
JT002196,0,0
JT002197,0,0
JT002198,0,0
JT002199,1,3699
JT002200,1,3120
JT002201,0,0
JT002202,0,0
JT002203,0,0
JT002204,1,2672
JT002205,1,3191
JT002206,1,3537
JT002207,1,2987
JT002208,1,2228
JT002209,1,3046
JT002210,0,0
JT002211,1,3221
JT002212,1,1897
JT002213,1,3530
JT002214,1,3381
JT002215,0,0
JT002216,1,2530
JT002217,1,2446
JT002218,0,0
JT002219,1,3665
JT002220,0,0
JT002221,1,3704
JT002222,0,0
JT002223,1,3845
JT002224,1,2615
JT002225,1,2009
JT002226,0,0
JT002227,0,0
JT002228,0,0
JT002229,0,0
JT002230,1,2898
JT002231,1,3542
JT002232,1,2651
JT002233,1,2721
JT002234,1,2692
JT002235,1,2487
JT002236,1,2052
JT002237,0,0
JT002238,0,0
JT002239,1,2510
JT002240,1,3464
JT002241,1,2779
JT002242,0,0
JT002243,1,2547
JT002244,1,2866
JT002245,1,3212
JT002246,1,3537
JT002247,1,3076
JT002248,0,0
JT002249,1,2930
JT002250,1,2602
JT002251,1,2764
JT002252,0,0
JT002253,1,2642
JT002254,0,0
JT002255,1,2395
JT002256,1,1855
JT002257,1,3210
JT002258,1,2633
JT002259,0,0
JT002260,1,2832
JT002261,1,1901
JT002262,1,4025
JT002263,1,2447
JT002264,0,0
JT002265,1,2438
JT002266,1,3253
JT002267,0,0
JT002268,0,0
JT002269,0,0
JT002270,1,3493
JT002271,0,0
JT002272,0,0
JT002273,0,0
JT002274,1,3309
JT002275,0,0
JT002276,0,0
JT002277,1,2495
JT002278,0,0
JT002279,1,4104
JT002280,0,0
JT002281,0,0
JT002282,1,2826
JT002283,1,2352
JT002284,0,0
JT002285,1,3098
JT002286,0,0
JT002287,1,3883
JT002288,1,3252
JT002289,0,0
JT002290,0,0
JT002291,1,2272
JT002292,1,2848
JT002293,1,1720
JT002294,1,1903
JT002295,0,0
JT002296,1,2992
JT002297,1,3232
JT002298,1,2099
JT002299,0,0
JT002300,1,2990
JT002301,1,3304
JT002302,1,2227
JT002303,0,0
JT002304,1,2293
JT002305,1,2826
JT002306,0,0
JT002307,1,3556
JT002308,1,3594
JT002309,1,2718
JT002310,1,2147
JT002311,1,3538
JT002312,1,2452
JT002313,0,0
JT002314,1,2407
JT002315,1,2026
JT002316,0,0
JT002317,1,1978
JT002318,1,2809
JT002319,0,0
JT002320,0,0
JT002321,0,0
JT002322,0,0
JT002323,0,0
JT002324,1,2129
JT002325,0,0
JT002326,1,3065
JT002327,0,0
JT002328,0,0
JT002329,1,3044
JT002330,0,0
JT002331,1,3235
JT002332,1,2954
JT002333,0,0
JT002334,0,0
JT002335,1,3750
JT002336,1,2759
JT002337,0,0
JT002338,0,0
JT002339,1,2551
JT002340,1,3392
JT002341,1,3130
JT002342,1,2936
JT002343,1,2594
JT002344,1,3718
JT002345,1,2311
JT002346,1,3725
JT002347,0,0
JT002348,1,3605
JT002349,1,3471
JT002350,0,0
JT002351,1,1839
JT002352,0,0
JT002353,1,2516
JT002354,0,0
JT002355,1,3546
JT002356,1,2885
JT002357,0,0
JT002358,0,0
JT002359,1,2924
JT002360,0,0
JT002361,0,0
JT002362,1,2849
JT002363,1,2683
JT002364,0,0
JT002365,0,0
JT002366,0,0
JT002367,1,2891
JT002368,1,1837
JT002369,1,2991
JT002370,1,1680
JT002371,1,3029
JT002372,1,2886
JT002373,1,2816
JT002374,1,2120
JT002375,1,2270
JT002376,1,2963
JT002377,1,2154
JT002378,0,0
JT002379,0,0
JT002380,1,2156
JT002381,1,2409
JT002382,1,2935
JT002383,1,2174
JT002384,1,2602
JT002385,1,1907
JT002386,1,3115
JT002387,0,0
JT002388,1,3782
JT002389,0,0
JT002390,1,2476
JT002391,0,0
JT002392,0,0
JT002393,1,2344
JT002394,1,1944
JT002395,1,1988
JT002396,1,2410
JT002397,1,2737
JT002398,1,2808
JT002399,1,2373
JT002400,0,0
JT002401,1,3071
JT002402,0,0
JT002403,1,4336
JT002404,1,2548
JT002405,1,3343
JT002406,1,3133
JT002407,1,1987
JT002408,0,0
JT002409,1,2839
JT002410,0,0
JT002411,1,2641
JT002412,1,2725
JT002413,1,2961
JT002414,1,3569
JT002415,1,2624
JT002416,1,3298
JT002417,1,3551
JT002418,1,2339
JT002419,1,2978
JT002420,0,0
JT002421,1,3858
JT002422,1,2655
JT002423,1,2947
JT002424,0,0
JT002425,0,0
JT002426,1,3318
JT002427,1,1944
JT002428,1,2077
JT002429,1,2136
JT002430,0,0
JT002431,1,2334
JT002432,1,2038
JT002433,1,2079
JT002434,1,2905
JT002435,1,3701
JT002436,1,3537
JT002437,1,3494
JT002438,0,0
JT002439,1,2569
JT002440,0,0
JT002441,1,2534
JT002442,1,2670
JT002443,0,0
JT002444,1,2559
JT002445,1,2567
JT002446,1,3124
JT002447,1,2106
JT002448,1,3334
JT002449,1,2593
JT002450,1,3475
JT002451,1,3197
JT002452,1,3199
JT002453,0,0
JT002454,0,0
JT002455,0,0
JT002456,1,2761
JT002457,0,0
JT002458,1,2106
JT002459,1,2732
JT002460,1,2592
JT002461,1,3557
JT002462,0,0
JT002463,1,3201
JT002464,0,0
JT002465,0,0
JT002466,1,2207
JT002467,1,3091
JT002468,1,2405
JT002469,0,0
JT002470,1,2850
JT002471,0,0
JT002472,1,3154
JT002473,0,0
JT002474,1,3645
JT002475,1,3033
JT002476,1,4080
JT002477,0,0
JT002478,0,0
JT002479,1,2936
JT002480,1,1865
JT002481,1,2537
JT002482,1,2608
JT002483,1,3467
JT002484,1,2335
JT002485,1,2802
JT002486,1,3256
JT002487,0,0
JT002488,1,3310
JT002489,1,3297
JT002490,1,3664
JT002491,0,0
JT002492,1,2785
JT002493,1,2352
JT002494,1,2538
JT002495,0,0
JT002496,0,0
JT002497,0,0
JT002498,1,2766
JT002499,1,3141
JT002500,1,3579
JT002501,1,2736
JT002502,1,3453
JT002503,1,3526
JT002504,1,3933
JT002505,1,2926
JT002506,0,0
JT002507,1,1844
JT002508,1,3787
JT002509,0,0
JT002510,0,0
JT002511,1,2468
JT002512,1,3089
JT002513,0,0
JT002514,0,0
JT002515,1,3029
JT002516,0,0
JT002517,1,2886
JT002518,0,0
JT002519,1,2573
JT002520,1,4042
JT002521,1,3192
JT002522,1,2315
JT002523,0,0
JT002524,1,2261
JT002525,1,3298
JT002526,1,2862
JT002527,0,0
JT002528,0,0
JT002529,1,2449
JT002530,1,2576
JT002531,1,3467
JT002532,1,2282
JT002533,1,3250
JT002534,0,0
JT002535,0,0
JT002536,1,3138
JT002537,0,0
JT002538,1,2525
JT002539,1,2716
JT002540,1,1859
JT002541,1,2711
JT002542,1,3174
JT002543,1,3230
JT002544,1,3129
JT002545,0,0
JT002546,0,0
JT002547,1,2045
JT002548,1,2265
JT002549,1,1931
JT002550,1,3196
JT002551,1,2403
JT002552,1,2353
JT002553,1,2335
JT002554,0,0
JT002555,1,3106
JT002556,1,4347
JT002557,0,0
JT002558,1,3519
JT002559,1,3117
JT002560,1,2222
JT002561,0,0
JT002562,0,0
JT002563,1,2735
JT002564,0,0
JT002565,1,2380
JT002566,1,2812
JT002567,1,2234
JT002568,1,4078
JT002569,1,2809
JT002570,1,2211
JT002571,1,3342
JT002572,1,2814
JT002573,1,2658
JT002574,1,2226
JT002575,0,0
JT002576,1,3280
JT002577,1,2814
JT002578,1,2572
JT002579,0,0
JT002580,1,3369
JT002581,0,0
JT002582,1,2819
JT002583,0,0
JT002584,0,0
JT002585,0,0
JT002586,1,2061
JT002587,1,3322
JT002588,0,0
JT002589,1,3960
JT002590,1,2811
JT002591,1,2585
JT002592,0,0
JT002593,0,0
JT002594,1,3066
JT002595,0,0
JT002596,1,2340
JT002597,1,3040
JT002598,1,3701
JT002599,1,2848
JT002600,1,3047
JT002601,1,2461
JT002602,1,3136
JT002603,1,3749
JT002604,1,1996
JT002605,1,2852
JT002606,1,3228
JT002607,0,0
JT002608,0,0
JT002609,1,3911
JT002610,1,2800
JT002611,0,0
JT002612,1,2772
JT002613,1,3218
JT002614,0,0
JT002615,1,2326
JT002616,1,2431
JT002617,1,2302
JT002618,0,0
JT002619,1,4012
JT002620,0,0
JT002621,1,2906
JT002622,0,0
JT002623,1,2626
JT002624,1,2461
JT002625,1,3648
JT002626,1,3186
JT002627,0,0
JT002628,1,3374
JT002629,1,1795
JT002630,0,0
JT002631,1,2809
JT002632,0,0
JT002633,1,3231
JT002634,1,3651
JT002635,0,0
JT002636,1,3053
JT002637,0,0
JT002638,1,2881
JT002639,1,3178
JT002640,1,3115
JT002641,1,3748
JT002642,1,3506
JT002643,0,0
JT002644,0,0
JT002645,1,2510
JT002646,1,2592
JT002647,1,3288
JT002648,1,2363
JT002649,0,0
JT002650,1,3366
JT002651,0,0
JT002652,0,0
JT002653,1,2724
JT002654,1,2537
JT002655,0,0
JT002656,1,3117
JT002657,1,2812
JT002658,0,0
JT002659,0,0
JT002660,0,0
JT002661,0,0
JT002662,1,2964
JT002663,1,2682
JT002664,1,3595
JT002665,1,3111
JT002666,0,0
JT002667,1,3245
JT002668,1,2450
JT002669,0,0
JT002670,1,2980
JT002671,1,2127
JT002672,1,2970
JT002673,1,2366
JT002674,0,0
JT002675,0,0
JT002676,0,0
JT002677,0,0
JT002678,0,0
JT002679,1,2591
JT002680,1,2079
JT002681,0,0
JT002682,1,3195
JT002683,1,2129
JT002684,1,2989
JT002685,0,0
JT002686,0,0
JT002687,1,3543
JT002688,1,3450
JT002689,1,2341
JT002690,1,2264
JT002691,0,0
JT002692,0,0
JT002693,1,2047
JT002694,0,0
JT002695,0,0
JT002696,0,0
JT002697,0,0
JT002698,1,2267
JT002699,1,2900
JT002700,1,3055
JT002701,1,2329
JT002702,1,3633
JT002703,1,2631
JT002704,1,3048
JT002705,1,2961
JT002706,0,0
JT002707,1,4063
JT002708,1,2757
JT002709,0,0
JT002710,1,3028
JT002711,0,0
JT002712,1,3853
JT002713,1,2719
JT002714,1,2003
JT002715,0,0
JT002716,0,0
JT002717,1,3524
JT002718,1,2581
JT002719,0,0
JT002720,1,3662
JT002721,1,4274
JT002722,1,2919
JT002723,0,0
JT002724,1,2208
JT002725,1,3400
JT002726,1,2640
JT002727,0,0
JT002728,1,3284
JT002729,1,2377
JT002730,1,2742
JT002731,0,0
JT002732,0,0
JT002733,1,3000
JT002734,1,2479
JT002735,1,2638
JT002736,1,3148
JT002737,0,0
JT002738,1,2539
JT002739,1,2026
JT002740,0,0
JT002741,0,0
JT002742,0,0
JT002743,0,0
JT002744,1,2525
JT002745,1,3353
JT002746,0,0
JT002747,1,3077
JT002748,1,2961
JT002749,0,0
JT002750,1,3312
JT002751,1,3956
JT002752,1,2076
JT002753,1,3935
JT002754,1,2930
JT002755,1,3210
JT002756,1,1978
JT002757,0,0
JT002758,1,3905
JT002759,0,0
JT002760,1,2540
JT002761,0,0
JT002762,0,0
JT002763,1,2735
JT002764,1,2635
JT002765,1,3872
JT002766,1,1678
JT002767,0,0
JT002768,0,0
JT002769,0,0
JT002770,1,4000
JT002771,1,2180
JT002772,0,0
JT002773,1,3430
JT002774,0,0
JT002775,1,2921
JT002776,1,2936
JT002777,1,3531
JT002778,0,0
JT002779,0,0
JT002780,0,0
JT002781,1,2333
JT002782,0,0
JT002783,0,0
JT002784,0,0
JT002785,0,0
JT002786,0,0
JT002787,1,3540
JT002788,0,0
JT002789,1,3852
JT002790,1,2966
JT002791,0,0
JT002792,1,3658
JT002793,1,3110
JT002794,0,0
JT002795,1,2405
JT002796,1,2871
JT002797,1,3816
JT002798,1,2290
JT002799,1,3093
JT002800,0,0
JT002801,0,0
JT002802,1,3953
JT002803,0,0
JT002804,1,1820
JT002805,0,0
JT002806,1,2324
JT002807,0,0
JT002808,0,0
JT002809,0,0
JT002810,1,2582
JT002811,1,2861
JT002812,1,3341
JT002813,1,2812
JT002814,1,2879
JT002815,1,3147
JT002816,1,2347
JT002817,1,2843
JT002818,1,3489
JT002819,0,0
JT002820,1,2340
JT002821,0,0
JT002822,0,0
JT002823,0,0
JT002824,0,0
JT002825,1,3461
JT002826,1,2071
JT002827,0,0
JT002828,1,1727
JT002829,1,3267
JT002830,1,2861
JT002831,1,3212
JT002832,0,0
JT002833,1,2475
JT002834,1,3459
JT002835,1,3111
JT002836,0,0
JT002837,0,0
JT002838,0,0
JT002839,0,0
JT002840,1,2821
JT002841,1,3244
JT002842,1,3231
JT002843,1,2744
JT002844,1,3357
JT002845,1,3023
JT002846,0,0
JT002847,0,0
JT002848,1,2830
JT002849,1,2559
JT002850,0,0
JT002851,1,2041
JT002852,0,0
JT002853,0,0
JT002854,0,0
JT002855,1,3188
JT002856,0,0
JT002857,1,3081
JT002858,1,2161
JT002859,0,0
JT002860,0,0
JT002861,1,3607
JT002862,1,2689
JT002863,1,3541
JT002864,1,2758
JT002865,1,2733
JT002866,1,3010
JT002867,1,2379
JT002868,0,0
JT002869,1,3564
JT002870,0,0
JT002871,0,0
JT002872,1,2734
JT002873,1,2848
JT002874,0,0
JT002875,1,2958
JT002876,1,2931
JT002877,1,3221
JT002878,0,0
JT002879,1,2754
JT002880,1,2647
JT002881,1,2954
JT002882,0,0
JT002883,1,3192
JT002884,1,3491
JT002885,1,2738
JT002886,1,3572
JT002887,1,2727
JT002888,0,0
JT002889,0,0
JT002890,1,3185
