applicant_id,site,female,age,education_years,employed_baseline,earnings_baseline,offered_training,employed_6m,earnings_6m,session_date,session_number,session_type,training_center,hours_attended,program_participant
JB000686,B,0,44,16,0,0,0,0,0,,,,,,0
JB000687,B,1,25,12,0,0,1,1,2456,2026-03-03,1,Orientation,East Center,4,1
JB000688,B,0,27,12,0,0,1,1,1975,2026-03-17,1,Orientation,East Center,4,1
JB000688,B,0,27,12,0,0,1,1,1975,2026-04-21,2,Skills workshop,East Center,6,1
JB000689,B,1,28,12,1,1600,0,1,1866,,,,,,0
JB000690,B,0,41,16,0,0,0,0,0,,,,,,0
JB000691,B,1,48,9,0,0,1,1,2686,,,,,,0
JB000692,B,1,49,18,1,2369,1,1,3415,2026-03-20,1,Orientation,East Center,4,1
JB000693,B,0,50,16,1,2997,0,1,3106,,,,,,0
JB000694,B,1,29,11,0,0,0,0,0,,,,,,0
JB000695,B,0,43,17,1,2830,1,1,2760,2026-03-19,1,Orientation,East Center,4,1
JB000696,B,1,44,14,0,0,0,1,2469,,,,,,0
JB000697,B,1,50,12,1,1868,1,0,0,2026-03-05,1,Orientation,East Center,4,1
JB000698,B,0,29,17,1,2446,1,1,2650,2026-03-18,1,Orientation,East Center,4,1
JB000699,B,0,29,17,0,0,0,1,2780,,,,,,0
JB000700,B,1,50,15,0,0,1,1,3424,2026-03-09,1,Orientation,East Center,4,1
JB000701,B,0,27,12,1,1997,0,1,1932,,,,,,0
JB000702,B,0,26,11,1,2099,0,1,2409,,,,,,0
JB000703,B,0,27,10,1,1992,1,1,2490,,,,,,0
JB000704,B,0,55,15,0,0,1,1,3234,2026-03-18,1,Orientation,East Center,4,1
JB000705,B,0,24,15,1,2241,0,0,0,,,,,,0
JB000706,B,0,51,9,0,0,1,1,2225,2026-03-08,1,Orientation,East Center,4,1
JB000707,B,0,31,18,0,0,0,0,0,,,,,,0
JB000708,B,0,39,14,1,2600,0,1,2233,,,,,,0
JB000709,B,1,33,17,0,0,1,0,0,2026-03-10,1,Orientation,East Center,4,1
JB000710,B,0,19,10,0,0,0,1,2028,,,,,,0
JB000711,B,0,43,18,1,2478,0,1,2682,2026-03-24,1,Orientation,East Center,4,1
JB000712,B,0,33,17,1,2386,0,1,2867,,,,,,0
JB000713,B,1,29,13,0,0,0,0,0,,,,,,0
JB000714,B,0,55,16,1,2929,1,1,2998,2026-03-23,1,Orientation,East Center,4,1
JB000714,B,0,55,16,1,2929,1,1,2998,2026-04-12,2,Skills workshop,East Center,6,1
JB000715,B,0,35,14,0,0,0,1,1969,,,,,,0
JB000716,B,1,27,15,1,1984,1,1,2247,2026-03-13,1,Orientation,East Center,4,1
JB000717,B,0,44,17,1,2859,1,0,0,2026-03-26,1,Orientation,East Center,4,1
JB000717,B,0,44,17,1,2859,1,0,0,2026-04-11,2,Skills workshop,East Center,6,1
JB000718,B,1,49,16,0,0,1,1,3154,,,,,,0
JB000719,B,0,51,9,1,2070,0,1,1863,,,,,,0
JB000720,B,1,19,18,0,0,0,0,0,,,,,,0
JB000721,B,0,31,9,0,0,1,0,0,2026-03-06,1,Orientation,East Center,4,1
JB000722,B,0,41,10,1,1284,0,1,2496,,,,,,0
JB000723,B,1,41,10,1,1776,1,1,2816,2026-03-03,1,Orientation,East Center,4,1
JB000724,B,1,40,12,0,0,1,1,2139,2026-03-18,1,Orientation,East Center,4,1
JB000725,B,0,29,16,0,0,0,0,0,,,,,,0
JB000726,B,1,39,14,1,2382,0,0,0,,,,,,0
JB000727,B,1,32,13,0,0,0,1,2612,,,,,,0
JB000728,B,1,49,16,1,2326,0,1,3471,,,,,,0
JB000729,B,0,33,9,0,0,1,1,1582,2026-03-03,1,Orientation,East Center,4,1
JB000730,B,0,47,15,1,2857,1,1,2896,2026-03-03,1,Orientation,East Center,4,1
JB000731,B,1,42,9,1,1406,1,1,1825,2026-03-12,1,Orientation,East Center,4,1
JB000732,B,1,19,12,1,1120,1,1,2379,2026-03-18,1,Orientation,East Center,4,1
JB000733,B,0,29,10,1,1074,1,1,1758,,,,,,0
JB000734,B,0,27,13,0,0,0,1,2644,,,,,,0
JB000735,B,1,27,10,0,0,0,0,0,,,,,,0
JB000736,B,0,27,9,1,1721,1,1,2249,,,,,,0
JB000737,B,1,33,16,0,0,0,1,2670,,,,,,0
JB000738,B,0,31,17,1,2711,1,1,3521,2026-03-04,1,Orientation,East Center,4,1
JB000738,B,0,31,17,1,2711,1,1,3521,2026-04-15,2,Skills workshop,East Center,6,1
JB000739,B,1,43,10,1,1623,0,1,1734,,,,,,0
JB000740,B,1,36,18,1,2150,1,1,3611,,,,,,0
JB000741,B,1,48,9,1,1530,0,1,2423,,,,,,0
JB000742,B,0,36,12,0,0,1,1,2851,2026-03-08,1,Orientation,East Center,4,1
JB000743,B,0,31,17,0,0,0,1,2909,,,,,,0
JB000744,B,0,50,13,0,0,1,1,3193,2026-03-20,1,Orientation,East Center,4,1
JB000744,B,0,50,13,0,0,1,1,3193,2026-04-25,2,Skills workshop,East Center,6,1
JB000745,B,1,40,18,1,2898,0,0,0,,,,,,0
JB000746,B,0,44,16,0,0,1,1,2976,2026-03-18,1,Orientation,East Center,4,1
JB000746,B,0,44,16,0,0,1,1,2976,2026-04-25,2,Skills workshop,East Center,6,1
JB000747,B,0,37,9,0,0,0,0,0,,,,,,0
JB000748,B,1,46,11,0,0,1,1,2462,2026-03-25,1,Orientation,East Center,4,1
JB000749,B,0,28,13,0,0,1,1,3042,,,,,,0
JB000750,B,1,39,11,1,2160,0,0,0,2026-03-14,1,Orientation,East Center,4,1
JB000751,B,1,42,17,1,2634,1,1,3771,2026-03-21,1,Orientation,East Center,4,1
JB000752,B,0,53,12,0,0,0,0,0,,,,,,0
JB000753,B,0,22,16,0,0,0,1,2989,,,,,,0
JB000754,B,0,29,15,1,2223,1,1,2549,2026-03-23,1,Orientation,East Center,4,1
JB000755,B,1,34,13,1,1547,0,0,0,,,,,,0
JB000756,B,1,54,9,1,1387,0,1,2230,,,,,,0
JB000757,B,0,22,9,0,0,1,0,0,2026-03-12,1,Orientation,East Center,4,1
JB000758,B,0,30,9,0,0,0,1,1855,,,,,,0
JB000759,B,1,51,17,1,3147,0,1,2978,,,,,,0
JB000760,B,0,51,18,1,2550,1,1,3550,2026-03-13,1,Orientation,East Center,4,1
JB000760,B,0,51,18,1,2550,1,1,3550,2026-04-14,2,Skills workshop,East Center,6,1
JB000761,B,0,42,10,0,0,1,1,2886,2026-03-18,1,Orientation,East Center,4,1
JB000762,B,1,30,14,1,1702,1,0,0,2026-03-14,1,Orientation,East Center,4,1
JB000763,B,1,20,16,0,0,0,0,0,,,,,,0
JB000764,B,0,42,11,0,0,1,1,2329,2026-03-16,1,Orientation,East Center,4,1
JB000764,B,0,42,11,0,0,1,1,2329,2026-04-12,2,Skills workshop,East Center,6,1
JB000765,B,1,40,14,0,0,0,0,0,,,,,,0
JB000766,B,0,36,10,0,0,1,0,0,2026-03-14,1,Orientation,East Center,4,1
JB000767,B,0,30,15,0,0,0,1,2247,,,,,,0
JB000768,B,1,38,15,0,0,1,1,2368,2026-03-07,1,Orientation,East Center,4,1
JB000769,B,0,32,12,0,0,1,1,2624,2026-03-03,1,Orientation,East Center,4,1
JB000770,B,1,46,14,1,1949,1,0,0,2026-03-10,1,Orientation,East Center,4,1
JB000770,B,1,46,14,1,1949,1,0,0,2026-04-11,2,Skills workshop,East Center,6,1
JB000771,B,1,32,18,0,0,1,1,3142,2026-03-12,1,Orientation,East Center,4,1
JB000772,B,0,40,15,1,2332,1,1,3511,2026-03-26,1,Orientation,East Center,4,1
JB000773,B,1,55,13,1,2418,1,1,2666,2026-03-11,1,Orientation,East Center,4,1
JB000774,B,0,21,12,1,1271,1,0,0,2026-03-14,1,Orientation,East Center,4,1
JB000775,B,1,44,11,0,0,0,1,2409,,,,,,0
JB000776,B,0,20,17,1,2214,0,1,2892,,,,,,0
JB000777,B,0,34,10,1,1592,1,1,2304,2026-03-21,1,Orientation,East Center,4,1
JB000778,B,1,25,9,0,0,0,0,0,,,,,,0
JB000779,B,0,35,11,1,1283,0,1,1783,,,,,,0
JB000780,B,1,41,16,0,0,1,0,0,2026-03-22,1,Orientation,East Center,4,1
JB000780,B,1,41,16,0,0,1,0,0,2026-04-12,2,Skills workshop,East Center,6,1
JB000781,B,1,53,14,0,0,0,0,0,,,,,,0
JB000782,B,1,37,16,0,0,1,1,2654,2026-03-09,1,Orientation,East Center,4,1
JB000783,B,0,52,17,0,0,0,1,2864,,,,,,0
JB000784,B,1,45,16,0,0,1,1,3750,2026-03-03,1,Orientation,East Center,4,1
JB000785,B,0,47,14,0,0,0,1,2592,,,,,,0
JB000786,B,1,40,18,0,0,0,0,0,,,,,,0
JB000787,B,0,51,16,0,0,1,0,0,2026-03-12,1,Orientation,East Center,4,1
JB000788,B,1,48,12,0,0,1,1,3159,2026-03-12,1,Orientation,East Center,4,1
JB000789,B,1,33,11,0,0,1,0,0,2026-03-06,1,Orientation,East Center,4,1
JB000790,B,0,44,10,0,0,0,0,0,,,,,,0
JB000791,B,1,38,12,0,0,0,1,2748,2026-03-10,1,Orientation,East Center,4,1
JB000792,B,0,51,10,1,2230,0,0,0,,,,,,0
JB000793,B,0,46,14,1,2377,0,1,2499,,,,,,0
JB000794,B,0,31,18,1,2595,1,1,3745,2026-03-15,1,Orientation,East Center,4,1
JB000795,B,1,40,14,0,0,1,1,2925,2026-03-13,1,Orientation,East Center,4,1
JB000796,B,1,43,12,0,0,1,0,0,,,,,,0
JB000797,B,1,31,12,0,0,0,0,0,,,,,,0
JB000798,B,1,35,13,0,0,1,0,0,2026-03-15,1,Orientation,East Center,4,1
JB000799,B,0,24,12,1,1735,1,0,0,2026-03-22,1,Orientation,East Center,4,1
JB000799,B,0,24,12,1,1735,1,0,0,2026-04-24,2,Skills workshop,East Center,6,1
JB000800,B,0,55,14,1,2136,1,1,3324,2026-03-15,1,Orientation,East Center,4,1
JB000801,B,0,32,10,0,0,0,1,1552,,,,,,0
JB000802,B,0,29,16,0,0,1,1,2886,2026-03-22,1,Orientation,East Center,4,1
JB000802,B,0,29,16,0,0,1,1,2886,2026-04-11,2,Skills workshop,East Center,6,1
JB000803,B,0,32,13,0,0,0,1,2760,,,,,,0
JB000804,B,1,30,12,1,2231,0,1,2577,2026-03-22,1,Orientation,East Center,4,1
JB000805,B,1,41,18,0,0,0,1,3319,,,,,,0
JB000806,B,0,39,14,1,2500,0,0,0,,,,,,0
JB000807,B,1,35,13,1,1873,1,1,2045,2026-03-13,1,Orientation,East Center,4,1
JB000807,B,1,35,13,1,1873,1,1,2045,2026-04-12,2,Skills workshop,East Center,6,1
JB000807,B,1,35,13,1,1873,1,1,2045,2026-05-07,3,Job placement,East Center,6,1
JB000808,B,0,21,18,0,0,1,1,3235,2026-03-06,1,Orientation,East Center,4,1
JB000809,B,0,41,16,1,2567,0,0,0,,,,,,0
JB000810,B,1,24,14,0,0,0,1,2000,,,,,,0
JB000811,B,1,52,17,0,0,1,0,0,,,,,,0
JB000812,B,1,24,9,1,1741,1,1,1630,2026-03-13,1,Orientation,East Center,4,1
JB000813,B,1,53,10,0,0,1,1,2275,2026-03-06,1,Orientation,East Center,4,1
JB000814,B,1,55,13,0,0,1,0,0,2026-03-25,1,Orientation,East Center,4,1
JB000815,B,0,50,16,0,0,0,0,0,,,,,,0
JB000816,B,0,25,9,0,0,0,1,1471,,,,,,0
JB000817,B,1,55,10,0,0,1,1,3067,2026-03-10,1,Orientation,East Center,4,1
JB000817,B,1,55,10,0,0,1,1,3067,2026-04-15,2,Skills workshop,East Center,6,1
JB000817,B,1,55,10,0,0,1,1,3067,2026-05-16,3,Job placement,East Center,6,1
JB000818,B,0,37,13,0,0,0,0,0,,,,,,0
JB000819,B,0,47,13,1,1728,1,1,2316,2026-03-16,1,Orientation,East Center,4,1
JB000820,B,0,52,16,0,0,0,1,2736,,,,,,0
JB000821,B,1,23,17,0,0,0,1,2360,,,,,,0
JB000822,B,0,32,9,0,0,1,1,1949,2026-03-08,1,Orientation,East Center,4,1
JB000823,B,1,40,14,1,2478,1,0,0,2026-03-08,1,Orientation,East Center,4,1
JB000823,B,1,40,14,1,2478,1,0,0,2026-04-11,2,Skills workshop,East Center,6,1
JB000824,B,1,50,9,0,0,1,0,0,2026-03-12,1,Orientation,East Center,4,1
JB000824,B,1,50,9,0,0,1,0,0,2026-04-16,2,Skills workshop,East Center,6,1
JB000825,B,0,28,16,0,0,0,1,2223,,,,,,0
JB000826,B,0,38,18,0,0,0,1,2956,,,,,,0
JB000827,B,0,37,15,0,0,0,1,2255,,,,,,0
JB000828,B,1,50,15,0,0,0,1,3557,,,,,,0
JB000829,B,0,28,12,0,0,0,1,2073,,,,,,0
JB000830,B,0,22,17,1,2561,0,0,0,,,,,,0
JB000831,B,1,38,12,1,1688,1,0,0,2026-03-21,1,Orientation,East Center,4,1
JB000832,B,0,21,12,0,0,0,1,2383,,,,,,0
JB000833,B,1,30,16,0,0,1,1,3405,2026-03-14,1,Orientation,East Center,4,1
JB000834,B,1,33,15,1,2052,1,0,0,2026-03-16,1,Orientation,East Center,4,1
JB000835,B,1,19,16,1,1940,1,0,0,2026-03-08,1,Orientation,East Center,4,1
JB000835,B,1,19,16,1,1940,1,0,0,2026-04-11,2,Skills workshop,East Center,6,1
JB000836,B,0,22,10,1,1200,0,1,2371,,,,,,0
JB000837,B,1,36,17,0,0,0,1,3007,,,,,,0
JB000838,B,1,52,17,1,2480,1,1,3890,2026-03-12,1,Orientation,East Center,4,1
JB000839,B,1,34,15,0,0,0,0,0,,,,,,0
JB000840,B,0,26,18,0,0,1,1,3439,2026-03-26,1,Orientation,East Center,4,1
JB000841,B,0,40,17,1,2514,0,1,3132,,,,,,0
JB000842,B,0,47,15,0,0,1,0,0,2026-03-14,1,Orientation,East Center,4,1
JB000843,B,0,21,13,0,0,1,1,2491,,,,,,0
JB000844,B,0,52,14,1,2516,0,0,0,,,,,,0
JB000845,B,0,41,15,0,0,0,0,0,,,,,,0
JB000846,B,1,52,15,1,2703,0,0,0,,,,,,0
JB000847,B,0,54,17,1,2711,1,1,3685,2026-03-06,1,Orientation,East Center,4,1
JB000848,B,0,39,17,1,2341,1,1,3687,2026-03-23,1,Orientation,East Center,4,1
JB000849,B,0,36,17,0,0,0,0,0,,,,,,0
JB000850,B,0,19,14,0,0,0,0,0,,,,,,0
JB000851,B,1,43,14,1,2363,0,0,0,,,,,,0
JB000852,B,0,41,10,0,0,1,0,0,2026-03-20,1,Orientation,East Center,4,1
JB000853,B,0,46,17,1,2563,0,0,0,,,,,,0
JB000854,B,0,25,11,0,0,0,1,1658,,,,,,0
JB000855,B,1,38,9,1,1952,1,1,2560,2026-03-16,1,Orientation,East Center,4,1
JB000856,B,1,38,18,0,0,1,1,3067,2026-03-09,1,Orientation,East Center,4,1
JB000857,B,1,22,16,1,2059,0,0,0,,,,,,0
JB000858,B,0,24,9,0,0,0,1,2085,,,,,,0
JB000859,B,0,53,16,1,2792,0,1,3209,,,,,,0
JB000860,B,0,23,14,0,0,0,1,2473,,,,,,0
JB000861,B,0,52,17,1,3210,0,0,0,,,,,,0
JB000862,B,0,35,17,0,0,0,0,0,,,,,,0
JB000863,B,0,44,16,1,2541,0,1,2893,,,,,,0
JB000864,B,0,40,13,0,0,1,1,3264,2026-03-26,1,Orientation,East Center,4,1
JB000864,B,0,40,13,0,0,1,1,3264,2026-04-07,2,Skills workshop,East Center,6,1
JB000864,B,0,40,13,0,0,1,1,3264,2026-05-15,3,Job placement,East Center,6,1
JB000865,B,0,23,18,1,2321,1,0,0,2026-03-09,1,Orientation,East Center,4,1
JB000866,B,1,21,18,1,2147,0,1,2872,,,,,,0
JB000867,B,0,19,11,0,0,0,1,1941,,,,,,0
JB000868,B,1,29,15,0,0,1,1,2423,,,,,,0
JB000869,B,1,29,15,1,1915,1,1,2358,2026-03-06,1,Orientation,East Center,4,1
JB000870,B,1,33,11,0,0,0,1,2164,,,,,,0
JB000871,B,1,33,14,1,2007,0,0,0,,,,,,0
JB000872,B,1,30,9,0,0,1,0,0,2026-03-09,1,Orientation,East Center,4,1
JB000873,B,1,33,15,1,1693,1,1,2741,2026-03-26,1,Orientation,East Center,4,1
JB000874,B,0,36,14,1,1865,0,1,2273,,,,,,0
JB000875,B,0,41,15,1,2441,0,1,3180,,,,,,0
JB000876,B,0,42,16,0,0,1,1,3639,2026-03-23,1,Orientation,East Center,4,1
JB000877,B,0,49,10,1,1398,0,1,2069,,,,,,0
JB000878,B,0,32,15,0,0,1,1,3220,2026-03-04,1,Orientation,East Center,4,1
JB000879,B,1,46,12,0,0,1,1,2994,2026-03-13,1,Orientation,East Center,4,1
JB000880,B,1,28,12,0,0,0,0,0,,,,,,0
JB000881,B,1,52,14,1,2340,1,1,2757,2026-03-11,1,Orientation,East Center,4,1
JB000882,B,0,28,11,0,0,1,0,0,2026-03-12,1,Orientation,East Center,4,1
JB000883,B,1,51,14,0,0,1,0,0,2026-03-26,1,Orientation,East Center,4,1
JB000884,B,1,21,12,1,1655,1,0,0,2026-03-05,1,Orientation,East Center,4,1
JB000884,B,1,21,12,1,1655,1,0,0,2026-04-21,2,Skills workshop,East Center,6,1
JB000885,B,1,28,18,1,2348,0,1,2552,,,,,,0
JB000886,B,0,34,9,0,0,1,1,1654,2026-03-09,1,Orientation,East Center,4,1
JB000887,B,0,36,13,0,0,1,0,0,2026-03-17,1,Orientation,East Center,4,1
JB000888,B,1,32,18,1,2197,1,1,3416,,,,,,0
JB000889,B,1,50,17,1,2290,0,0,0,,,,,,0
JB000890,B,1,36,10,0,0,1,0,0,2026-03-24,1,Orientation,East Center,4,1
JB000891,B,0,25,14,0,0,1,1,2011,2026-03-16,1,Orientation,East Center,4,1
JB000892,B,1,26,11,0,0,1,1,2565,2026-03-21,1,Orientation,East Center,4,1
JB000892,B,1,26,11,0,0,1,1,2565,2026-04-26,2,Skills workshop,East Center,6,1
JB000893,B,0,36,14,1,1684,0,0,0,,,,,,0
JB000894,B,0,51,16,1,2099,0,1,2777,,,,,,0
JB000895,B,0,29,10,1,1870,0,0,0,,,,,,0
JB000896,B,0,42,11,1,1463,0,0,0,,,,,,0
JB000897,B,0,44,14,0,0,0,1,3210,,,,,,0
JB000898,B,1,53,18,0,0,0,1,3934,,,,,,0
JB000899,B,1,46,9,0,0,1,0,0,,,,,,0
JB000900,B,1,21,15,1,2401,0,1,2977,,,,,,0
JB000901,B,0,46,14,1,2599,1,1,3410,2026-03-09,1,Orientation,East Center,4,1
JB000902,B,1,32,11,0,0,1,1,2164,2026-03-15,1,Orientation,East Center,4,1
JB000903,B,0,35,10,0,0,1,1,2068,2026-03-11,1,Orientation,East Center,4,1
JB000904,B,0,23,13,0,0,1,1,2934,2026-03-04,1,Orientation,East Center,4,1
JB000905,B,0,43,9,1,1611,0,0,0,,,,,,0
JB000906,B,1,55,15,1,2596,1,1,2758,,,,,,0
JB000907,B,0,27,12,0,0,1,0,0,2026-03-23,1,Orientation,East Center,4,1
JB000908,B,1,41,17,0,0,1,0,0,2026-03-05,1,Orientation,East Center,4,1
JB000909,B,0,20,11,0,0,0,0,0,,,,,,0
JB000910,B,1,41,12,1,2165,1,0,0,2026-03-16,1,Orientation,East Center,4,1
JB000911,B,1,50,10,0,0,0,1,2724,,,,,,0
JB000912,B,0,38,12,0,0,0,1,2326,,,,,,0
JB000913,B,0,50,9,0,0,1,1,2503,2026-03-22,1,Orientation,East Center,4,1
JB000914,B,0,52,16,0,0,0,1,3375,,,,,,0
JB000915,B,0,20,9,0,0,1,1,2168,2026-03-21,1,Orientation,East Center,4,1
JB000916,B,0,23,9,0,0,1,0,0,2026-03-07,1,Orientation,East Center,4,1
JB000916,B,0,23,9,0,0,1,0,0,2026-04-03,2,Skills workshop,East Center,6,1
JB000917,B,0,21,17,0,0,0,0,0,,,,,,0
JB000918,B,0,24,15,0,0,1,0,0,2026-03-16,1,Orientation,East Center,4,1
JB000919,B,1,29,16,0,0,0,1,3207,,,,,,0
JB000920,B,1,30,10,1,1483,1,1,1754,2026-03-08,1,Orientation,East Center,4,1
JB000920,B,1,30,10,1,1483,1,1,1754,2026-04-16,2,Skills workshop,East Center,6,1
JB000921,B,1,20,18,1,2354,1,1,2678,2026-03-07,1,Orientation,East Center,4,1
JB000922,B,0,27,14,1,2086,1,1,2872,2026-03-19,1,Orientation,East Center,4,1
JB000923,B,1,38,12,1,2166,1,1,2539,2026-03-05,1,Orientation,East Center,4,1
JB000924,B,1,32,15,0,0,1,1,3025,2026-03-19,1,Orientation,East Center,4,1
JB000925,B,1,44,12,0,0,1,1,2406,2026-03-21,1,Orientation,East Center,4,1
JB000926,B,1,28,16,0,0,1,1,2912,2026-03-25,1,Orientation,East Center,4,1
JB000926,B,1,28,16,0,0,1,1,2912,2026-04-11,2,Skills workshop,East Center,6,1
JB000927,B,1,54,10,0,0,1,1,2498,2026-03-16,1,Orientation,East Center,4,1
JB000928,B,0,34,13,0,0,0,0,0,,,,,,0
JB000929,B,0,36,14,1,2402,0,1,2318,,,,,,0
JB000930,B,1,45,17,1,2550,0,1,3304,,,,,,0
JB000931,B,0,43,18,0,0,1,0,0,2026-03-20,1,Orientation,East Center,4,1
JB000931,B,0,43,18,0,0,1,0,0,2026-04-26,2,Skills workshop,East Center,6,1
JB000932,B,0,19,14,0,0,0,1,1983,,,,,,0
JB000933,B,0,49,18,0,0,0,1,3731,,,,,,0
JB000934,B,1,31,14,1,1892,0,1,2004,,,,,,0
JB000935,B,1,39,11,1,1767,0,1,1660,,,,,,0
JB000936,B,0,37,14,0,0,0,0,0,,,,,,0
JB000937,B,0,39,10,0,0,0,1,2615,,,,,,0
JB000938,B,1,42,15,1,2780,1,0,0,2026-03-24,1,Orientation,East Center,4,1
JB000939,B,0,22,17,0,0,1,1,2841,2026-03-06,1,Orientation,East Center,4,1
JB000940,B,0,28,18,0,0,0,1,2507,,,,,,0
JB000941,B,0,38,10,1,1788,0,1,2673,,,,,,0
JB000942,B,1,42,12,0,0,0,1,2334,,,,,,0
JB000943,B,1,42,16,0,0,0,1,2702,,,,,,0
JB000944,B,0,48,14,0,0,1,1,3295,2026-03-25,1,Orientation,East Center,4,1
JB000945,B,1,49,9,0,0,0,1,2008,,,,,,0
JB000946,B,0,39,15,0,0,1,1,3096,2026-03-21,1,Orientation,East Center,4,1
JB000947,B,1,22,13,0,0,0,1,1763,,,,,,0
JB000948,B,1,25,12,0,0,1,0,0,2026-03-16,1,Orientation,East Center,4,1
JB000949,B,0,30,10,1,1916,0,1,1571,,,,,,0
JB000950,B,0,51,15,1,2331,0,0,0,,,,,,0
JB000951,B,1,32,12,0,0,0,1,1692,,,,,,0
JB000952,B,1,41,14,0,0,1,0,0,,,,,,0
JB000953,B,0,32,18,0,0,0,0,0,,,,,,0
JB000954,B,0,21,11,0,0,0,1,1705,,,,,,0
JB000955,B,1,26,14,0,0,0,1,2046,,,,,,0
JB000956,B,1,36,14,1,1663,0,1,2404,,,,,,0
JB000957,B,1,24,11,0,0,1,0,0,2026-03-11,1,Orientation,East Center,4,1
JB000957,B,1,24,11,0,0,1,0,0,2026-04-08,2,Skills workshop,East Center,6,1
JB000958,B,1,38,15,0,0,0,0,0,,,,,,0
JB000959,B,1,46,14,1,1840,0,0,0,,,,,,0
JB000960,B,0,27,17,1,2709,1,1,3397,2026-03-21,1,Orientation,East Center,4,1
JB000961,B,0,46,9,1,1365,1,0,0,2026-03-16,1,Orientation,East Center,4,1
JB000962,B,0,26,14,0,0,1,0,0,2026-03-16,1,Orientation,East Center,4,1
JB000963,B,1,31,13,1,1628,1,1,2470,,,,,,0
JB000964,B,0,23,9,0,0,1,1,1398,2026-03-13,1,Orientation,East Center,4,1
JB000965,B,1,37,11,0,0,0,1,2245,,,,,,0
JB000966,B,1,42,9,0,0,1,1,2617,2026-03-06,1,Orientation,East Center,4,1
JB000967,B,0,54,14,1,2472,1,1,3572,2026-03-26,1,Orientation,East Center,4,1
JB000968,B,0,38,18,0,0,1,1,3355,2026-03-25,1,Orientation,East Center,4,1
JB000968,B,0,38,18,0,0,1,1,3355,2026-04-13,2,Skills workshop,East Center,6,1
JB000968,B,0,38,18,0,0,1,1,3355,2026-05-12,3,Job placement,East Center,6,1
JB000969,B,1,51,12,1,2178,1,1,2389,2026-03-20,1,Orientation,East Center,4,1
JB000970,B,1,37,9,0,0,1,1,2520,2026-03-21,1,Orientation,East Center,4,1
JB000970,B,1,37,9,0,0,1,1,2520,2026-04-17,2,Skills workshop,East Center,6,1
JB000970,B,1,37,9,0,0,1,1,2520,2026-05-06,3,Job placement,East Center,6,1
JB000971,B,1,55,15,1,2361,0,1,2811,2026-03-23,1,Orientation,East Center,4,1
JB000972,B,0,28,14,0,0,0,1,2409,,,,,,0
JB000973,B,1,28,11,1,1290,0,0,0,,,,,,0
JB000974,B,0,46,10,0,0,1,1,2713,2026-03-06,1,Orientation,East Center,4,1
JB000975,B,0,51,11,0,0,0,0,0,,,,,,0
JB000976,B,1,31,14,0,0,1,0,0,2026-03-06,1,Orientation,East Center,4,1
JB000977,B,0,42,9,0,0,0,1,1652,,,,,,0
JB000978,B,1,46,12,0,0,0,0,0,,,,,,0
JB000979,B,1,44,15,0,0,0,1,3300,,,,,,0
JB000980,B,1,40,18,1,2349,1,0,0,2026-03-07,1,Orientation,East Center,4,1
JB000981,B,1,40,14,1,2380,0,1,2530,,,,,,0
JB000982,B,1,55,15,0,0,1,1,3119,2026-03-23,1,Orientation,East Center,4,1
JB000983,B,1,38,14,0,0,0,0,0,,,,,,0
JB000984,B,1,19,13,1,2078,0,0,0,2026-03-11,1,Orientation,East Center,4,1
JB000985,B,0,35,11,1,2185,0,1,2723,,,,,,0
JB000986,B,1,32,18,0,0,0,1,2539,,,,,,0
JB000987,B,0,39,14,1,1791,0,0,0,,,,,,0
JB000988,B,1,44,10,0,0,0,1,2569,,,,,,0
JB000989,B,0,26,10,0,0,0,1,1907,,,,,,0
JB000990,B,1,53,11,0,0,0,1,2688,,,,,,0
JB000991,B,0,32,13,0,0,1,1,2087,2026-03-21,1,Orientation,East Center,4,1
JB000992,B,1,49,15,1,2401,1,1,3179,2026-03-17,1,Orientation,East Center,4,1
JB000993,B,1,40,16,1,2661,0,1,2838,,,,,,0
JB000994,B,0,26,13,1,1515,1,1,2385,2026-03-03,1,Orientation,East Center,4,1
JB000995,B,1,37,14,0,0,1,1,2427,2026-03-11,1,Orientation,East Center,4,1
JB000996,B,0,40,14,1,2326,0,1,3166,,,,,,0
JB000997,B,0,28,9,0,0,0,1,2169,,,,,,0
JB000998,B,0,51,16,0,0,0,1,3113,,,,,,0
JB000999,B,0,35,16,1,2704,0,1,2434,,,,,,0
JB001000,B,1,55,14,1,2446,0,1,3122,,,,,,0
JB001001,B,1,34,16,0,0,0,0,0,,,,,,0
JB001002,B,1,29,12,1,1921,1,1,2051,,,,,,0
JB001003,B,0,32,16,0,0,0,1,2855,,,,,,0
JB001004,B,0,22,12,0,0,0,1,2080,,,,,,0
JB001005,B,0,51,9,0,0,1,1,2530,2026-03-21,1,Orientation,East Center,4,1
JB001005,B,0,51,9,0,0,1,1,2530,2026-04-24,2,Skills workshop,East Center,6,1
JB001006,B,1,31,15,1,2007,0,1,2726,,,,,,0
JB001007,B,0,23,16,0,0,1,1,3165,2026-03-04,1,Orientation,East Center,4,1
JB001008,B,0,35,16,1,2242,0,1,3178,,,,,,0
JB001009,B,0,45,14,1,2727,1,1,2601,2026-03-04,1,Orientation,East Center,4,1
JB001009,B,0,45,14,1,2727,1,1,2601,2026-04-06,2,Skills workshop,East Center,6,1
JB001009,B,0,45,14,1,2727,1,1,2601,2026-05-12,3,Job placement,East Center,6,1
