applicant_id,employed_6m,earnings_6m
JB001448,0,0
JB001449,1,3301
JB001450,0,0
JB001451,1,2460
JB001452,1,3630
JB001453,1,1629
JB001454,1,3607
JB001455,1,2833
JB001456,0,0
JB001457,0,0
JB001458,1,2550
JB001459,0,0
JB001460,0,0
JB001461,0,0
JB001462,0,0
JB001463,1,2572
JB001464,1,2801
JB001465,1,3509
JB001466,1,2831
JB001467,1,1967
JB001468,1,3760
JB001469,0,0
JB001470,0,0
JB001471,0,0
JB001472,1,2387
JB001473,0,0
JB001474,1,2298
JB001475,1,2829
JB001476,0,0
JB001477,0,0
JB001478,1,3241
JB001479,1,2960
JB001480,0,0
JB001481,0,0
JB001482,1,2854
JB001483,1,3186
JB001484,0,0
JB001485,1,2226
JB001486,0,0
JB001487,1,2022
JB001488,0,0
JB001489,1,1684
JB001490,0,0
JB001491,1,3077
JB001492,1,2468
JB001493,0,0
JB001494,1,2019
JB001495,1,3145
JB001496,1,2740
JB001497,1,2112
JB001498,0,0
JB001499,1,3204
JB001500,1,1975
JB001501,1,2029
JB001502,0,0
JB001503,1,2801
JB001504,1,3311
JB001505,0,0
JB001506,1,2348
JB001507,0,0
JB001508,1,2968
JB001509,1,3192
JB001510,1,3625
JB001511,1,3075
JB001512,1,2747
JB001513,1,2994
JB001514,0,0
JB001515,1,2307
JB001516,0,0
JB001517,1,2619
JB001518,1,2070
JB001519,0,0
JB001520,0,0
JB001521,1,3628
JB001522,1,1603
JB001523,0,0
JB001524,0,0
JB001525,0,0
JB001526,0,0
JB001527,1,2125
JB001528,1,3476
JB001529,0,0
JB001530,1,3361
JB001531,1,2871
JB001532,0,0
JB001533,1,3323
JB001534,0,0
JB001535,1,2868
JB001536,1,2311
JB001537,1,2773
JB001538,0,0
JB001539,1,2394
JB001540,1,2924
JB001541,1,3651
JB001542,1,1321
JB001543,1,1971
JB001544,1,2785
JB001545,1,2572
JB001546,1,2979
JB001547,0,0
JB001548,1,3097
JB001549,1,3076
JB001550,0,0
JB001551,1,2320
JB001552,1,2850
JB001553,1,2359
JB001554,1,1616
JB001555,0,0
JB001556,1,2670
JB001557,1,3179
JB001558,1,3398
JB001559,1,3601
JB001560,1,3415
JB001561,1,2230
JB001562,1,3104
JB001563,1,2709
JB001564,1,3122
JB001565,0,0
JB001566,1,2491
JB001567,1,2443
JB001568,1,2946
JB001569,0,0
JB001570,1,2272
JB001571,1,3301
JB001572,0,0
JB001573,1,1411
JB001574,0,0
JB001575,1,3310
JB001576,1,1990
JB001577,0,0
JB001578,1,2319
JB001579,0,0
JB001580,1,3251
JB001581,1,2637
JB001582,1,3085
JB001583,0,0
JB001584,1,2412
JB001585,1,2669
JB001586,1,2599
JB001587,1,2305
JB001588,1,2701
JB001589,1,3623
JB001590,1,2624
JB001591,0,0
JB001592,1,3029
JB001593,0,0
JB001594,1,2670
JB001595,1,1939
JB001596,1,2550
JB001597,1,1644
JB001598,1,2547
JB001599,0,0
JB001600,1,2296
JB001601,0,0
JB001602,1,3124
JB001603,1,3632
JB001604,1,3656
JB001605,1,2997
JB001606,0,0
JB001607,1,3255
JB001608,0,0
JB001609,0,0
JB001610,0,0
JB001611,1,2533
JB001612,0,0
JB001613,0,0
JB001614,1,1497
JB001615,1,2751
JB001616,1,1916
JB001617,0,0
JB001618,1,3394
JB001619,0,0
JB001620,1,2881
JB001621,1,2972
JB001622,1,3018
JB001623,1,2489
JB001624,1,3369
JB001625,0,0
JB001626,1,3063
JB001627,1,2238
JB001628,1,3140
JB001629,0,0
JB001630,1,2516
JB001631,1,3046
JB001632,0,0
JB001633,1,3344
JB001634,1,2577
JB001635,0,0
JB001636,1,2735
JB001637,1,2721
JB001638,1,2468
JB001639,0,0
JB001640,1,2425
JB001641,1,2458
JB001642,1,3007
JB001643,1,3293
JB001644,1,2675
JB001645,1,2884
JB001646,1,2982
JB001647,0,0
JB001648,1,2195
JB001649,0,0
JB001650,1,2637
JB001651,0,0
JB001652,1,2160
JB001653,0,0
JB001654,1,2095
JB001655,1,3208
JB001656,0,0
JB001657,1,2365
JB001658,1,2827
JB001659,1,1998
JB001660,1,2532
JB001661,1,2576
JB001662,1,3111
JB001663,0,0
JB001664,0,0
JB001665,1,3067
JB001666,0,0
JB001667,1,3008
JB001668,1,1841
JB001669,0,0
JB001670,1,3825
JB001671,0,0
JB001672,1,2794
JB001673,0,0
JB001674,1,2434
JB001675,0,0
JB001676,0,0
JB001677,1,3600
JB001678,1,3146
JB001679,0,0
JB001680,1,3529
JB001681,0,0
JB001682,1,3556
JB001683,1,2833
JB001684,0,0
JB001685,1,2990
JB001686,1,2971
JB001687,1,2342
JB001688,1,2695
JB001689,0,0
JB001690,1,1907
JB001691,1,2217
JB001692,0,0
JB001693,1,2211
JB001694,1,2480
JB001695,1,3006
JB001696,0,0
JB001697,1,2050
JB001698,1,2691
JB001699,0,0
JB001700,0,0
JB001701,1,2690
JB001702,1,3234
JB001703,0,0
JB001704,1,3173
JB001705,0,0
JB001706,1,2632
JB001707,1,2921
JB001708,1,3600
JB001709,1,3264
JB001710,1,2319
JB001711,1,2875
JB001712,1,2326
JB001713,1,2969
JB001714,1,2149
JB001715,1,2614
JB001716,0,0
JB001717,1,2502
JB001718,1,2708
JB001719,0,0
JB001720,1,2574
JB001721,0,0
JB001722,1,2031
JB001723,1,3065
JB001724,1,3089
JB001725,1,2625
JB001726,1,3041
JB001727,1,2591
JB001728,0,0
JB001729,1,3020
JB001730,0,0
JB001731,1,1862
JB001732,1,2614
JB001733,1,3358
JB001734,1,2724
JB001735,0,0
JB001736,1,1972
JB001737,1,3431
JB001738,1,3163
JB001739,0,0
JB001740,1,3315
JB001741,0,0
JB001742,1,3019
JB001743,1,2916
JB001744,0,0
JB001745,0,0
JB001746,0,0
JB001747,1,3498
JB001748,0,0
JB001749,0,0
JB001750,0,0
JB001751,1,2967
JB001752,1,2442
JB001753,0,0
JB001754,1,3415
JB001755,1,2309
JB001756,1,3053
JB001757,1,2802
JB001758,1,2789
JB001759,0,0
JB001760,1,2931
JB001761,1,2329
JB001762,0,0
JB001763,0,0
JB001764,1,3142
JB001765,1,1922
JB001766,1,3616
JB001767,0,0
JB001768,1,2061
JB001769,1,2537
JB001770,0,0
JB001771,1,2533
JB001772,1,2771
JB001773,0,0
JB001774,1,2344
JB001775,1,2327
JB001776,1,1819
JB001777,1,2719
JB001778,1,2110
JB001779,0,0
JB001780,0,0
JB001781,1,2216
JB001782,1,2608
JB001783,1,2365
JB001784,0,0
JB001785,1,2247
JB001786,1,3335
JB001787,1,1758
JB001788,0,0
JB001789,0,0
JB001790,1,2134
JB001791,0,0
JB001792,0,0
JB001793,1,2689
JB001794,1,3085
JB001795,1,2429
JB001796,0,0
JB001797,1,2401
JB001798,1,2429
JB001799,1,3618
JB001800,1,1922
JB001801,1,1573
JB001802,0,0
JB001803,0,0
JB001804,1,2521
JB001805,1,3514
JB001806,1,2481
JB001807,1,2839
JB001808,1,2991
JB001809,1,2754
JB001810,1,2547
JB001811,1,3189
JB001812,1,3774
JB001813,1,2820
JB001814,1,2423
JB001815,0,0
JB001816,0,0
JB001817,1,3409
JB001818,0,0
JB001819,1,3026
JB001820,1,2847
JB001821,1,2936
JB001822,1,3050
JB001823,0,0
JB001824,0,0
JB001825,1,1617
JB001826,1,2589
JB001827,1,2481
JB001828,1,2708
JB001829,1,2529
JB001830,1,3348
JB001831,1,3246
JB001832,1,3656
JB001833,1,2419
JB001834,0,0
JB001835,1,2265
JB001836,1,2573
JB001837,1,2995
JB001838,1,3655
JB001839,0,0
JB001840,0,0
JB001841,0,0
JB001842,1,3543
JB001843,0,0
JB001844,0,0
JB001845,1,3264
JB001846,0,0
JB001847,0,0
JB001848,1,2555
JB001849,0,0
JB001850,1,2310
JB001851,0,0
JB001852,0,0
JB001853,1,2657
JB001854,0,0
JB001855,1,3389
JB001856,1,3475
JB001857,0,0
JB001858,0,0
JB001859,1,2842
JB001860,0,0
JB001861,1,3200
JB001862,1,3451
JB001863,1,1538
JB001864,1,3639
JB001865,1,2013
JB001866,1,3121
JB001867,0,0
JB001868,0,0
JB001869,0,0
JB001870,1,2846
JB001871,1,3369
JB001872,1,2004
JB001873,1,2786
JB001874,1,3057
JB001875,1,3221
JB001876,1,3393
JB001877,0,0
JB001878,1,2654
JB001879,1,3288
JB001880,1,1968
JB001881,1,2723
JB001882,1,3099
JB001883,0,0
JB001884,0,0
JB001885,1,2436
JB001886,1,2756
JB001887,1,2543
JB001888,0,0
JB001889,1,2693
JB001890,1,2694
JB001891,1,3478
JB001892,1,4058
JB001893,1,2146
JB001894,0,0
JB001895,1,3330
JB001896,1,1780
JB001897,1,3535
JB001898,1,3858
JB001899,0,0
JB001900,1,2316
JB001901,0,0
JB001902,1,3599
JB001903,1,2420
JB001904,1,2643
JB001905,1,2533
JB001906,1,2685
JB001907,0,0
JB001908,0,0
JB001909,1,3142
JB001910,1,2019
JB001911,0,0
JB001912,0,0
JB001913,1,3224
JB001914,1,1847
JB001915,1,3338
JB001916,1,2256
JB001917,1,3653
JB001918,1,2822
JB001919,0,0
JB001920,1,3488
JB001921,0,0
JB001922,1,3275
JB001923,1,2121
JB001924,1,2284
JB001925,0,0
JB001926,1,2500
JB001927,0,0
JB001928,1,2424
JB001929,1,2067
JB001930,1,2965
JB001931,1,2635
JB001932,1,3089
JB001933,1,2138
JB001934,1,2496
JB001935,0,0
JB001936,1,3786
JB001937,1,3193
JB001938,1,1934
JB001939,1,3321
JB001940,1,1980
JB001941,0,0
JB001942,0,0
JB001943,0,0
JB001944,1,3009
JB001945,1,2762
JB001946,1,2891
JB001947,0,0
JB001948,1,3740
JB001949,1,2669
JB001950,1,3603
JB001951,1,3481
JB001952,1,3198
JB001953,1,2091
JB001954,1,3680
JB001955,0,0
JB001956,0,0
JB001957,1,3377
JB001958,1,3286
JB001959,1,3008
JB001960,1,2253
JB001961,1,3636
JB001962,1,3205
JB001963,1,3475
JB001964,0,0
JB001965,1,2314
JB001966,0,0
JB001967,1,2584
JB001968,1,2611
JB001969,0,0
JB001970,1,1797
JB001971,0,0
JB001972,0,0
JB001973,0,0
JB001974,0,0
JB001975,0,0
JB001976,1,2958
JB001977,0,0
JB001978,1,3202
JB001979,1,3070
JB001980,1,2617
JB001981,1,3441
JB001982,1,2348
JB001983,1,2199
JB001984,0,0
JB001985,1,2270
JB001986,0,0
JB001987,1,3115
JB001988,1,1642
JB001989,0,0
JB001990,1,3708
JB001991,1,3818
JB001992,0,0
JB001993,1,2601
JB001994,1,2036
JB001995,1,2709
JB001996,0,0
JB001997,1,3157
JB001998,1,3321
JB001999,1,2333
JB002000,1,2530
JB002001,1,2660
JB002002,0,0
JB002003,0,0
JB002004,1,2679
JB002005,0,0
JB002006,1,2555
JB002007,1,3464
JB002008,1,2138
JB002009,0,0
JB002010,0,0
JB002011,0,0
JB002012,1,2651
JB002013,1,2990
JB002014,0,0
JB002015,1,2455
JB002016,1,3164
JB002017,1,2697
JB002018,0,0
JB002019,0,0
JB002020,0,0
JB002021,1,3147
JB002022,0,0
JB002023,1,2716
JB002024,0,0
JB002025,0,0
JB002026,0,0
JB002027,1,4083
JB002028,1,3199
JB002029,0,0
JB002030,1,2744
JB002031,0,0
JB002032,0,0
JB002033,1,2989
JB002034,1,2146
JB002035,1,3084
JB002036,0,0
JB002037,1,2886
JB002038,0,0
JB002039,0,0
JB002040,1,3343
JB002041,1,2982
JB002042,1,2848
JB002043,0,0
JB002044,0,0
JB002045,1,2456
JB002046,1,2352
JB002047,1,4057
JB002048,0,0
JB002049,1,2769
JB002050,0,0
JB002051,1,2834
JB002052,1,2918
JB002053,0,0
JB002054,1,3355
JB002055,1,1711
JB002056,1,2645
JB002057,0,0
JB002058,1,3753
JB002059,1,3398
JB002060,1,2875
JB002061,0,0
JB002062,1,2575
JB002063,0,0
JB002064,0,0
JB002065,1,2372
JB002066,0,0
JB002067,1,2690
JB002068,1,3221
JB002069,1,2640
JB002070,1,2184
JB002071,0,0
JB002072,1,3593
JB002073,1,2337
JB002074,1,3005
JB002075,1,3041
JB002076,1,3244
JB002077,1,2198
JB002078,1,2406
JB002079,0,0
JB002080,0,0
JB002081,1,3311
JB002082,1,2325
JB002083,1,3660
JB002084,1,3355
JB002085,1,3035
JB002086,1,2732
JB002087,0,0
JB002088,1,3448
JB002089,0,0
JB002090,1,3167
JB002091,1,1803
JB002092,1,1837
JB002093,0,0
JB002094,1,1996
JB002095,1,2968
JB002096,1,2297
JB002097,0,0
JB002098,0,0
JB002099,1,2925
JB002100,1,2905
JB002101,1,3359
JB002102,0,0
JB002103,1,3130
JB002104,1,2322
JB002105,1,2764
JB002106,1,2392
JB002107,1,2548
JB002108,1,3222
JB002109,1,3329
JB002110,0,0
JB002111,0,0
JB002112,1,2348
JB002113,0,0
JB002114,1,2702
JB002115,1,1813
JB002116,1,3171
JB002117,0,0
JB002118,1,1836
JB002119,1,1763
JB002120,1,3197
JB002121,0,0
JB002122,0,0
JB002123,0,0
JB002124,1,2765
JB002125,1,2068
JB002126,1,3313
JB002127,0,0
JB002128,0,0
JB002129,0,0
JB002130,1,2474
JB002131,1,2413
JB002132,0,0
JB002133,1,1866
JB002134,0,0
JB002135,1,2230
JB002136,1,2890
JB002137,1,3254
JB002138,0,0
JB002139,0,0
JB002140,1,1820
JB002141,1,2624
JB002142,0,0
JB002143,1,1431
JB002144,1,3577
JB002145,0,0
JB002146,0,0
JB002147,1,3125
JB002148,0,0
JB002149,1,2449
JB002150,1,2702
JB002151,0,0
JB002152,1,3652
JB002153,1,3123
JB002154,1,2438
JB002155,1,3853
JB002156,0,0
JB002157,1,3139
JB002158,1,2842
JB002159,1,3244
JB002160,1,2840
JB002161,1,2807
JB002162,1,2528
JB002163,0,0
JB002164,0,0
JB002165,1,2743
JB002166,1,3358
JB002167,0,0
JB002168,1,3581
JB002169,0,0
JB002170,1,3133
JB002171,1,3903
JB002172,0,0
JB002173,0,0
JB002174,1,2346
JB002175,1,2336
JB002176,1,3609
JB002177,1,3684
JB002178,1,3527
JB002179,0,0
JB002180,1,2726
JB002181,0,0
JB002182,0,0
JB002183,0,0
JB002184,0,0
JB002185,0,0
JB002186,1,2498
JB002187,1,2699
JB002188,0,0
JB002189,1,2679
JB002190,1,2064
JB002191,1,3415
JB002192,0,0
JB002193,1,3087
JB002194,1,3516
JB002195,0,0
JB002196,1,2507
JB002197,0,0
JB002198,0,0
JB002199,1,2707
JB002200,1,3887
JB002201,1,3269
JB002202,1,2951
JB002203,0,0
JB002204,1,2726
JB002205,1,2647
JB002206,0,0
JB002207,1,2786
JB002208,1,2425
JB002209,0,0
JB002210,0,0
JB002211,1,3333
JB002212,1,3417
JB002213,1,2958
JB002214,0,0
JB002215,0,0
JB002216,1,1516
JB002217,1,2361
JB002218,1,2434
JB002219,1,3585
JB002220,1,4117
JB002221,1,2813
JB002222,1,2412
JB002223,1,2791
JB002224,1,2585
JB002225,1,2769
JB002226,1,2601
JB002227,1,2258
JB002228,1,2552
JB002229,0,0
JB002230,1,2817
JB002231,0,0
JB002232,1,3046
JB002233,0,0
JB002234,0,0
JB002235,1,3447
JB002236,1,2413
JB002237,1,3141
JB002238,0,0
JB002239,1,2500
JB002240,1,3364
JB002241,0,0
JB002242,0,0
JB002243,1,2669
JB002244,1,3518
JB002245,0,0
JB002246,1,2607
JB002247,1,3096
JB002248,1,3357
JB002249,1,3125
JB002250,1,2937
JB002251,1,2362
JB002252,0,0
JB002253,1,2604
JB002254,1,3045
JB002255,1,3146
JB002256,1,2511
JB002257,1,2310
JB002258,1,3021
JB002259,1,2134
JB002260,1,3571
JB002261,1,3502
JB002262,1,3475
JB002263,1,3194
JB002264,0,0
JB002265,1,2738
JB002266,1,2994
JB002267,0,0
JB002268,0,0
JB002269,1,3368
JB002270,1,3091
JB002271,1,2043
JB002272,1,2392
JB002273,0,0
JB002274,0,0
JB002275,1,2558
JB002276,1,3067
JB002277,1,2624
JB002278,1,2791
JB002279,1,3199
JB002280,1,4406
JB002281,1,3003
JB002282,0,0
JB002283,1,3256
JB002284,0,0
JB002285,1,3587
JB002286,1,3515
JB002287,1,3327
JB002288,0,0
JB002289,1,2678
JB002290,1,2997
JB002291,1,2545
JB002292,1,3227
JB002293,1,2365
JB002294,1,3113
JB002295,1,3083
JB002296,0,0
JB002297,0,0
JB002298,1,2437
JB002299,1,2087
JB002300,1,3113
JB002301,0,0
JB002302,1,3539
JB002303,0,0
JB002304,1,3697
JB002305,1,3308
JB002306,0,0
JB002307,1,2291
JB002308,1,1790
JB002309,0,0
JB002310,0,0
JB002311,0,0
JB002312,1,2142
JB002313,1,2053
JB002314,1,3037
JB002315,1,2753
JB002316,0,0
JB002317,0,0
JB002318,1,2822
JB002319,0,0
JB002320,1,2648
JB002321,0,0
JB002322,1,2712
JB002323,1,2841
JB002324,1,2476
JB002325,1,2939
JB002326,1,3331
JB002327,1,2434
JB002328,1,2441
JB002329,1,2177
JB002330,1,2345
JB002331,1,2225
JB002332,1,3308
JB002333,0,0
JB002334,0,0
JB002335,1,3112
JB002336,1,2529
JB002337,1,2408
JB002338,1,1998
JB002339,1,3728
JB002340,0,0
JB002341,0,0
JB002342,1,3077
JB002343,1,1945
JB002344,1,2805
JB002345,0,0
JB002346,1,3517
JB002347,1,2938
JB002348,1,1527
JB002349,1,2288
JB002350,1,2417
JB002351,0,0
JB002352,0,0
JB002353,1,2538
JB002354,0,0
JB002355,0,0
JB002356,1,2637
JB002357,1,2939
JB002358,0,0
JB002359,0,0
JB002360,0,0
JB002361,1,3047
JB002362,1,3223
JB002363,1,3081
JB002364,1,2377
JB002365,0,0
JB002366,0,0
JB002367,1,1716
JB002368,0,0
JB002369,1,3152
JB002370,1,1722
JB002371,1,2503
JB002372,0,0
JB002373,1,2554
JB002374,1,3557
JB002375,1,1422
JB002376,0,0
JB002377,0,0
JB002378,1,2969
JB002379,1,2503
JB002380,0,0
JB002381,0,0
JB002382,0,0
JB002383,0,0
JB002384,1,2874
JB002385,1,2540
JB002386,1,1625
JB002387,0,0
JB002388,0,0
JB002389,1,2549
JB002390,1,2558
JB002391,0,0
JB002392,1,2755
JB002393,0,0
JB002394,0,0
JB002395,0,0
JB002396,0,0
JB002397,0,0
JB002398,1,2286
JB002399,0,0
JB002400,1,1778
JB002401,1,2707
JB002402,1,3283
JB002403,1,1888
JB002404,1,2358
JB002405,1,2746
JB002406,1,1940
JB002407,1,2643
JB002408,0,0
JB002409,0,0
JB002410,0,0
JB002411,0,0
JB002412,0,0
JB002413,0,0
JB002414,1,2912
JB002415,1,2863
JB002416,0,0
JB002417,1,2177
JB002418,1,3498
JB002419,0,0
JB002420,1,2548
JB002421,1,2962
JB002422,0,0
JB002423,0,0
JB002424,1,2014
JB002425,1,2425
JB002426,1,2301
JB002427,1,2210
JB002428,1,2498
JB002429,1,2906
JB002430,1,2568
JB002431,1,3713
JB002432,0,0
JB002433,1,3234
JB002434,1,2905
JB002435,0,0
JB002436,1,2217
JB002437,0,0
JB002438,0,0
JB002439,0,0
JB002440,0,0
JB002441,1,2631
JB002442,1,3958
JB002443,0,0
JB002444,1,3312
JB002445,0,0
JB002446,1,3152
JB002447,1,2682
JB002448,0,0
JB002449,1,3629
JB002450,0,0
JB002451,0,0
JB002452,0,0
JB002453,1,2566
JB002454,1,2503
JB002455,1,3772
JB002456,0,0
JB002457,1,2835
JB002458,1,3438
JB002459,0,0
JB002460,0,0
JB002461,1,2947
JB002462,1,4214
JB002463,1,2439
JB002464,1,3055
JB002465,0,0
JB002466,1,3424
JB002467,1,3004
JB002468,1,2736
JB002469,0,0
JB002470,0,0
JB002471,0,0
JB002472,1,3080
JB002473,1,3205
JB002474,0,0
JB002475,1,2591
JB002476,0,0
JB002477,0,0
JB002478,1,1589
JB002479,1,2867
JB002480,1,3888
JB002481,1,2691
JB002482,0,0
JB002483,1,2416
JB002484,0,0
JB002485,1,2500
JB002486,0,0
JB002487,0,0
JB002488,0,0
JB002489,1,3031
JB002490,1,2914
JB002491,1,3385
JB002492,0,0
JB002493,1,2475
JB002494,0,0
JB002495,1,2539
JB002496,0,0
JB002497,1,4064
JB002498,0,0
JB002499,1,2547
JB002500,0,0
JB002501,0,0
JB002502,1,2255
JB002503,1,2641
JB002504,0,0
JB002505,0,0
JB002506,0,0
JB002507,0,0
JB002508,1,2306
JB002509,1,3362
JB002510,1,2600
JB002511,1,2196
JB002512,0,0
JB002513,1,3425
JB002514,1,3046
JB002515,0,0
JB002516,0,0
JB002517,1,2227
JB002518,0,0
JB002519,1,3257
JB002520,0,0
JB002521,1,2971
JB002522,1,2419
JB002523,0,0
JB002524,1,2747
JB002525,1,2676
JB002526,1,2773
JB002527,1,3068
JB002528,0,0
JB002529,1,2490
JB002530,1,3959
JB002531,1,2883
JB002532,1,2979
JB002533,1,2929
JB002534,1,2406
JB002535,1,3803
JB002536,1,3521
JB002537,0,0
JB002538,1,3061
JB002539,0,0
JB002540,1,2986
JB002541,0,0
JB002542,1,2675
JB002543,0,0
JB002544,1,2564
JB002545,1,3100
JB002546,1,3685
JB002547,1,3923
JB002548,1,3418
JB002549,1,1802
JB002550,1,3048
JB002551,0,0
JB002552,0,0
JB002553,1,2823
JB002554,1,1919
JB002555,1,2091
JB002556,1,3497
JB002557,0,0
JB002558,1,2597
JB002559,0,0
JB002560,0,0
JB002561,1,3403
JB002562,0,0
JB002563,1,2401
JB002564,1,2246
JB002565,1,3616
JB002566,1,3091
JB002567,1,2645
JB002568,1,3843
JB002569,1,3311
JB002570,1,3190
JB002571,1,3768
JB002572,1,3080
JB002573,0,0
JB002574,1,3570
JB002575,0,0
JB002576,1,3604
JB002577,0,0
JB002578,1,2476
JB002579,1,2925
JB002580,1,2488
JB002581,0,0
JB002582,1,2406
JB002583,1,3653
JB002584,0,0
JB002585,0,0
JB002586,0,0
JB002587,1,3142
JB002588,0,0
JB002589,0,0
JB002590,1,1693
JB002591,1,2080
JB002592,1,2979
JB002593,1,2754
JB002594,1,1767
JB002595,0,0
JB002596,0,0
JB002597,1,3295
JB002598,0,0
JB002599,1,2984
JB002600,0,0
JB002601,0,0
JB002602,0,0
JB002603,1,3543
JB002604,1,2496
JB002605,1,2489
JB002606,0,0
JB002607,0,0
JB002608,1,3042
JB002609,1,4193
JB002610,1,3120
JB002611,1,3794
JB002612,1,3105
JB002613,1,2396
JB002614,1,2835
JB002615,0,0
JB002616,0,0
JB002617,1,2452
JB002618,0,0
JB002619,1,3260
JB002620,1,2379
JB002621,1,2670
JB002622,1,2522
JB002623,1,2617
JB002624,1,3057
JB002625,1,2820
JB002626,1,3817
JB002627,1,2542
JB002628,1,3196
JB002629,1,2100
JB002630,1,4113
JB002631,0,0
JB002632,1,3160
JB002633,1,2286
JB002634,0,0
JB002635,0,0
JB002636,1,3118
JB002637,0,0
JB002638,1,3717
JB002639,0,0
JB002640,0,0
JB002641,0,0
JB002642,0,0
JB002643,0,0
JB002644,1,2705
JB002645,1,2182
JB002646,1,2777
JB002647,0,0
JB002648,1,3538
JB002649,0,0
JB002650,0,0
JB002651,1,2756
JB002652,1,2975
JB002653,1,4520
JB002654,1,2730
JB002655,0,0
JB002656,1,3500
JB002657,1,2899
JB002658,1,3743
JB002659,0,0
JB002660,1,3263
JB002661,1,3280
JB002662,0,0
JB002663,0,0
JB002664,1,2109
JB002665,1,2547
JB002666,0,0
JB002667,0,0
JB002668,1,2882
JB002669,1,2315
JB002670,0,0
JB002671,1,2758
JB002672,0,0
JB002673,1,3566
JB002674,1,1389
JB002675,1,2724
JB002676,0,0
JB002677,1,3368
JB002678,0,0
JB002679,0,0
JB002680,0,0
JB002681,1,2871
JB002682,1,2685
JB002683,1,2822
JB002684,1,3633
JB002685,1,3487
JB002686,1,2801
JB002687,1,2392
JB002688,1,2804
JB002689,1,2469
JB002690,1,2712
JB002691,1,2837
JB002692,0,0
JB002693,0,0
JB002694,0,0
JB002695,1,2104
JB002696,1,3594
JB002697,1,2630
JB002698,1,3680
JB002699,1,3117
JB002700,1,3036
JB002701,1,2888
JB002702,0,0
JB002703,0,0
JB002704,1,2977
JB002705,0,0
JB002706,1,2971
JB002707,1,3232
JB002708,1,3834
JB002709,0,0
JB002710,1,2949
JB002711,0,0
JB002712,1,2799
JB002713,1,3081
JB002714,0,0
JB002715,1,3070
JB002716,1,2639
JB002717,0,0
JB002718,1,3153
JB002719,0,0
JB002720,0,0
JB002721,0,0
JB002722,0,0
JB002723,1,2612
JB002724,1,4254
JB002725,1,3192
JB002726,0,0
JB002727,0,0
JB002728,1,3329
JB002729,1,2476
JB002730,0,0
JB002731,1,2695
JB002732,1,2147
JB002733,1,2103
JB002734,1,1790
JB002735,1,2433
JB002736,1,3978
JB002737,1,2887
JB002738,1,2564
JB002739,1,1748
JB002740,1,3544
JB002741,1,3237
JB002742,0,0
JB002743,1,2075
JB002744,0,0
JB002745,1,3407
JB002746,1,3377
JB002747,0,0
JB002748,1,2555
JB002749,1,4249
JB002750,1,2541
JB002751,1,4335
JB002752,1,3284
JB002753,1,2303
JB002754,1,2230
JB002755,1,2758
JB002756,0,0
JB002757,1,2190
JB002758,0,0
JB002759,1,2220
JB002760,1,2407
JB002761,0,0
JB002762,1,2258
JB002763,1,3315
JB002764,0,0
JB002765,1,3231
JB002766,1,2698
JB002767,0,0
JB002768,1,3202
JB002769,1,3135
JB002770,1,2731
JB002771,1,3091
JB002772,1,1915
JB002773,1,2880
JB002774,1,3369
JB002775,0,0
JB002776,1,2231
JB002777,1,2793
JB002778,1,1924
JB002779,0,0
JB002780,0,0
JB002781,1,2330
JB002782,1,3558
JB002783,0,0
JB002784,1,2973
JB002785,1,2897
JB002786,1,3726
JB002787,0,0
JB002788,1,3020
JB002789,1,3255
JB002790,1,1716
JB002791,0,0
JB002792,1,2020
JB002793,1,3529
JB002794,1,3427
JB002795,1,2535
JB002796,1,2341
JB002797,1,3910
JB002798,1,3584
JB002799,1,2237
JB002800,1,2668
JB002801,1,2677
JB002802,0,0
JB002803,1,2298
JB002804,1,3470
JB002805,1,3794
JB002806,1,3638
JB002807,0,0
JB002808,1,3429
JB002809,0,0
JB002810,1,2112
JB002811,0,0
JB002812,1,3839
JB002813,1,2265
JB002814,1,3060
JB002815,1,2701
JB002816,0,0
JB002817,1,2997
JB002818,0,0
JB002819,1,2515
JB002820,1,3180
JB002821,1,2888
JB002822,0,0
JB002823,1,3805
JB002824,1,2277
JB002825,0,0
JB002826,1,3076
JB002827,0,0
JB002828,1,2204
JB002829,1,3537
JB002830,0,0
JB002831,0,0
JB002832,1,2801
JB002833,1,3071
JB002834,0,0
JB002835,0,0
JB002836,1,2622
JB002837,1,4018
JB002838,0,0
JB002839,0,0
JB002840,1,3609
JB002841,1,2278
JB002842,1,4092
JB002843,1,2363
JB002844,1,2160
JB002845,1,2372
JB002846,1,3186
JB002847,1,2564
JB002848,1,2250
JB002849,1,3891
JB002850,1,3138
JB002851,0,0
JB002852,1,1904
JB002853,0,0
JB002854,0,0
JB002855,1,3551
JB002856,1,3212
JB002857,1,3042
JB002858,0,0
JB002859,1,1492
JB002860,1,2444
JB002861,1,3857
JB002862,0,0
JB002863,1,1955
JB002864,1,3537
JB002865,0,0
JB002866,0,0
JB002867,0,0
JB002868,1,4005
JB002869,1,2412
JB002870,0,0
JB002871,1,2489
JB002872,1,2832
JB002873,1,3196
JB002874,0,0
JB002875,0,0
JB002876,0,0
JB002877,1,2614
JB002878,0,0
JB002879,1,2675
JB002880,1,2898
JB002881,1,2352
JB002882,1,1960
JB002883,1,3348
JB002884,1,2649
JB002885,0,0
JB002886,0,0
JB002887,1,2742
JB002888,1,2671
JB002889,1,2657
JB002890,1,1974
JB002891,1,3756
JB002892,0,0
JB002893,1,2955
JB002894,1,3252
