state,year,treated,adopt_year,event_time,teen_employment_rate,true_effect,post_adoption,state_fe,state_slope,common_trend,y0,teen_employment_rate_s1
15,2008,1,2009,-1,56.725716,0,0,1.1893643,-.0036615296,.63999999,56.725716,57.605717
15,2009,1,2009,0,55.175026,-.25,1,1.1893643,-.0036615296,.72000003,55.425026,56.165028
15,2010,1,2009,1,57.344658,-.5,1,1.1893643,-.0036615296,.80000001,57.844658,58.444656
15,2011,1,2009,2,57.136002,-.75,1,1.1893643,-.0036615296,.88,57.886002,58.346001
15,2012,1,2009,3,55.307922,-1,1,1.1893643,-.0036615296,.95999998,56.307922,56.627922
15,2013,1,2009,4,56.103516,-1,1,1.1893643,-.0036615296,1.04,57.103516,57.533516
15,2014,1,2009,5,56.066059,-1,1,1.1893643,-.0036615296,1.12,57.066059,57.60606
15,2015,1,2009,6,56.916946,-1,1,1.1893643,-.0036615296,1.2,57.916946,58.566948
15,2016,1,2009,7,56.907059,-1,1,1.1893643,-.0036615296,1.28,57.907059,58.667057
15,2017,1,2009,8,55.940201,-1,1,1.1893643,-.0036615296,1.36,56.940201,57.8102
15,2018,1,2009,9,55.917545,-1,1,1.1893643,-.0036615296,1.4400001,56.917545,57.897545
15,2019,1,2009,10,55.225491,-1,1,1.1893643,-.0036615296,1.52,56.225491,57.315491
16,2000,1,2009,-9,55.590618,0,0,.54228061,.0116068,0,55.590618,55.590618
16,2001,1,2009,-8,55.239498,0,0,.54228061,.0116068,.079999998,55.239498,55.349499
16,2002,1,2009,-7,55.700832,0,0,.54228061,.0116068,.16,55.700832,55.920834
16,2003,1,2009,-6,55.801342,0,0,.54228061,.0116068,.23999999,55.801342,56.131344
16,2004,1,2009,-5,55.065254,0,0,.54228061,.0116068,.31999999,55.065254,55.505253
16,2005,1,2009,-4,55.866459,0,0,.54228061,.0116068,.40000001,55.866459,56.416458
16,2006,1,2009,-3,56.16552,0,0,.54228061,.0116068,.47999999,56.16552,56.82552
16,2007,1,2009,-2,55.807552,0,0,.54228061,.0116068,.56,55.807552,56.577553
16,2008,1,2009,-1,55.973305,0,0,.54228061,.0116068,.63999999,55.973305,56.853306
16,2009,1,2009,0,56.527527,-.25,1,.54228061,.0116068,.72000003,56.777527,57.517529
16,2010,1,2009,1,56.415928,-.5,1,.54228061,.0116068,.80000001,56.915928,57.515926
16,2011,1,2009,2,55.453094,-.75,1,.54228061,.0116068,.88,56.203094,56.663094
16,2012,1,2009,3,55.050461,-1,1,.54228061,.0116068,.95999998,56.050461,56.370461
16,2013,1,2009,4,55.2766,-1,1,.54228061,.0116068,1.04,56.2766,56.7066
16,2014,1,2009,5,55.408646,-1,1,.54228061,.0116068,1.12,56.408646,56.948647
16,2015,1,2009,6,56.50827,-1,1,.54228061,.0116068,1.2,57.50827,58.158272
16,2016,1,2009,7,57.085159,-1,1,.54228061,.0116068,1.28,58.085159,58.845158
16,2017,1,2009,8,56.869484,-1,1,.54228061,.0116068,1.36,57.869484,58.739483
16,2018,1,2009,9,55.58392,-1,1,.54228061,.0116068,1.4400001,56.58392,57.563919
16,2019,1,2009,10,55.721069,-1,1,.54228061,.0116068,1.52,56.721069,57.811069
17,2000,1,2010,-10,56.002441,0,0,.23347355,-.0023091247,0,56.002441,56.002441
17,2001,1,2010,-9,55.175297,0,0,.23347355,-.0023091247,.079999998,55.175297,55.285297
17,2002,1,2010,-8,55.422241,0,0,.23347355,-.0023091247,.16,55.422241,55.642242
17,2003,1,2010,-7,55.349445,0,0,.23347355,-.0023091247,.23999999,55.349445,55.679447
17,2004,1,2010,-6,55.471935,0,0,.23347355,-.0023091247,.31999999,55.471935,55.911934
17,2005,1,2010,-5,55.668976,0,0,.23347355,-.0023091247,.40000001,55.668976,56.218975
17,2006,1,2010,-4,55.286911,0,0,.23347355,-.0023091247,.47999999,55.286911,55.946911
17,2007,1,2010,-3,55.481205,0,0,.23347355,-.0023091247,.56,55.481205,56.251205
17,2008,1,2010,-2,55.240822,0,0,.23347355,-.0023091247,.63999999,55.240822,56.120823
17,2009,1,2010,-1,56.164837,0,0,.23347355,-.0023091247,.72000003,56.164837,57.154839
17,2010,1,2010,0,55.767254,-.25,1,.23347355,-.0023091247,.80000001,56.017254,56.867252
17,2011,1,2010,1,55.232719,-.5,1,.23347355,-.0023091247,.88,55.732719,56.442719
17,2012,1,2010,2,56.260593,-.75,1,.23347355,-.0023091247,.95999998,57.010593,57.580593
17,2013,1,2010,3,54.733799,-1,1,.23347355,-.0023091247,1.04,55.733799,56.163799
17,2014,1,2010,4,54.654701,-1,1,.23347355,-.0023091247,1.12,55.654701,56.194702
17,2015,1,2010,5,55.243477,-1,1,.23347355,-.0023091247,1.2,56.243477,56.893478
17,2016,1,2010,6,55.573078,-1,1,.23347355,-.0023091247,1.28,56.573078,57.333076
17,2017,1,2010,7,55.725784,-1,1,.23347355,-.0023091247,1.36,56.725784,57.595783
17,2018,1,2010,8,55.328598,-1,1,.23347355,-.0023091247,1.4400001,56.328598,57.308598
17,2019,1,2010,9,56.303761,-1,1,.23347355,-.0023091247,1.52,57.303761,58.393761
18,2000,1,2010,-10,55.87711,0,0,.25000992,-.051983256,0,55.87711,55.87711
18,2001,1,2010,-9,55.369362,0,0,.25000992,-.051983256,.079999998,55.369362,55.479362
18,2002,1,2010,-8,55.290596,0,0,.25000992,-.051983256,.16,55.290596,55.510597
18,2003,1,2010,-7,55.625927,0,0,.25000992,-.051983256,.23999999,55.625927,55.955929
18,2004,1,2010,-6,54.857506,0,0,.25000992,-.051983256,.31999999,54.857506,55.297504
18,2005,1,2010,-5,55.32695,0,0,.25000992,-.051983256,.40000001,55.32695,55.876949
18,2006,1,2010,-4,55.782124,0,0,.25000992,-.051983256,.47999999,55.782124,56.442123
18,2007,1,2010,-3,55.336975,0,0,.25000992,-.051983256,.56,55.336975,56.106976
18,2008,1,2010,-2,56.101753,0,0,.25000992,-.051983256,.63999999,56.101753,56.981754
18,2009,1,2010,-1,55.31321,0,0,.25000992,-.051983256,.72000003,55.31321,56.303211
18,2010,1,2010,0,54.390553,-.25,1,.25000992,-.051983256,.80000001,54.640553,55.490551
18,2011,1,2010,1,56.010113,-.5,1,.25000992,-.051983256,.88,56.510113,57.220112
18,2012,1,2010,2,54.349094,-.75,1,.25000992,-.051983256,.95999998,55.099094,55.669094
18,2013,1,2010,3,54.529884,-1,1,.25000992,-.051983256,1.04,55.529884,55.959885
18,2014,1,2010,4,54.222225,-1,1,.25000992,-.051983256,1.12,55.222225,55.762226
18,2015,1,2010,5,56.212448,-1,1,.25000992,-.051983256,1.2,57.212448,57.86245
18,2016,1,2010,6,54.601723,-1,1,.25000992,-.051983256,1.28,55.601723,56.361721
18,2017,1,2010,7,54.144867,-1,1,.25000992,-.051983256,1.36,55.144867,56.014866
18,2018,1,2010,8,54.710346,-1,1,.25000992,-.051983256,1.4400001,55.710346,56.690346
18,2019,1,2010,9,53.943329,-1,1,.25000992,-.051983256,1.52,54.943329,56.033329
19,2000,1,2010,-10,54.620296,0,0,-.63750428,.014877939,0,54.620296,54.620296
19,2001,1,2010,-9,54.429283,0,0,-.63750428,.014877939,.079999998,54.429283,54.539284
19,2002,1,2010,-8,54.285847,0,0,-.63750428,.014877939,.16,54.285847,54.505848
19,2003,1,2010,-7,55.104195,0,0,-.63750428,.014877939,.23999999,55.104195,55.434196
19,2004,1,2010,-6,54.331291,0,0,-.63750428,.014877939,.31999999,54.331291,54.77129
19,2005,1,2010,-5,54.877937,0,0,-.63750428,.014877939,.40000001,54.877937,55.427937
19,2006,1,2010,-4,54.468597,0,0,-.63750428,.014877939,.47999999,54.468597,55.128597
19,2007,1,2010,-3,55.339176,0,0,-.63750428,.014877939,.56,55.339176,56.109177
19,2008,1,2010,-2,53.520794,0,0,-.63750428,.014877939,.63999999,53.520794,54.400795
19,2009,1,2010,-1,55.234505,0,0,-.63750428,.014877939,.72000003,55.234505,56.224506
19,2010,1,2010,0,54.841732,-.25,1,-.63750428,.014877939,.80000001,55.091732,55.94173
19,2011,1,2010,1,53.596397,-.5,1,-.63750428,.014877939,.88,54.096397,54.806396
19,2012,1,2010,2,54.557793,-.75,1,-.63750428,.014877939,.95999998,55.307793,55.877792
19,2013,1,2010,3,53.79554,-1,1,-.63750428,.014877939,1.04,54.79554,55.22554
19,2014,1,2010,4,54.837925,-1,1,-.63750428,.014877939,1.12,55.837925,56.377926
19,2015,1,2010,5,54.790577,-1,1,-.63750428,.014877939,1.2,55.790577,56.440578
19,2016,1,2010,6,55.679966,-1,1,-.63750428,.014877939,1.28,56.679966,57.439964
19,2017,1,2010,7,54.895958,-1,1,-.63750428,.014877939,1.36,55.895958,56.765957
19,2018,1,2010,8,54.349739,-1,1,-.63750428,.014877939,1.4400001,55.349739,56.329739
19,2019,1,2010,9,55.573559,-1,1,-.63750428,.014877939,1.52,56.573559,57.663559
20,2000,1,2010,-10,55.261662,0,0,.23148669,.0045333579,0,55.261662,55.261662
20,2001,1,2010,-9,56.002968,0,0,.23148669,.0045333579,.079999998,56.002968,56.112968
20,2002,1,2010,-8,55.509266,0,0,.23148669,.0045333579,.16,55.509266,55.729267
20,2003,1,2010,-7,55.34473,0,0,.23148669,.0045333579,.23999999,55.34473,55.674732
20,2004,1,2010,-6,55.001431,0,0,.23148669,.0045333579,.31999999,55.001431,55.441429
20,2005,1,2010,-5,55.360176,0,0,.23148669,.0045333579,.40000001,55.360176,55.910175
20,2006,1,2010,-4,55.510124,0,0,.23148669,.0045333579,.47999999,55.510124,56.170124
20,2007,1,2010,-3,55.889439,0,0,.23148669,.0045333579,.56,55.889439,56.659439
20,2008,1,2010,-2,56.110214,0,0,.23148669,.0045333579,.63999999,56.110214,56.990215
20,2009,1,2010,-1,56.113731,0,0,.23148669,.0045333579,.72000003,56.113731,57.103733
20,2010,1,2010,0,56.250206,-.25,1,.23148669,.0045333579,.80000001,56.500206,57.350204
20,2011,1,2010,1,55.370243,-.5,1,.23148669,.0045333579,.88,55.870243,56.580242
20,2012,1,2010,2,54.041309,-.75,1,.23148669,.0045333579,.95999998,54.791309,55.361309
20,2013,1,2010,3,56.028378,-1,1,.23148669,.0045333579,1.04,57.028378,57.458378
20,2014,1,2010,4,55.080269,-1,1,.23148669,.0045333579,1.12,56.080269,56.62027
20,2015,1,2010,5,55.19157,-1,1,.23148669,.0045333579,1.2,56.19157,56.841572
20,2016,1,2010,6,54.72567,-1,1,.23148669,.0045333579,1.28,55.72567,56.485668
20,2017,1,2010,7,55.95779,-1,1,.23148669,.0045333579,1.36,56.95779,57.827789
20,2018,1,2010,8,56.396717,-1,1,.23148669,.0045333579,1.4400001,57.396717,58.376717
20,2019,1,2010,9,54.910782,-1,1,.23148669,.0045333579,1.52,55.910782,57.000782
21,2000,1,2011,-11,53.560993,0,0,-.35394171,.0013175866,0,53.560993,53.560993
21,2001,1,2011,-10,53.859722,0,0,-.35394171,.0013175866,.079999998,53.859722,53.969723
21,2002,1,2011,-9,54.605824,0,0,-.35394171,.0013175866,.16,54.605824,54.825825
21,2003,1,2011,-8,55.839844,0,0,-.35394171,.0013175866,.23999999,55.839844,56.169846
21,2004,1,2011,-7,54.915855,0,0,-.35394171,.0013175866,.31999999,54.915855,55.355854
21,2005,1,2011,-6,54.627975,0,0,-.35394171,.0013175866,.40000001,54.627975,55.177975
21,2006,1,2011,-5,54.31921,0,0,-.35394171,.0013175866,.47999999,54.31921,54.97921
21,2007,1,2011,-4,55.168339,0,0,-.35394171,.0013175866,.56,55.168339,55.938339
21,2008,1,2011,-3,55.026367,0,0,-.35394171,.0013175866,.63999999,55.026367,55.906368
21,2009,1,2011,-2,55.609478,0,0,-.35394171,.0013175866,.72000003,55.609478,56.59948
21,2010,1,2011,-1,55.014923,0,0,-.35394171,.0013175866,.80000001,55.014923,56.114922
21,2011,1,2011,0,54.835655,-.25,1,-.35394171,.0013175866,.88,55.085655,56.045654
21,2012,1,2011,1,54.139076,-.5,1,-.35394171,.0013175866,.95999998,54.639076,55.459076
21,2013,1,2011,2,55.600441,-.75,1,-.35394171,.0013175866,1.04,56.350441,57.030441
21,2014,1,2011,3,54.931942,-1,1,-.35394171,.0013175866,1.12,55.931942,56.471943
21,2015,1,2011,4,54.63586,-1,1,-.35394171,.0013175866,1.2,55.63586,56.285862
21,2016,1,2011,5,54.384968,-1,1,-.35394171,.0013175866,1.28,55.384968,56.144966
21,2017,1,2011,6,54.714378,-1,1,-.35394171,.0013175866,1.36,55.714378,56.584377
21,2018,1,2011,7,55.125095,-1,1,-.35394171,.0013175866,1.4400001,56.125095,57.105095
21,2019,1,2011,8,54.385738,-1,1,-.35394171,.0013175866,1.52,55.385738,56.475739
22,2000,1,2011,-11,56.625896,0,0,1.1241703,.034662608,0,56.625896,56.625896
22,2001,1,2011,-10,56.333267,0,0,1.1241703,.034662608,.079999998,56.333267,56.443268
22,2002,1,2011,-9,56.101215,0,0,1.1241703,.034662608,.16,56.101215,56.321217
22,2003,1,2011,-8,56.652412,0,0,1.1241703,.034662608,.23999999,56.652412,56.982414
22,2004,1,2011,-7,55.648518,0,0,1.1241703,.034662608,.31999999,55.648518,56.088516
22,2005,1,2011,-6,56.17775,0,0,1.1241703,.034662608,.40000001,56.17775,56.727749
22,2006,1,2011,-5,57.54945,0,0,1.1241703,.034662608,.47999999,57.54945,58.20945
22,2007,1,2011,-4,57.536423,0,0,1.1241703,.034662608,.56,57.536423,58.306423
22,2008,1,2011,-3,56.430801,0,0,1.1241703,.034662608,.63999999,56.430801,57.310802
22,2009,1,2011,-2,58.046772,0,0,1.1241703,.034662608,.72000003,58.046772,59.036774
22,2010,1,2011,-1,57.786865,0,0,1.1241703,.034662608,.80000001,57.786865,58.886864
22,2011,1,2011,0,57.202686,-.25,1,1.1241703,.034662608,.88,57.452686,58.412685
22,2012,1,2011,1,56.778522,-.5,1,1.1241703,.034662608,.95999998,57.278522,58.098522
22,2013,1,2011,2,57.669178,-.75,1,1.1241703,.034662608,1.04,58.419178,59.099178
22,2014,1,2011,3,56.614006,-1,1,1.1241703,.034662608,1.12,57.614006,58.154007
22,2015,1,2011,4,57.34338,-1,1,1.1241703,.034662608,1.2,58.34338,58.993382
22,2016,1,2011,5,57.51664,-1,1,1.1241703,.034662608,1.28,58.51664,59.276638
22,2017,1,2011,6,57.019581,-1,1,1.1241703,.034662608,1.36,58.019581,58.88958
22,2018,1,2011,7,56.673855,-1,1,1.1241703,.034662608,1.4400001,57.673855,58.653854
22,2019,1,2011,8,57.062393,-1,1,1.1241703,.034662608,1.52,58.062393,59.152393
23,2000,1,2011,-11,57.356762,0,0,1.9965174,.041784961,0,57.356762,57.356762
23,2001,1,2011,-10,57.226238,0,0,1.9965174,.041784961,.079999998,57.226238,57.336239
23,2002,1,2011,-9,56.811134,0,0,1.9965174,.041784961,.16,56.811134,57.031136
23,2003,1,2011,-8,57.586807,0,0,1.9965174,.041784961,.23999999,57.586807,57.916809
23,2004,1,2011,-7,57.817753,0,0,1.9965174,.041784961,.31999999,57.817753,58.257751
23,2005,1,2011,-6,58.411522,0,0,1.9965174,.041784961,.40000001,58.411522,58.961521
23,2006,1,2011,-5,58.179012,0,0,1.9965174,.041784961,.47999999,58.179012,58.839012
23,2007,1,2011,-4,58.783054,0,0,1.9965174,.041784961,.56,58.783054,59.553055
23,2008,1,2011,-3,57.569046,0,0,1.9965174,.041784961,.63999999,57.569046,58.449047
23,2009,1,2011,-2,57.667648,0,0,1.9965174,.041784961,.72000003,57.667648,58.65765
23,2010,1,2011,-1,58.465992,0,0,1.9965174,.041784961,.80000001,58.465992,59.56599
23,2011,1,2011,0,58.37402,-.25,1,1.9965174,.041784961,.88,58.62402,59.584019
23,2012,1,2011,1,57.924767,-.5,1,1.9965174,.041784961,.95999998,58.424767,59.244766
23,2013,1,2011,2,58.677402,-.75,1,1.9965174,.041784961,1.04,59.427402,60.107403
23,2014,1,2011,3,57.068829,-1,1,1.9965174,.041784961,1.12,58.068829,58.608829
23,2015,1,2011,4,57.030941,-1,1,1.9965174,.041784961,1.2,58.030941,58.680943
23,2016,1,2011,5,56.979965,-1,1,1.9965174,.041784961,1.28,57.979965,58.739964
23,2017,1,2011,6,56.708805,-1,1,1.9965174,.041784961,1.36,57.708805,58.578804
23,2018,1,2011,7,58.277256,-1,1,1.9965174,.041784961,1.4400001,59.277256,60.257256
23,2019,1,2011,8,58.811741,-1,1,1.9965174,.041784961,1.52,59.811741,60.901741
24,2000,1,2011,-11,56.502087,0,0,1.1846564,-.043729022,0,56.502087,56.502087
24,2001,1,2011,-10,56.114956,0,0,1.1846564,-.043729022,.079999998,56.114956,56.224957
24,2002,1,2011,-9,56.88406,0,0,1.1846564,-.043729022,.16,56.88406,57.104061
24,2003,1,2011,-8,56.058712,0,0,1.1846564,-.043729022,.23999999,56.058712,56.388714
24,2004,1,2011,-7,56.01886,0,0,1.1846564,-.043729022,.31999999,56.01886,56.458858
24,2005,1,2011,-6,55.490803,0,0,1.1846564,-.043729022,.40000001,55.490803,56.040802
24,2006,1,2011,-5,56.963341,0,0,1.1846564,-.043729022,.47999999,56.963341,57.623341
24,2007,1,2011,-4,55.471684,0,0,1.1846564,-.043729022,.56,55.471684,56.241684
24,2008,1,2011,-3,57.184162,0,0,1.1846564,-.043729022,.63999999,57.184162,58.064163
24,2009,1,2011,-2,56.146797,0,0,1.1846564,-.043729022,.72000003,56.146797,57.136799
24,2010,1,2011,-1,55.66938,0,0,1.1846564,-.043729022,.80000001,55.66938,56.769379
24,2011,1,2011,0,55.689304,-.25,1,1.1846564,-.043729022,.88,55.939304,56.899303
24,2012,1,2011,1,56.572044,-.5,1,1.1846564,-.043729022,.95999998,57.072044,57.892044
24,2013,1,2011,2,56.691738,-.75,1,1.1846564,-.043729022,1.04,57.441738,58.121738
24,2014,1,2011,3,54.981701,-1,1,1.1846564,-.043729022,1.12,55.981701,56.521702
24,2015,1,2011,4,54.813278,-1,1,1.1846564,-.043729022,1.2,55.813278,56.46328
24,2016,1,2011,5,55.858612,-1,1,1.1846564,-.043729022,1.28,56.858612,57.61861
24,2017,1,2011,6,55.660721,-1,1,1.1846564,-.043729022,1.36,56.660721,57.53072
24,2018,1,2011,7,55.670368,-1,1,1.1846564,-.043729022,1.4400001,56.670368,57.650368
24,2019,1,2011,8,55.246754,-1,1,1.1846564,-.043729022,1.52,56.246754,57.336754
25,2000,1,2012,-12,54.98629,0,0,.38642362,-.031868525,0,54.98629,54.98629
25,2001,1,2012,-11,55.195358,0,0,.38642362,-.031868525,.079999998,55.195358,55.305359
25,2002,1,2012,-10,55.825459,0,0,.38642362,-.031868525,.16,55.825459,56.04546
25,2003,1,2012,-9,55.448345,0,0,.38642362,-.031868525,.23999999,55.448345,55.778347
25,2004,1,2012,-8,56.651661,0,0,.38642362,-.031868525,.31999999,56.651661,57.09166
25,2005,1,2012,-7,56.105057,0,0,.38642362,-.031868525,.40000001,56.105057,56.655056
25,2006,1,2012,-6,54.28159,0,0,.38642362,-.031868525,.47999999,54.28159,54.941589
25,2007,1,2012,-5,55.988529,0,0,.38642362,-.031868525,.56,55.988529,56.75853
25,2008,1,2012,-4,56.335045,0,0,.38642362,-.031868525,.63999999,56.335045,57.215046
25,2009,1,2012,-3,55.997932,0,0,.38642362,-.031868525,.72000003,55.997932,56.987934
25,2010,1,2012,-2,56.266422,0,0,.38642362,-.031868525,.80000001,56.266422,57.366421
25,2011,1,2012,-1,56.186398,0,0,.38642362,-.031868525,.88,56.186398,57.396397
25,2012,1,2012,0,56.023281,-.25,1,.38642362,-.031868525,.95999998,56.273281,57.343281
25,2013,1,2012,1,55.397957,-.5,1,.38642362,-.031868525,1.04,55.897957,56.827957
25,2014,1,2012,2,56.232574,-.75,1,.38642362,-.031868525,1.12,56.982574,57.772575
25,2015,1,2012,3,55.207455,-1,1,.38642362,-.031868525,1.2,56.207455,56.857456
25,2016,1,2012,4,54.903542,-1,1,.38642362,-.031868525,1.28,55.903542,56.66354
25,2017,1,2012,5,55.683479,-1,1,.38642362,-.031868525,1.36,56.683479,57.553478
25,2018,1,2012,6,55.038868,-1,1,.38642362,-.031868525,1.4400001,56.038868,57.018867
25,2019,1,2012,7,55.350067,-1,1,.38642362,-.031868525,1.52,56.350067,57.440067
26,2000,1,2012,-12,57.563416,0,0,2.8559654,-.071110286,0,57.563416,57.563416
26,2001,1,2012,-11,59.182602,0,0,2.8559654,-.071110286,.079999998,59.182602,59.292603
26,2002,1,2012,-10,57.346161,0,0,2.8559654,-.071110286,.16,57.346161,57.566162
26,2003,1,2012,-9,56.554913,0,0,2.8559654,-.071110286,.23999999,56.554913,56.884914
26,2004,1,2012,-8,58.19949,0,0,2.8559654,-.071110286,.31999999,58.19949,58.639488
26,2005,1,2012,-7,56.734367,0,0,2.8559654,-.071110286,.40000001,56.734367,57.284367
26,2006,1,2012,-6,58.537949,0,0,2.8559654,-.071110286,.47999999,58.537949,59.197948
26,2007,1,2012,-5,57.117599,0,0,2.8559654,-.071110286,.56,57.117599,57.8876
26,2008,1,2012,-4,57.14724,0,0,2.8559654,-.071110286,.63999999,57.14724,58.027241
26,2009,1,2012,-3,57.968769,0,0,2.8559654,-.071110286,.72000003,57.968769,58.958771
26,2010,1,2012,-2,57.058636,0,0,2.8559654,-.071110286,.80000001,57.058636,58.158634
26,2011,1,2012,-1,58.036259,0,0,2.8559654,-.071110286,.88,58.036259,59.246258
26,2012,1,2012,0,57.888885,-.25,1,2.8559654,-.071110286,.95999998,58.138885,59.208885
26,2013,1,2012,1,57.244556,-.5,1,2.8559654,-.071110286,1.04,57.744556,58.674557
26,2014,1,2012,2,56.439987,-.75,1,2.8559654,-.071110286,1.12,57.189987,57.979988
26,2015,1,2012,3,56.659176,-1,1,2.8559654,-.071110286,1.2,57.659176,58.309177
26,2016,1,2012,4,56.483814,-1,1,2.8559654,-.071110286,1.28,57.483814,58.243813
26,2017,1,2012,5,56.288143,-1,1,2.8559654,-.071110286,1.36,57.288143,58.158142
26,2018,1,2012,6,58.079006,-1,1,2.8559654,-.071110286,1.4400001,59.079006,60.059006
26,2019,1,2012,7,57.173168,-1,1,2.8559654,-.071110286,1.52,58.173168,59.263168
27,2000,1,2012,-12,56.298439,0,0,.66818535,-.0012782932,0,56.298439,56.298439
27,2001,1,2012,-11,56.236477,0,0,.66818535,-.0012782932,.079999998,56.236477,56.346478
27,2002,1,2012,-10,55.740425,0,0,.66818535,-.0012782932,.16,55.740425,55.960426
27,2003,1,2012,-9,55.922112,0,0,.66818535,-.0012782932,.23999999,55.922112,56.252113
27,2004,1,2012,-8,55.67411,0,0,.66818535,-.0012782932,.31999999,55.67411,56.114109
27,2005,1,2012,-7,55.98225,0,0,.66818535,-.0012782932,.40000001,55.98225,56.532249
27,2006,1,2012,-6,57.225048,0,0,.66818535,-.0012782932,.47999999,57.225048,57.885048
27,2007,1,2012,-5,55.614441,0,0,.66818535,-.0012782932,.56,55.614441,56.384441
27,2008,1,2012,-4,56.388515,0,0,.66818535,-.0012782932,.63999999,56.388515,57.268517
27,2009,1,2012,-3,57.046703,0,0,.66818535,-.0012782932,.72000003,57.046703,58.036705
27,2010,1,2012,-2,56.022888,0,0,.66818535,-.0012782932,.80000001,56.022888,57.122887
27,2011,1,2012,-1,55.661343,0,0,.66818535,-.0012782932,.88,55.661343,56.871342
27,2012,1,2012,0,56.433434,-.25,1,.66818535,-.0012782932,.95999998,56.683434,57.753433
27,2013,1,2012,1,56.729546,-.5,1,.66818535,-.0012782932,1.04,57.229546,58.159546
27,2014,1,2012,2,55.932457,-.75,1,.66818535,-.0012782932,1.12,56.682457,57.472458
27,2015,1,2012,3,56.062668,-1,1,.66818535,-.0012782932,1.2,57.062668,57.712669
27,2016,1,2012,4,55.332745,-1,1,.66818535,-.0012782932,1.28,56.332745,57.092743
27,2017,1,2012,5,55.289936,-1,1,.66818535,-.0012782932,1.36,56.289936,57.159935
27,2018,1,2012,6,55.944874,-1,1,.66818535,-.0012782932,1.4400001,56.944874,57.924873
27,2019,1,2012,7,56.235252,-1,1,.66818535,-.0012782932,1.52,57.235252,58.325253
28,2000,1,2012,-12,53.693031,0,0,-.81318891,-.0098572774,0,53.693031,53.693031
28,2001,1,2012,-11,53.89357,0,0,-.81318891,-.0098572774,.079999998,53.89357,54.003571
28,2002,1,2012,-10,54.800472,0,0,-.81318891,-.0098572774,.16,54.800472,55.020473
28,2003,1,2012,-9,54.758663,0,0,-.81318891,-.0098572774,.23999999,54.758663,55.088665
28,2004,1,2012,-8,54.758076,0,0,-.81318891,-.0098572774,.31999999,54.758076,55.198074
28,2005,1,2012,-7,54.487133,0,0,-.81318891,-.0098572774,.40000001,54.487133,55.037132
28,2006,1,2012,-6,54.938461,0,0,-.81318891,-.0098572774,.47999999,54.938461,55.598461
28,2007,1,2012,-5,53.534348,0,0,-.81318891,-.0098572774,.56,53.534348,54.304348
28,2008,1,2012,-4,54.437302,0,0,-.81318891,-.0098572774,.63999999,54.437302,55.317303
28,2009,1,2012,-3,55.124557,0,0,-.81318891,-.0098572774,.72000003,55.124557,56.114559
28,2010,1,2012,-2,54.587677,0,0,-.81318891,-.0098572774,.80000001,54.587677,55.687675
28,2011,1,2012,-1,53.916134,0,0,-.81318891,-.0098572774,.88,53.916134,55.126133
28,2012,1,2012,0,54.889782,-.25,1,-.81318891,-.0098572774,.95999998,55.139782,56.209782
28,2013,1,2012,1,54.560135,-.5,1,-.81318891,-.0098572774,1.04,55.060135,55.990135
28,2014,1,2012,2,54.907116,-.75,1,-.81318891,-.0098572774,1.12,55.657116,56.447117
28,2015,1,2012,3,54.738194,-1,1,-.81318891,-.0098572774,1.2,55.738194,56.388195
28,2016,1,2012,4,54.295113,-1,1,-.81318891,-.0098572774,1.28,55.295113,56.055111
28,2017,1,2012,5,53.821774,-1,1,-.81318891,-.0098572774,1.36,54.821774,55.691772
28,2018,1,2012,6,54.484398,-1,1,-.81318891,-.0098572774,1.4400001,55.484398,56.464397
28,2019,1,2012,7,53.396893,-1,1,-.81318891,-.0098572774,1.52,54.396893,55.486893
29,2000,1,2013,-13,56.06179,0,0,.74142152,-.012202553,0,56.06179,56.06179
29,2001,1,2013,-12,55.393414,0,0,.74142152,-.012202553,.079999998,55.393414,55.503414
29,2002,1,2013,-11,55.41003,0,0,.74142152,-.012202553,.16,55.41003,55.630032
29,2003,1,2013,-10,54.879124,0,0,.74142152,-.012202553,.23999999,54.879124,55.209126
29,2004,1,2013,-9,55.325565,0,0,.74142152,-.012202553,.31999999,55.325565,55.765564
29,2005,1,2013,-8,55.538197,0,0,.74142152,-.012202553,.40000001,55.538197,56.088196
29,2006,1,2013,-7,56.893719,0,0,.74142152,-.012202553,.47999999,56.893719,57.553719
29,2007,1,2013,-6,56.433865,0,0,.74142152,-.012202553,.56,56.433865,57.203865
29,2008,1,2013,-5,56.815563,0,0,.74142152,-.012202553,.63999999,56.815563,57.695564
29,2009,1,2013,-4,56.341965,0,0,.74142152,-.012202553,.72000003,56.341965,57.331966
29,2010,1,2013,-3,56.867699,0,0,.74142152,-.012202553,.80000001,56.867699,57.967697
29,2011,1,2013,-2,57.174412,0,0,.74142152,-.012202553,.88,57.174412,58.384411
29,2012,1,2013,-1,55.990898,0,0,.74142152,-.012202553,.95999998,55.990898,57.310898
29,2013,1,2013,0,56.49818,-.25,1,.74142152,-.012202553,1.04,56.74818,57.928181
29,2014,1,2013,1,55.674908,-.5,1,.74142152,-.012202553,1.12,56.174908,57.214909
29,2015,1,2013,2,56.325695,-.75,1,.74142152,-.012202553,1.2,57.075695,57.975697
29,2016,1,2013,3,55.867249,-1,1,.74142152,-.012202553,1.28,56.867249,57.627247
29,2017,1,2013,4,55.904816,-1,1,.74142152,-.012202553,1.36,56.904816,57.774815
