state,treated,adopt_year,year,event_time,true_effect,teen_employment_rate,post_adoption
32,1,2013,2008,-5,0,56.396805,0
32,1,2013,2009,-4,0,57.722214,0
32,1,2013,2010,-3,0,57.766293,0
32,1,2013,2011,-2,0,57.123051,0
32,1,2013,2012,-1,0,57.956203,0
32,1,2013,2013,0,-.25,58.288506,1
32,1,2013,2014,1,-.5,58.263237,1
32,1,2013,2015,2,-.75,57.371502,1
32,1,2013,2016,3,-1,56.211246,1
32,1,2013,2017,4,-1,57.297249,1
32,1,2013,2018,5,-1,58.061489,1
32,1,2013,2019,6,-1,57.417969,1
33,1,2014,2000,-14,0,55.748978,0
33,1,2014,2001,-13,0,56.660801,0
33,1,2014,2002,-12,0,56.121799,0
33,1,2014,2003,-11,0,56.115524,0
33,1,2014,2004,-10,0,56.238541,0
33,1,2014,2005,-9,0,57.665035,0
33,1,2014,2006,-8,0,57.373539,0
33,1,2014,2007,-7,0,57.062515,0
33,1,2014,2008,-6,0,57.101151,0
33,1,2014,2009,-5,0,58.245308,0
33,1,2014,2010,-4,0,57.939877,0
33,1,2014,2011,-3,0,57.479221,0
33,1,2014,2012,-2,0,58.337559,0
33,1,2014,2013,-1,0,57.593853,0
33,1,2014,2014,0,-.25,57.824863,1
33,1,2014,2015,1,-.5,58.951733,1
33,1,2014,2016,2,-.75,58.756802,1
33,1,2014,2017,3,-1,58.477928,1
33,1,2014,2018,4,-1,59.17149,1
33,1,2014,2019,5,-1,58.081703,1
34,1,2014,2000,-14,0,56.124474,0
34,1,2014,2001,-13,0,56.111191,0
34,1,2014,2002,-12,0,55.457653,0
34,1,2014,2003,-11,0,56.641674,0
34,1,2014,2004,-10,0,56.12011,0
34,1,2014,2005,-9,0,56.085663,0
34,1,2014,2006,-8,0,56.786827,0
34,1,2014,2007,-7,0,56.963474,0
34,1,2014,2008,-6,0,56.24691,0
34,1,2014,2009,-5,0,57.458691,0
34,1,2014,2010,-4,0,56.771049,0
34,1,2014,2011,-3,0,56.925663,0
34,1,2014,2012,-2,0,57.129379,0
34,1,2014,2013,-1,0,57.814709,0
34,1,2014,2014,0,-.25,57.885078,1
34,1,2014,2015,1,-.5,57.412899,1
34,1,2014,2016,2,-.75,57.131935,1
34,1,2014,2017,3,-1,57.901089,1
34,1,2014,2018,4,-1,58.606537,1
34,1,2014,2019,5,-1,57.565556,1
35,1,2014,2000,-14,0,54.220779,0
35,1,2014,2001,-13,0,54.545982,0
35,1,2014,2002,-12,0,54.641361,0
35,1,2014,2003,-11,0,54.452164,0
35,1,2014,2004,-10,0,55.507492,0
35,1,2014,2005,-9,0,55.140877,0
35,1,2014,2006,-8,0,55.435627,0
35,1,2014,2007,-7,0,55.614586,0
35,1,2014,2008,-6,0,55.505939,0
35,1,2014,2009,-5,0,55.869324,0
35,1,2014,2010,-4,0,57.018356,0
35,1,2014,2011,-3,0,57.338398,0
35,1,2014,2012,-2,0,55.847069,0
35,1,2014,2013,-1,0,56.984642,0
35,1,2014,2014,0,-.25,57.018871,1
35,1,2014,2015,1,-.5,57.238262,1
35,1,2014,2016,2,-.75,56.580883,1
35,1,2014,2017,3,-1,56.335781,1
35,1,2014,2018,4,-1,56.583199,1
35,1,2014,2019,5,-1,57.279408,1
36,0,,2000,,0,55.946701,0
36,0,,2001,,0,55.768471,0
36,0,,2002,,0,55.909157,0
36,0,,2003,,0,55.9445,0
36,0,,2004,,0,56.545788,0
36,0,,2005,,0,57.212246,0
36,0,,2006,,0,57.433891,0
36,0,,2007,,0,55.872978,0
36,0,,2008,,0,57.012726,0
36,0,,2009,,0,57.356037,0
36,0,,2010,,0,56.836967,0
36,0,,2011,,0,57.052586,0
36,0,,2012,,0,56.733212,0
36,0,,2013,,0,57.604912,0
36,0,,2014,,0,56.977215,0
36,0,,2015,,0,57.643761,0
36,0,,2016,,0,58.370125,0
36,0,,2017,,0,57.924721,0
36,0,,2018,,0,57.06525,0
36,0,,2019,,0,58.042065,0
37,0,,2000,,0,55.298054,0
37,0,,2001,,0,55.32206,0
37,0,,2002,,0,56.00087,0
37,0,,2003,,0,55.82835,0
37,0,,2004,,0,55.221203,0
37,0,,2005,,0,56.318108,0
37,0,,2006,,0,56.273537,0
37,0,,2007,,0,55.527164,0
37,0,,2008,,0,55.686905,0
37,0,,2009,,0,56.169426,0
37,0,,2010,,0,56.067341,0
37,0,,2011,,0,56.314285,0
37,0,,2012,,0,55.275784,0
37,0,,2013,,0,56.211315,0
37,0,,2014,,0,55.940563,0
37,0,,2015,,0,55.769932,0
37,0,,2016,,0,56.403065,0
37,0,,2017,,0,56.760963,0
37,0,,2018,,0,56.526089,0
37,0,,2019,,0,57.359562,0
38,0,,2000,,0,54.608032,0
38,0,,2001,,0,55.682648,0
38,0,,2002,,0,55.018364,0
38,0,,2003,,0,54.758915,0
38,0,,2004,,0,56.043274,0
38,0,,2005,,0,55.370125,0
38,0,,2006,,0,55.267708,0
38,0,,2007,,0,55.797352,0
38,0,,2008,,0,54.393154,0
38,0,,2009,,0,56.070889,0
38,0,,2010,,0,55.425842,0
38,0,,2011,,0,54.862434,0
38,0,,2012,,0,55.898354,0
38,0,,2013,,0,55.65646,0
38,0,,2014,,0,56.046391,0
38,0,,2015,,0,55.239868,0
38,0,,2016,,0,55.982708,0
38,0,,2017,,0,55.733307,0
38,0,,2018,,0,56.571602,0
38,0,,2019,,0,57.527512,0
39,0,,2000,,0,54.506989,0
39,0,,2001,,0,55.358219,0
39,0,,2002,,0,54.645775,0
39,0,,2003,,0,55.077053,0
39,0,,2004,,0,54.766239,0
39,0,,2005,,0,54.563007,0
39,0,,2006,,0,53.358849,0
39,0,,2007,,0,54.690231,0
39,0,,2008,,0,54.4534,0
39,0,,2009,,0,54.55714,0
39,0,,2010,,0,54.831013,0
39,0,,2011,,0,54.673725,0
39,0,,2012,,0,55.263348,0
39,0,,2013,,0,55.307835,0
39,0,,2014,,0,54.761654,0
39,0,,2015,,0,55.289555,0
39,0,,2016,,0,54.712425,0
39,0,,2017,,0,54.867081,0
39,0,,2018,,0,55.137589,0
39,0,,2019,,0,54.627483,0
40,0,,2000,,0,52.777893,0
40,0,,2001,,0,53.528912,0
40,0,,2002,,0,52.772736,0
40,0,,2003,,0,53.24205,0
40,0,,2004,,0,52.809189,0
40,0,,2005,,0,54.213421,0
40,0,,2006,,0,54.055077,0
40,0,,2007,,0,53.291943,0
40,0,,2008,,0,54.475113,0
40,0,,2009,,0,54.390625,0
40,0,,2010,,0,52.563808,0
40,0,,2011,,0,55.614075,0
40,0,,2012,,0,54.119526,0
40,0,,2013,,0,54.0821,0
40,0,,2014,,0,54.527424,0
40,0,,2015,,0,54.402992,0
40,0,,2016,,0,54.38015,0
40,0,,2017,,0,54.624702,0
40,0,,2018,,0,54.8839,0
40,0,,2019,,0,54.974068,0
41,0,,2000,,0,56.940014,0
41,0,,2001,,0,55.885593,0
41,0,,2002,,0,56.77647,0
41,0,,2003,,0,56.747402,0
41,0,,2004,,0,57.749695,0
41,0,,2005,,0,57.306801,0
41,0,,2006,,0,57.498398,0
41,0,,2007,,0,57.310562,0
41,0,,2008,,0,57.200863,0
41,0,,2009,,0,57.671772,0
41,0,,2010,,0,56.02932,0
41,0,,2011,,0,57.124218,0
41,0,,2012,,0,57.841354,0
41,0,,2013,,0,57.235828,0
41,0,,2014,,0,58.397224,0
41,0,,2015,,0,58.623074,0
41,0,,2016,,0,58.7411,0
41,0,,2017,,0,57.452156,0
41,0,,2018,,0,58.014927,0
41,0,,2019,,0,58.274956,0
42,0,,2000,,0,50.46225,0
42,0,,2001,,0,52.100643,0
42,0,,2002,,0,52.181473,0
42,0,,2003,,0,52.116573,0
42,0,,2004,,0,51.172276,0
42,0,,2005,,0,51.994293,0
42,0,,2006,,0,50.986893,0
42,0,,2007,,0,51.84211,0
42,0,,2008,,0,51.361546,0
42,0,,2009,,0,51.997101,0
42,0,,2010,,0,51.563839,0
42,0,,2011,,0,52.511497,0
42,0,,2012,,0,51.379128,0
42,0,,2013,,0,52.852211,0
42,0,,2014,,0,52.840252,0
42,0,,2015,,0,52.315113,0
42,0,,2016,,0,53.320332,0
42,0,,2017,,0,52.141651,0
42,0,,2018,,0,52.755135,0
42,0,,2019,,0,52.707474,0
43,0,,2000,,0,54.685707,0
43,0,,2001,,0,54.550045,0
43,0,,2002,,0,54.879551,0
43,0,,2003,,0,55.789967,0
43,0,,2004,,0,55.65826,0
43,0,,2005,,0,54.738293,0
43,0,,2006,,0,53.902115,0
43,0,,2007,,0,55.39061,0
43,0,,2008,,0,55.890465,0
43,0,,2009,,0,55.431435,0
43,0,,2010,,0,55.503357,0
43,0,,2011,,0,54.893559,0
43,0,,2012,,0,55.563694,0
43,0,,2013,,0,56.107304,0
43,0,,2014,,0,55.369465,0
43,0,,2015,,0,55.490051,0
43,0,,2016,,0,55.921257,0
43,0,,2017,,0,55.741699,0
43,0,,2018,,0,57.141312,0
43,0,,2019,,0,54.8288,0
44,0,,2000,,0,52.666012,0
44,0,,2001,,0,52.870636,0
44,0,,2002,,0,51.995441,0
44,0,,2003,,0,52.911095,0
44,0,,2004,,0,54.087872,0
44,0,,2005,,0,53.078255,0
44,0,,2006,,0,52.301399,0
44,0,,2007,,0,52.569283,0
44,0,,2008,,0,51.886494,0
44,0,,2009,,0,54.22847,0
44,0,,2010,,0,52.559738,0
44,0,,2011,,0,54.10099,0
44,0,,2012,,0,53.667881,0
44,0,,2013,,0,53.903515,0
44,0,,2014,,0,54.559933,0
44,0,,2015,,0,53.665966,0
44,0,,2016,,0,53.056713,0
44,0,,2017,,0,53.283176,0
44,0,,2018,,0,53.989799,0
44,0,,2019,,0,54.870853,0
45,0,,2000,,0,54.086941,0
45,0,,2001,,0,53.145477,0
45,0,,2002,,0,53.847202,0
45,0,,2003,,0,53.695328,0
45,0,,2004,,0,53.057571,0
45,0,,2005,,0,54.347633,0
45,0,,2006,,0,53.777393,0
45,0,,2007,,0,54.222786,0
45,0,,2008,,0,54.623833,0
45,0,,2009,,0,54.473419,0
45,0,,2010,,0,53.914104,0
45,0,,2011,,0,55.469624,0
45,0,,2012,,0,54.274155,0
45,0,,2013,,0,54.444595,0
45,0,,2014,,0,53.985386,0
45,0,,2015,,0,55.534943,0
45,0,,2016,,0,55.560764,0
45,0,,2017,,0,54.927616,0
45,0,,2018,,0,55.40398,0
45,0,,2019,,0,55.371231,0
46,0,,2000,,0,53.721519,0
46,0,,2001,,0,53.698139,0
46,0,,2002,,0,53.167381,0
46,0,,2003,,0,53.709679,0
46,0,,2004,,0,54.011127,0
46,0,,2005,,0,53.726967,0
46,0,,2006,,0,53.379749,0
46,0,,2007,,0,54.172001,0
46,0,,2008,,0,54.578091,0
46,0,,2009,,0,53.743847,0
46,0,,2010,,0,55.396412,0
46,0,,2011,,0,53.208385,0
46,0,,2012,,0,54.992638,0
46,0,,2013,,0,54.037312,0
46,0,,2014,,0,52.646732,0
46,0,,2015,,0,55.082897,0
46,0,,2016,,0,54.372673,0
46,0,,2017,,0,53.749157,0
46,0,,2018,,0,54.908165,0
46,0,,2019,,0,55.1022,0
47,0,,2000,,0,55.602787,0
47,0,,2001,,0,54.613235,0
47,0,,2002,,0,56.834743,0
47,0,,2003,,0,56.338051,0
47,0,,2004,,0,55.784786,0
47,0,,2005,,0,55.802494,0
47,0,,2006,,0,56.123817,0
47,0,,2007,,0,55.605602,0
47,0,,2008,,0,55.793358,0
47,0,,2009,,0,55.537483,0
47,0,,2010,,0,56.524696,0
47,0,,2011,,0,56.44075,0
47,0,,2012,,0,56.299923,0
47,0,,2013,,0,57.174118,0
47,0,,2014,,0,56.467384,0
47,0,,2015,,0,57.963562,0
47,0,,2016,,0,56.872734,0
47,0,,2017,,0,55.476704,0
47,0,,2018,,0,57.208584,0
47,0,,2019,,0,56.944523,0
48,0,,2000,,0,52.57616,0
48,0,,2001,,0,53.007267,0
48,0,,2002,,0,52.985168,0
48,0,,2003,,0,53.803165,0
48,0,,2004,,0,53.418663,0
48,0,,2005,,0,53.708279,0
48,0,,2006,,0,54.339699,0
48,0,,2007,,0,54.575245,0
48,0,,2008,,0,54.362053,0
48,0,,2009,,0,54.766106,0
48,0,,2010,,0,55.579414,0
48,0,,2011,,0,54.841908,0
48,0,,2012,,0,55.288887,0
48,0,,2013,,0,56.007378,0
48,0,,2014,,0,55.712711,0
48,0,,2015,,0,54.78656,0
48,0,,2016,,0,55.311562,0
48,0,,2017,,0,55.200977,0
48,0,,2018,,0,56.42728,0
48,0,,2019,,0,55.411186,0
49,0,,2000,,0,53.825039,0
49,0,,2001,,0,54.11055,0
49,0,,2002,,0,54.519417,0
49,0,,2003,,0,54.784874,0
49,0,,2004,,0,54.650879,0
49,0,,2005,,0,55.894348,0
49,0,,2006,,0,54.977512,0
49,0,,2007,,0,54.59618,0
49,0,,2008,,0,54.94339,0
49,0,,2009,,0,54.89056,0
49,0,,2010,,0,55.970928,0
49,0,,2011,,0,54.606255,0
49,0,,2012,,0,54.389008,0
49,0,,2013,,0,55.542545,0
49,0,,2014,,0,54.88633,0
49,0,,2015,,0,55.590874,0
49,0,,2016,,0,55.403511,0
49,0,,2017,,0,55.3419,0
49,0,,2018,,0,56.712955,0
49,0,,2019,,0,55.801746,0
50,0,,2000,,0,55.486263,0
50,0,,2001,,0,56.211433,0
50,0,,2002,,0,55.861279,0
50,0,,2003,,0,55.529007,0
50,0,,2004,,0,56.561245,0
50,0,,2005,,0,55.275955,0
50,0,,2006,,0,56.602257,0
50,0,,2007,,0,56.819237,0
50,0,,2008,,0,55.933113,0
50,0,,2009,,0,56.642395,0
50,0,,2010,,0,56.823666,0
50,0,,2011,,0,57.022064,0
50,0,,2012,,0,57.467609,0
50,0,,2013,,0,56.530514,0
50,0,,2014,,0,56.988533,0
50,0,,2015,,0,56.960468,0
50,0,,2016,,0,57.10936,0
50,0,,2017,,0,55.788216,0
50,0,,2018,,0,57.436897,0
50,0,,2019,,0,57.097652,0
